"DV","0000025","20240301|084214","20240226_1521409_092120_078908","R09_2_San Diego Open - San Diego (USA)","Marozava/Zimmermann","Melichar-Martinez/Perez","|K|0.187139|EK|G||OL1|5.61215|EOL1|OL2|1.26356|EOL2|OH1|1|EOH1|OH2|124|EOH2|EG|NA||NAOL1|6.0455|ENAOL1|NAOL2|1.25116|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-3.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/wta-san-diego-doubles/marozava-lidziya-zimmermann-kimberley-melichar-nicole-perez-ellen-lz20puCq/","","4.56","1.2","","","4.25","1.2","4.56","1.2","","","","","","",""
"DM","0000026","20240301|084218","20240226_1936810_102577_109142","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Behar/Pavlasek","Griekspoor/Struff","|K|0.396975|EK|G||OL1|2.6082|EOL1|OL2|1.8011|EOL2|OH1|1|EOH1|OH2|166|EOH2|EG|NA||NAOL1|2.7468|ENAOL1|NAOL2|1.8841|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai-doubles/behar-ariel-pavlasek-adam-griekspoor-tallon-struff-jan-lennard-U1uORMns/","","1.94","1.88","","","1.9","1.86","1.94","1.88","","","","","","",""
"DM","0000027","20240301|084221","20240226_1936810_108273_088731","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bhambri/Haase","Dodig/Krajicek","|K|0.34099|EK|G||OL1|3.0429|EOL1|OL2|1.6492|EOL2|OH1|1|EOH1|OH2|152|EOH2|EG|NA||NAOL1|3.2046|ENAOL1|NAOL2|1.7252|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai-doubles/bhambri-yuki-haase-robin-dodig-ivan-krajicek-austin-8bLFwQp0/","","2.89","1.43","","","2.9","1.39","2.9","1.44","","","","","","",""
"DM","0000028","20240301|084221","20240226_1936910_108278_052658","R10_2_Movistar Chile Open - Santiago (CHI)","Barrientos/Matos","Barrios/Tabilo","|K|0.60834|EK|G||OL1|1.79025|EOL1|OL2|2.6496|EOL2|OH1|165|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.87275|ENAOL1|NAOL2|2.7904|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","","-","","","","","","","","","","","","","","","",""
"SM","0000029","20240301|084233","20240226_1936810_024245_029372","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Rublev","|K|0.142451|EK|G||OL1|7.70094|EOL1|OL2|1.287|EOL2|OH1|1|EOH1|OH2|1.5795|EOH2|EG|NA||NAOL1|7.70094|ENAOL1|NAOL2|1.2987|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|141.63|166.962|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.654|3.832|1000|1000|AH4|2.654|3.832|1000|1000|AH4.5|1.878|2.711|1000|1000|AH5|1.878|2.711|1000|1000|AH5.5|1.44|2.079|1000|1000||EAH||AHS||K-1.5|38.8754|1|1.51|7|EK-1.5||K21|6.97945|1|4.0215|7|EK21||K1.5|2.39348|7|1.98363|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-rublev-andrey-zsXeOmtk/#ah;2;4.50;2","4.5","1.52","2.66","","","1.55","2.4","1.55","2.66","","","","","","",""
"SM","0000029","20240301|084231","20240226_1936810_024245_029372","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Rublev","|K|0.142451|EK|G||OL1|7.70094|EOL1|OL2|1.287|EOL2|OH1|1|EOH1|OH2|1.5795|EOH2|EG|NA||NAOL1|7.70094|ENAOL1|NAOL2|1.2987|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|141.63|166.962|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.654|3.832|1000|1000|AH4|2.654|3.832|1000|1000|AH4.5|1.878|2.711|1000|1000|AH5|1.878|2.711|1000|1000|AH5.5|1.44|2.079|1000|1000||EAH||AHS||K-1.5|38.8754|1|1.51|7|EK-1.5||K21|6.97945|1|4.0215|7|EK21||K1.5|2.39348|7|1.98363|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-rublev-andrey-zsXeOmtk/#ah;2;3.50;2","3.5","1.92","1.95","","","1.94","1.85","1.94","1.95","","","","","","",""
"SM","0000029","20240301|084236","20240226_1936810_024245_029372","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Rublev","|K|0.142451|EK|G||OL1|7.70094|EOL1|OL2|1.287|EOL2|OH1|1|EOH1|OH2|1.5795|EOH2|EG|NA||NAOL1|7.70094|ENAOL1|NAOL2|1.2987|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|141.63|166.962|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.654|3.832|1000|1000|AH4|2.654|3.832|1000|1000|AH4.5|1.878|2.711|1000|1000|AH5|1.878|2.711|1000|1000|AH5.5|1.44|2.079|1000|1000||EAH||AHS||K-1.5|38.8754|1|1.51|7|EK-1.5||K21|6.97945|1|4.0215|7|EK21||K1.5|2.39348|7|1.98363|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-rublev-andrey-zsXeOmtk/#ah;2;1.50;1","1.5","1.9","1.96","","","1.9","1.9","1.9","1.96","","","","","","",""
"SM","0000029","20240301|084235","20240226_1936810_024245_029372","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Rublev","|K|0.142451|EK|G||OL1|7.70094|EOL1|OL2|1.287|EOL2|OH1|1|EOH1|OH2|1.5795|EOH2|EG|NA||NAOL1|7.70094|ENAOL1|NAOL2|1.2987|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|141.63|166.962|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.654|3.832|1000|1000|AH4|2.654|3.832|1000|1000|AH4.5|1.878|2.711|1000|1000|AH5|1.878|2.711|1000|1000|AH5.5|1.44|2.079|1000|1000||EAH||AHS||K-1.5|38.8754|1|1.51|7|EK-1.5||K21|6.97945|1|4.0215|7|EK21||K1.5|2.39348|7|1.98363|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-rublev-andrey-zsXeOmtk/#ah;2;-1.50;1","-1.5","7.13","1.12","","","7.0","1.11","7.13","1.12","","","","","","",""
"SM","0000029","20240301|084225","20240226_1936810_024245_029372","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Rublev","|K|0.142451|EK|G||OL1|7.70094|EOL1|OL2|1.287|EOL2|OH1|1|EOH1|OH2|1.5795|EOH2|EG|NA||NAOL1|7.70094|ENAOL1|NAOL2|1.2987|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1000|1000|AH-5|12300|14500|1000|1000|AH-4|12300|14500|1000|1000|AH-3.5|141.63|166.962|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.654|3.832|1000|1000|AH4|2.654|3.832|1000|1000|AH4.5|1.878|2.711|1000|1000|AH5|1.878|2.711|1000|1000|AH5.5|1.44|2.079|1000|1000||EAH||AHS||K-1.5|38.8754|1|1.51|7|EK-1.5||K21|6.97945|1|4.0215|7|EK21||K1.5|2.39348|7|1.98363|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-rublev-andrey-zsXeOmtk/","","3.7","1.32","","","3.65","1.29","3.7","1.32","","","","","","",""
"SM","0000030","20240301|084248","20240226_1936810_022807_038911","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Medvedev","Humbert","|K|0.670292|EK|G||OL1|1.65|EOL1|OL2|3.33488|EOL2|OH1|2.025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.665|ENAOL1|NAOL2|3.33488|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.381|6.343|1.594|1.88|AH-5|5.381|6.343|1.986|2.341|AH-4|3.232|3.81|2.45|2.889|AH-3.5|2.47|2.912|2.45|2.889|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.212|1.749|7.286|10.518|AH4|1.212|1.749|14.464|20.881|AH4.5|1.119|1.616|14.464|20.881|AH5|1.119|1.616|22.466|32.435|AH5.5|1.089|1.573|22.466|32.435||EAH||AHS||K-1.5|2.50848|7|1.87434|7|EK-1.5||K21|4.64126|7|6.9294|1|EK21||K1.5|1.51|7|6.34488|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/medvedev-daniil-humbert-ugo-2BRLERsr/#ah;2;-3.50;2","-3.5","1.99","1.88","","","1.85","1.94","1.99","1.94","","","","","","",""
"SM","0000030","20240301|084250","20240226_1936810_022807_038911","R10_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Medvedev","Humbert","|K|0.670292|EK|G||OL1|1.65|EOL1|OL2|3.33488|EOL2|OH1|2.025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.665|ENAOL1|NAOL2|3.33488|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.381|6.343|1.594|1.88|AH-5|5.381|6.343|1.986|2.341|AH-4|3.232|3.81|2.45|2.889|AH-3.5|2.47|2.912|2.45|2.889|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.212|1.749|7.286|10.518|AH4|1.212|1.749|14.464|20.881|AH4.5|1.119|1.616|14.464|20.881|AH5|1.119|1.616|22.466|32.435|AH5.5|1.089|1.573|22.466|32.435||EAH||AHS||K-1.5|2.50848|7|1.87434|7|EK-1.5||K21|4.64126|7|6.9294|1|EK21||K1.5|1.51|7|6.34488|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/medvedev-daniil-humbert-ugo-2BRLERsr/#ah;2;-4.50;2","-4.5","2.78","1.48","","","3.0","1.36","3.0","1.48","","","","","","",""
