"FSM","0000007","20240611|161400","20240610_1980604_042990_042664","R04_0_KOR_M15 Anseong","Imamura","Yong Han","|K|0.78138|EK|G||OL1|1.36192|EOL1|OL2|4.68992|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|178.298|178.298|286.406|286.406|AH-3.5|153.646|153.646|286.406|286.406|AH-3|153.646|153.646|343.736|343.736|AH-2.5|141.028|141.028|343.736|343.736|AH-2|141.028|141.028|388.289|388.289|AH-1.5|134.687|134.687|388.289|388.289||AH1.5|123.468|123.468|526.121|526.121|AH2|123.468|123.468|601.302|601.302|AH2.5|119.948|119.948|601.302|601.302|AH3|119.948|119.948|707.343|707.343|AH3.5|116.465|116.465|707.343|707.343|AH4|116.465|116.465|906.821|906.821|AH4.5|112.394|112.394|906.821|906.821|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","","-","","","","","","","","","","","","","","","",""
"CSV","0000008","20240611|161413","20240610_1554004_006744_060266","R04_1_CHN_W50 Taizhou","Lu","Nugroho","|K|0.54646|EK|G||OL1|1.94895|EOL1|OL2|2.26525|EOL2|OH1|2.562|EOH1|OH2|2.9393|EOH2|EG|NA|NOT|ENA||AH-5.5|3.397|331.713|1.466|143.157|AH-5|3.397|331.713|1.645|160.612|AH-4|2.713|264.984|1.993|194.611|AH-3.5|2.106|205.696|1.993|194.611|AH-3|2.106|205.696|2.218|216.597|AH-2.5|1.902|185.766|2.218|216.597|AH-2|1.902|185.766|2.305|225.071|AH-1.5|1.843|179.954|2.305|225.071||AH1.5|1.752|167.937|2.578|247.195|AH2|1.752|167.937|2.819|270.238|AH2.5|1.656|158.741|2.819|270.238|AH3|1.656|158.741|3.127|299.843|AH3.5|1.565|150.039|3.127|299.843|AH4|1.565|150.039|3.333|319.521|AH4.5|1.518|145.554|3.333|319.521|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.84992|5.6|1.5|5.6|EK-1.5||K21|5.70125|5.6|8.94712|1|EK21||K1.5|1.65175|5.6|3.15389|5.6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/lu-jia-jing-nugroho-priska-madelyn-M93bb84k/#ah;2;-1.50;2","-1.5","1.7","2.05","","","","","1.7","2.08","","","","","","",""
"CSV","0000008","20240611|161410","20240610_1554004_006744_060266","R04_1_CHN_W50 Taizhou","Lu","Nugroho","|K|0.54646|EK|G||OL1|1.94895|EOL1|OL2|2.26525|EOL2|OH1|2.562|EOH1|OH2|2.9393|EOH2|EG|NA|NOT|ENA||AH-5.5|3.397|331.713|1.466|143.157|AH-5|3.397|331.713|1.645|160.612|AH-4|2.713|264.984|1.993|194.611|AH-3.5|2.106|205.696|1.993|194.611|AH-3|2.106|205.696|2.218|216.597|AH-2.5|1.902|185.766|2.218|216.597|AH-2|1.902|185.766|2.305|225.071|AH-1.5|1.843|179.954|2.305|225.071||AH1.5|1.752|167.937|2.578|247.195|AH2|1.752|167.937|2.819|270.238|AH2.5|1.656|158.741|2.819|270.238|AH3|1.656|158.741|3.127|299.843|AH3.5|1.565|150.039|3.127|299.843|AH4|1.565|150.039|3.333|319.521|AH4.5|1.518|145.554|3.333|319.521|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.84992|5.6|1.5|5.6|EK-1.5||K21|5.70125|5.6|8.94712|1|EK21||K1.5|1.65175|5.6|3.15389|5.6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/lu-jia-jing-nugroho-priska-madelyn-M93bb84k/#ah;2;-3.50;2","-3.5","2.03","1.71","","","","","2.03","1.71","","","","","","",""
"CSV","0000008","20240611|161417","20240610_1554004_006744_060266","R04_1_CHN_W50 Taizhou","Lu","Nugroho","|K|0.54646|EK|G||OL1|1.94895|EOL1|OL2|2.26525|EOL2|OH1|2.562|EOH1|OH2|2.9393|EOH2|EG|NA|NOT|ENA||AH-5.5|3.397|331.713|1.466|143.157|AH-5|3.397|331.713|1.645|160.612|AH-4|2.713|264.984|1.993|194.611|AH-3.5|2.106|205.696|1.993|194.611|AH-3|2.106|205.696|2.218|216.597|AH-2.5|1.902|185.766|2.218|216.597|AH-2|1.902|185.766|2.305|225.071|AH-1.5|1.843|179.954|2.305|225.071||AH1.5|1.752|167.937|2.578|247.195|AH2|1.752|167.937|2.819|270.238|AH2.5|1.656|158.741|2.819|270.238|AH3|1.656|158.741|3.127|299.843|AH3.5|1.565|150.039|3.127|299.843|AH4|1.565|150.039|3.333|319.521|AH4.5|1.518|145.554|3.333|319.521|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.84992|5.6|1.5|5.6|EK-1.5||K21|5.70125|5.6|8.94712|1|EK21||K1.5|1.65175|5.6|3.15389|5.6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/lu-jia-jing-nugroho-priska-madelyn-M93bb84k/#ah;2;1.50;1","1.5","1.25","3.58","","","","","1.25","3.58","","","","","","",""
"CSV","0000008","20240611|161415","20240610_1554004_006744_060266","R04_1_CHN_W50 Taizhou","Lu","Nugroho","|K|0.54646|EK|G||OL1|1.94895|EOL1|OL2|2.26525|EOL2|OH1|2.562|EOH1|OH2|2.9393|EOH2|EG|NA|NOT|ENA||AH-5.5|3.397|331.713|1.466|143.157|AH-5|3.397|331.713|1.645|160.612|AH-4|2.713|264.984|1.993|194.611|AH-3.5|2.106|205.696|1.993|194.611|AH-3|2.106|205.696|2.218|216.597|AH-2.5|1.902|185.766|2.218|216.597|AH-2|1.902|185.766|2.305|225.071|AH-1.5|1.843|179.954|2.305|225.071||AH1.5|1.752|167.937|2.578|247.195|AH2|1.752|167.937|2.819|270.238|AH2.5|1.656|158.741|2.819|270.238|AH3|1.656|158.741|3.127|299.843|AH3.5|1.565|150.039|3.127|299.843|AH4|1.565|150.039|3.333|319.521|AH4.5|1.518|145.554|3.333|319.521|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.84992|5.6|1.5|5.6|EK-1.5||K21|5.70125|5.6|8.94712|1|EK21||K1.5|1.65175|5.6|3.15389|5.6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/lu-jia-jing-nugroho-priska-madelyn-M93bb84k/#ah;2;-1.50;1","-1.5","2.33","1.55","","","","","2.33","1.55","","","","","","",""
"CSV","0000008","20240611|161403","20240610_1554004_006744_060266","R04_1_CHN_W50 Taizhou","Lu","Nugroho","|K|0.54646|EK|G||OL1|1.94895|EOL1|OL2|2.26525|EOL2|OH1|2.562|EOH1|OH2|2.9393|EOH2|EG|NA|NOT|ENA||AH-5.5|3.397|331.713|1.466|143.157|AH-5|3.397|331.713|1.645|160.612|AH-4|2.713|264.984|1.993|194.611|AH-3.5|2.106|205.696|1.993|194.611|AH-3|2.106|205.696|2.218|216.597|AH-2.5|1.902|185.766|2.218|216.597|AH-2|1.902|185.766|2.305|225.071|AH-1.5|1.843|179.954|2.305|225.071||AH1.5|1.752|167.937|2.578|247.195|AH2|1.752|167.937|2.819|270.238|AH2.5|1.656|158.741|2.819|270.238|AH3|1.656|158.741|3.127|299.843|AH3.5|1.565|150.039|3.127|299.843|AH4|1.565|150.039|3.333|319.521|AH4.5|1.518|145.554|3.333|319.521|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.84992|5.6|1.5|5.6|EK-1.5||K21|5.70125|5.6|8.94712|1|EK21||K1.5|1.65175|5.6|3.15389|5.6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/lu-jia-jing-nugroho-priska-madelyn-M93bb84k/","","1.58","2.25","","","1.55","2.3","1.58","2.3","","","","","","",""
"CSV","0000009","20240611|161430","20240610_1554004_037909_066595","R04_1_CHN_W50 Taizhou","Morvayova","Dang","|K|0.704372|EK|G||OL1|1.5123|EOL1|OL2|3.47475|EOL2|OH1|1.988|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.63|256.848|1.677|163.756|AH-5|2.63|256.848|2.025|197.794|AH-4|2.071|202.256|2.385|232.899|AH-3.5|1.795|175.245|2.385|232.899|AH-3|1.795|175.245|2.594|253.286|AH-2.5|1.692|165.237|2.594|253.286|AH-2|1.692|165.237|2.628|256.642|AH-1.5|1.678|163.84|2.628|256.642||AH1.5|1.443|138.36|3.762|360.687|AH2|1.443|138.36|4.551|436.381|AH2.5|1.353|129.728|4.551|436.381|AH3|1.353|129.728|5.215|500.037|AH3.5|1.304|124.998|5.215|500.037|AH4|1.304|124.998|6.554|628.352|AH4.5|1.24|118.927|6.554|628.352|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.43367|5.6|2.01326|5.6|EK-1.5||K21|5.19259|5.6|9.56634|1|EK21||K1.5|1.5|1|6.3772|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/morvayova-viktoria-dang-yiming-reQB7Cs3/#ah;2;-4.50;2","-4.5","1.87","1.85","","","","","1.87","1.85","","","","","","",""
"CSV","0000009","20240611|161432","20240610_1554004_037909_066595","R04_1_CHN_W50 Taizhou","Morvayova","Dang","|K|0.704372|EK|G||OL1|1.5123|EOL1|OL2|3.47475|EOL2|OH1|1.988|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.63|256.848|1.677|163.756|AH-5|2.63|256.848|2.025|197.794|AH-4|2.071|202.256|2.385|232.899|AH-3.5|1.795|175.245|2.385|232.899|AH-3|1.795|175.245|2.594|253.286|AH-2.5|1.692|165.237|2.594|253.286|AH-2|1.692|165.237|2.628|256.642|AH-1.5|1.678|163.84|2.628|256.642||AH1.5|1.443|138.36|3.762|360.687|AH2|1.443|138.36|4.551|436.381|AH2.5|1.353|129.728|4.551|436.381|AH3|1.353|129.728|5.215|500.037|AH3.5|1.304|124.998|5.215|500.037|AH4|1.304|124.998|6.554|628.352|AH4.5|1.24|118.927|6.554|628.352|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.43367|5.6|2.01326|5.6|EK-1.5||K21|5.19259|5.6|9.56634|1|EK21||K1.5|1.5|1|6.3772|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/morvayova-viktoria-dang-yiming-reQB7Cs3/#ah;2;-5.00;2","-5.0","2.07","1.68","","","","","2.08","1.68","","","","","","",""
"CSV","0000009","20240611|161436","20240610_1554004_037909_066595","R04_1_CHN_W50 Taizhou","Morvayova","Dang","|K|0.704372|EK|G||OL1|1.5123|EOL1|OL2|3.47475|EOL2|OH1|1.988|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.63|256.848|1.677|163.756|AH-5|2.63|256.848|2.025|197.794|AH-4|2.071|202.256|2.385|232.899|AH-3.5|1.795|175.245|2.385|232.899|AH-3|1.795|175.245|2.594|253.286|AH-2.5|1.692|165.237|2.594|253.286|AH-2|1.692|165.237|2.628|256.642|AH-1.5|1.678|163.84|2.628|256.642||AH1.5|1.443|138.36|3.762|360.687|AH2|1.443|138.36|4.551|436.381|AH2.5|1.353|129.728|4.551|436.381|AH3|1.353|129.728|5.215|500.037|AH3.5|1.304|124.998|5.215|500.037|AH4|1.304|124.998|6.554|628.352|AH4.5|1.24|118.927|6.554|628.352|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.43367|5.6|2.01326|5.6|EK-1.5||K21|5.19259|5.6|9.56634|1|EK21||K1.5|1.5|1|6.3772|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/morvayova-viktoria-dang-yiming-reQB7Cs3/#ah;2;1.50;1","1.5","1.13","5.36","","","","","1.13","5.36","","","","","","",""
"CSV","0000009","20240611|161434","20240610_1554004_037909_066595","R04_1_CHN_W50 Taizhou","Morvayova","Dang","|K|0.704372|EK|G||OL1|1.5123|EOL1|OL2|3.47475|EOL2|OH1|1.988|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.63|256.848|1.677|163.756|AH-5|2.63|256.848|2.025|197.794|AH-4|2.071|202.256|2.385|232.899|AH-3.5|1.795|175.245|2.385|232.899|AH-3|1.795|175.245|2.594|253.286|AH-2.5|1.692|165.237|2.594|253.286|AH-2|1.692|165.237|2.628|256.642|AH-1.5|1.678|163.84|2.628|256.642||AH1.5|1.443|138.36|3.762|360.687|AH2|1.443|138.36|4.551|436.381|AH2.5|1.353|129.728|4.551|436.381|AH3|1.353|129.728|5.215|500.037|AH3.5|1.304|124.998|5.215|500.037|AH4|1.304|124.998|6.554|628.352|AH4.5|1.24|118.927|6.554|628.352|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.43367|5.6|2.01326|5.6|EK-1.5||K21|5.19259|5.6|9.56634|1|EK21||K1.5|1.5|1|6.3772|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/morvayova-viktoria-dang-yiming-reQB7Cs3/#ah;2;-1.50;1","-1.5","1.78","1.94","","","","","1.78","1.94","","","","","","",""
"CSV","0000009","20240611|161422","20240610_1554004_037909_066595","R04_1_CHN_W50 Taizhou","Morvayova","Dang","|K|0.704372|EK|G||OL1|1.5123|EOL1|OL2|3.47475|EOL2|OH1|1.988|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.63|256.848|1.677|163.756|AH-5|2.63|256.848|2.025|197.794|AH-4|2.071|202.256|2.385|232.899|AH-3.5|1.795|175.245|2.385|232.899|AH-3|1.795|175.245|2.594|253.286|AH-2.5|1.692|165.237|2.594|253.286|AH-2|1.692|165.237|2.628|256.642|AH-1.5|1.678|163.84|2.628|256.642||AH1.5|1.443|138.36|3.762|360.687|AH2|1.443|138.36|4.551|436.381|AH2.5|1.353|129.728|4.551|436.381|AH3|1.353|129.728|5.215|500.037|AH3.5|1.304|124.998|5.215|500.037|AH4|1.304|124.998|6.554|628.352|AH4.5|1.24|118.927|6.554|628.352|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.43367|5.6|2.01326|5.6|EK-1.5||K21|5.19259|5.6|9.56634|1|EK21||K1.5|1.5|1|6.3772|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/china/itf-w50-taizhou-women/morvayova-viktoria-dang-yiming-reQB7Cs3/","","1.33","3.11","","","1.3","3.25","1.33","3.25","","","","","","",""
