"CSV","0000049","20240413|101509","20240408_1540710_070327_069651","R10_1_ITA_W35 Santa Margherita di Pula","Jimenez Kasintseva","Havlickova","|K|0.640579|EK|G||OL1|1.67205|EOL1|OL2|2.85975|EOL2|OH1|2.198|EOH1|OH2|3.7107|EOH2|EG|NA|NOT|ENA||AH-5.5|2.494|243.548|1.737|169.663|AH-5|2.494|243.548|2.145|209.453|AH-4|1.96|191.363|2.742|267.754|AH-3.5|1.634|159.611|2.742|267.754|AH-3|1.634|159.611|3.021|295.064|AH-2.5|1.549|151.265|3.021|295.064|AH-2|1.549|151.265|3.166|309.209|AH-1.5|1.513|147.799|3.166|309.209||AH1.5|1.371|131.487|4.355|417.588|AH2|1.371|131.487|5.063|485.417|AH2.5|1.314|125.946|5.063|485.417|AH3|1.314|125.946|6.064|581.41|AH3.5|1.26|120.772|6.064|581.41|AH4|1.26|120.772|7.24|694.134|AH4.5|1.219|116.831|7.24|694.134|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.62442|5.6|1.88215|5.6|EK-1.5||K21|5.0529|5.6|8.79835|1|EK21||K1.5|1.5|1|5.76531|1|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/italy/itf-w35-santa-margherita-di-pula-3-women/jimenez-kasintseva-victoria-havlickova-lucie-4ffY5D6L/","","","","","","","","","","","","","","","","G"
"CSV","0000050","20240413|101512","20240408_1540710_062729_067801","R10_1_ITA_W35 Santa Margherita di Pula","Ruggeri","Soboleva","|K|0.185678|EK|G||OL1|5.52475|EOL1|OL2|1.30995|EOL2|OH1|1|EOH1|OH2|1.722|EOH2|EG|NA|NOT|ENA||AH-5.5|19.626|1916.58|1.08|105.505|AH-5|19.626|1916.58|1.18|115.269|AH-4|7.731|754.938|1.249|122.014|AH-3.5|5.676|554.264|1.249|122.014|AH-3|5.676|554.264|1.251|122.198|AH-2.5|5.637|550.498|1.251|122.198|AH-2|5.637|550.498|1.238|120.856|AH-1.5|5.934|579.484|1.238|120.856||AH1.5|3.991|382.629|1.412|135.382|AH2|3.991|382.629|1.472|141.136|AH2.5|3.578|343.094|1.472|141.136|AH3|3.578|343.094|1.563|149.828|AH3.5|3.136|300.689|1.563|149.828|AH4|3.136|300.689|1.732|166.054|AH4.5|2.622|251.39|1.732|166.054|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|14.1464|1|1.5|1|EK-1.5||K21|10.6929|1|4.68868|5.6|EK21||K1.5|2.45579|5.6|2.04851|5.6|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/italy/itf-w35-santa-margherita-di-pula-3-women/ruggeri-jennifer-anastasiya-konstantinovna-soboleva-dUjQ7Zy9/","","","","","","","","","","","","","","","","G"
"CSV","0000051","20240413|101532","20240408_1540210_030510_031728","R10_1_SUI_W75 Bellinzona","Day","Bondar","|K|0.44015|EK|G||OL1|2.337|EOL1|OL2|1.90635|EOL2|OH1|3.0324|EOH1|OH2|2.506|EOH2|EG|NA|NOT|ENA||AH-5.5|4.672|456.213|1.311|128.073|AH-5|4.672|456.213|1.438|140.436|AH-4|3.556|347.306|1.593|155.602|AH-3.5|2.866|279.848|1.593|155.602|AH-3|2.866|279.848|1.683|164.388|AH-2.5|2.614|255.309|1.683|164.388|AH-2|2.614|255.309|1.796|175.413|AH-1.5|2.382|232.604|1.796|175.413||AH1.5|2.132|204.43|2.042|195.758|AH2|2.132|204.43|2.245|215.282|AH2.5|1.948|186.744|2.245|215.282|AH3|1.948|186.744|2.557|245.118|AH3.5|1.762|168.909|2.557|245.118|AH4|1.762|168.909|3.117|298.864|AH4.5|1.567|150.286|3.117|298.864|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.28695|5.6|1.5|1|EK-1.5||K21|6.92168|5.6|5.88956|5.6|EK21||K1.5|1.65708|5.6|3.13726|5.6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/itf-w75-bellinzona-women/day-kayla-bondar-anna-OOt40B8F/#ah;2;2.50;2","2.5","1.82","1.95","","","","","1.82","1.95","","","","","","",""
"CSV","0000051","20240413|101529","20240408_1540210_030510_031728","R10_1_SUI_W75 Bellinzona","Day","Bondar","|K|0.44015|EK|G||OL1|2.337|EOL1|OL2|1.90635|EOL2|OH1|3.0324|EOH1|OH2|2.506|EOH2|EG|NA|NOT|ENA||AH-5.5|4.672|456.213|1.311|128.073|AH-5|4.672|456.213|1.438|140.436|AH-4|3.556|347.306|1.593|155.602|AH-3.5|2.866|279.848|1.593|155.602|AH-3|2.866|279.848|1.683|164.388|AH-2.5|2.614|255.309|1.683|164.388|AH-2|2.614|255.309|1.796|175.413|AH-1.5|2.382|232.604|1.796|175.413||AH1.5|2.132|204.43|2.042|195.758|AH2|2.132|204.43|2.245|215.282|AH2.5|1.948|186.744|2.245|215.282|AH3|1.948|186.744|2.557|245.118|AH3.5|1.762|168.909|2.557|245.118|AH4|1.762|168.909|3.117|298.864|AH4.5|1.567|150.286|3.117|298.864|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.28695|5.6|1.5|1|EK-1.5||K21|6.92168|5.6|5.88956|5.6|EK21||K1.5|1.65708|5.6|3.13726|5.6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/itf-w75-bellinzona-women/day-kayla-bondar-anna-OOt40B8F/#ah;2;1.50;2","1.5","1.98","1.8","","","","","1.98","1.8","","","","","","",""
"CSV","0000051","20240413|101537","20240408_1540210_030510_031728","R10_1_SUI_W75 Bellinzona","Day","Bondar","|K|0.44015|EK|G||OL1|2.337|EOL1|OL2|1.90635|EOL2|OH1|3.0324|EOH1|OH2|2.506|EOH2|EG|NA|NOT|ENA||AH-5.5|4.672|456.213|1.311|128.073|AH-5|4.672|456.213|1.438|140.436|AH-4|3.556|347.306|1.593|155.602|AH-3.5|2.866|279.848|1.593|155.602|AH-3|2.866|279.848|1.683|164.388|AH-2.5|2.614|255.309|1.683|164.388|AH-2|2.614|255.309|1.796|175.413|AH-1.5|2.382|232.604|1.796|175.413||AH1.5|2.132|204.43|2.042|195.758|AH2|2.132|204.43|2.245|215.282|AH2.5|1.948|186.744|2.245|215.282|AH3|1.948|186.744|2.557|245.118|AH3.5|1.762|168.909|2.557|245.118|AH4|1.762|168.909|3.117|298.864|AH4.5|1.567|150.286|3.117|298.864|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.28695|5.6|1.5|1|EK-1.5||K21|6.92168|5.6|5.88956|5.6|EK21||K1.5|1.65708|5.6|3.13726|5.6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/itf-w75-bellinzona-women/day-kayla-bondar-anna-OOt40B8F/#ah;2;1.50;1","1.5","1.49","2.58","","","","","1.49","2.58","","","","","","",""
"CSV","0000051","20240413|101534","20240408_1540210_030510_031728","R10_1_SUI_W75 Bellinzona","Day","Bondar","|K|0.44015|EK|G||OL1|2.337|EOL1|OL2|1.90635|EOL2|OH1|3.0324|EOH1|OH2|2.506|EOH2|EG|NA|NOT|ENA||AH-5.5|4.672|456.213|1.311|128.073|AH-5|4.672|456.213|1.438|140.436|AH-4|3.556|347.306|1.593|155.602|AH-3.5|2.866|279.848|1.593|155.602|AH-3|2.866|279.848|1.683|164.388|AH-2.5|2.614|255.309|1.683|164.388|AH-2|2.614|255.309|1.796|175.413|AH-1.5|2.382|232.604|1.796|175.413||AH1.5|2.132|204.43|2.042|195.758|AH2|2.132|204.43|2.245|215.282|AH2.5|1.948|186.744|2.245|215.282|AH3|1.948|186.744|2.557|245.118|AH3.5|1.762|168.909|2.557|245.118|AH4|1.762|168.909|3.117|298.864|AH4.5|1.567|150.286|3.117|298.864|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.28695|5.6|1.5|1|EK-1.5||K21|6.92168|5.6|5.88956|5.6|EK21||K1.5|1.65708|5.6|3.13726|5.6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/itf-w75-bellinzona-women/day-kayla-bondar-anna-OOt40B8F/#ah;2;-1.50;1","-1.5","3.6","1.28","","","","","3.6","1.28","","","","","","",""
"CSV","0000051","20240413|101520","20240408_1540210_030510_031728","R10_1_SUI_W75 Bellinzona","Day","Bondar","|K|0.44015|EK|G||OL1|2.337|EOL1|OL2|1.90635|EOL2|OH1|3.0324|EOH1|OH2|2.506|EOH2|EG|NA|NOT|ENA||AH-5.5|4.672|456.213|1.311|128.073|AH-5|4.672|456.213|1.438|140.436|AH-4|3.556|347.306|1.593|155.602|AH-3.5|2.866|279.848|1.593|155.602|AH-3|2.866|279.848|1.683|164.388|AH-2.5|2.614|255.309|1.683|164.388|AH-2|2.614|255.309|1.796|175.413|AH-1.5|2.382|232.604|1.796|175.413||AH1.5|2.132|204.43|2.042|195.758|AH2|2.132|204.43|2.245|215.282|AH2.5|1.948|186.744|2.245|215.282|AH3|1.948|186.744|2.557|245.118|AH3.5|1.762|168.909|2.557|245.118|AH4|1.762|168.909|3.117|298.864|AH4.5|1.567|150.286|3.117|298.864|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.28695|5.6|1.5|1|EK-1.5||K21|6.92168|5.6|5.88956|5.6|EK21||K1.5|1.65708|5.6|3.13726|5.6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/switzerland/itf-w75-bellinzona-women/day-kayla-bondar-anna-OOt40B8F/","","2.19","1.65","","","2.15","1.63","2.19","1.65","","","","","","",""
"CSV","0000052","20240413|101547","20240408_1540910_072414_078153","R10_1_USA_W35 Boca Raton","Joint","Urhobo","|K|0.763757|EK|G||OL1|1.39515|EOL1|OL2|4.346|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.488|242.98|1.74|169.94|AH-5|2.488|242.98|2.321|226.651|AH-4|1.833|178.957|2.86|279.249|AH-3.5|1.595|155.788|2.86|279.249|AH-3|1.595|155.788|3.096|302.332|AH-2.5|1.53|149.424|3.096|302.332|AH-2|1.53|149.424|4.192|409.389|AH-1.5|1.355|132.322|4.192|409.389||AH1.5|1.267|121.436|5.909|566.501|AH2|1.267|121.436|5.394|517.187|AH2.5|1.293|123.97|5.394|517.187|AH3|1.293|123.97|7.226|692.775|AH3.5|1.219|116.87|7.226|692.775|AH4|1.219|116.87|12.022|1152.66|AH4.5|1.142|109.5|12.022|1152.66|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.28059|5.6|2.15168|5.6|EK-1.5||K21|4.8573|5.6|11.1928|1|EK21||K1.5|1.5|1|7.63568|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/itf-w35-boca-raton-fl-women/joint-maya-urhobo-akasha-nsbDsYJl/#ah;2;-4.50;2","-4.5","2.06","1.74","","","","","2.06","1.74","","","","","","",""
"CSV","0000052","20240413|101549","20240408_1540910_072414_078153","R10_1_USA_W35 Boca Raton","Joint","Urhobo","|K|0.763757|EK|G||OL1|1.39515|EOL1|OL2|4.346|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.488|242.98|1.74|169.94|AH-5|2.488|242.98|2.321|226.651|AH-4|1.833|178.957|2.86|279.249|AH-3.5|1.595|155.788|2.86|279.249|AH-3|1.595|155.788|3.096|302.332|AH-2.5|1.53|149.424|3.096|302.332|AH-2|1.53|149.424|4.192|409.389|AH-1.5|1.355|132.322|4.192|409.389||AH1.5|1.267|121.436|5.909|566.501|AH2|1.267|121.436|5.394|517.187|AH2.5|1.293|123.97|5.394|517.187|AH3|1.293|123.97|7.226|692.775|AH3.5|1.219|116.87|7.226|692.775|AH4|1.219|116.87|12.022|1152.66|AH4.5|1.142|109.5|12.022|1152.66|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.28059|5.6|2.15168|5.6|EK-1.5||K21|4.8573|5.6|11.1928|1|EK21||K1.5|1.5|1|7.63568|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/itf-w35-boca-raton-fl-women/joint-maya-urhobo-akasha-nsbDsYJl/#ah;2;-5.50;2","-5.5","2.16","1.63","","","","","2.16","1.7","","","","","","",""
"CSV","0000052","20240413|101552","20240408_1540910_072414_078153","R10_1_USA_W35 Boca Raton","Joint","Urhobo","|K|0.763757|EK|G||OL1|1.39515|EOL1|OL2|4.346|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.488|242.98|1.74|169.94|AH-5|2.488|242.98|2.321|226.651|AH-4|1.833|178.957|2.86|279.249|AH-3.5|1.595|155.788|2.86|279.249|AH-3|1.595|155.788|3.096|302.332|AH-2.5|1.53|149.424|3.096|302.332|AH-2|1.53|149.424|4.192|409.389|AH-1.5|1.355|132.322|4.192|409.389||AH1.5|1.267|121.436|5.909|566.501|AH2|1.267|121.436|5.394|517.187|AH2.5|1.293|123.97|5.394|517.187|AH3|1.293|123.97|7.226|692.775|AH3.5|1.219|116.87|7.226|692.775|AH4|1.219|116.87|12.022|1152.66|AH4.5|1.142|109.5|12.022|1152.66|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.28059|5.6|2.15168|5.6|EK-1.5||K21|4.8573|5.6|11.1928|1|EK21||K1.5|1.5|1|7.63568|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/itf-w35-boca-raton-fl-women/joint-maya-urhobo-akasha-nsbDsYJl/#ah;2;1.50;1","1.5","1.18","4.61","","","","","1.18","4.61","","","","","","",""
"CSV","0000052","20240413|101551","20240408_1540910_072414_078153","R10_1_USA_W35 Boca Raton","Joint","Urhobo","|K|0.763757|EK|G||OL1|1.39515|EOL1|OL2|4.346|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.488|242.98|1.74|169.94|AH-5|2.488|242.98|2.321|226.651|AH-4|1.833|178.957|2.86|279.249|AH-3.5|1.595|155.788|2.86|279.249|AH-3|1.595|155.788|3.096|302.332|AH-2.5|1.53|149.424|3.096|302.332|AH-2|1.53|149.424|4.192|409.389|AH-1.5|1.355|132.322|4.192|409.389||AH1.5|1.267|121.436|5.909|566.501|AH2|1.267|121.436|5.394|517.187|AH2.5|1.293|123.97|5.394|517.187|AH3|1.293|123.97|7.226|692.775|AH3.5|1.219|116.87|7.226|692.775|AH4|1.219|116.87|12.022|1152.66|AH4.5|1.142|109.5|12.022|1152.66|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.28059|5.6|2.15168|5.6|EK-1.5||K21|4.8573|5.6|11.1928|1|EK21||K1.5|1.5|1|7.63568|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/itf-w35-boca-raton-fl-women/joint-maya-urhobo-akasha-nsbDsYJl/#ah;2;-1.50;1","-1.5","2.05","1.75","","","","","2.05","1.75","","","","","","",""
