"CDM","0000031","20240412|140813","20240408_1962810_102789_110057","R10_1_ESP_Madrid Challenger","Romboli/Zormann Da Silva","Heliovaara/Patten","|K|0.43166|EK|G||OL1|2.35944|EOL1|OL2|1.77214|EOL2|OH1|232|EOH1|OH2|2.64|EOH2|EG|NA||NAOL1|2.51256|ENAOL1|NAOL2|1.94128|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","","https://www.oddsportal.com/tennis/spain/madrid-challenger-men-doubles/romboli-fernando-zormann-da-silva-marcelo-heliovaara-harri-patten-henry-MRS9m7zh/","","","","","","","","","","","","","","","","G"
"CDM","0000032","20240412|140816","20240408_1962710_110186_109943","R10_1_KOR_Busan Challenger","Bolt/Tu","Ho/Nam Ji","|K|0.521916|EK|G||OL1|1.95264|EOL1|OL2|2.1357|EOL2|OH1|192|EOH1|OH2|210|EOH2|EG|NA||NAOL1|2.07936|ENAOL1|NAOL2|2.2743|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","","https://www.oddsportal.com/tennis/south-korea/busan-challenger-men-doubles/bolt-alex-tu-li-ho-ray-nam-ji-sung-zRrBJl0S/","","","","","","","","","","","","","","","","G"
"CDM","0000033","20240412|140824","20240408_1962710_100685_075997","R10_1_KOR_Busan Challenger","Chung/Hsu","Matsui/Uesugi","|K|0.636667|EK|G||OL1|1.5909|EOL1|OL2|2.80692|EOL2|OH1|2.37|EOH1|OH2|276|EOH2|EG|NA||NAOL1|1.74274|ENAOL1|NAOL2|2.98908|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/south-korea/busan-challenger-men-doubles/chung-yunseong-hsu-yu-hsiou-matsui-toshihide-uesugi-kaito-h4pfjnPi/","","","","","","","","1.9","1.85","","","","","","",""
"CDM","0000034","20240412|140828","20240408_1962910_094420_044445","R10_1_MEX_Cuernavaca Challenger","Johnson/Mansouri","Kadhe/Nedunchezhiyan","|K|0.643658|EK|G||OL1|1.57076|EOL1|OL2|2.85777|EOL2|OH1|2.34|EOH1|OH2|281|EOH2|EG|NA||NAOL1|1.72068|ENAOL1|NAOL2|3.04323|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/morelos-challenger-men-doubles/johnson-luke-mansouri-skander-kadhe-arjun-nedunchezhiyan-jeevan-Ywn4hDat/","","","","","","","","1.55","2.45","","","","","","",""
"SM","0000035","20240412|140841","20240408_1937509_005992_039309","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Djokovic","De Minaur","|K|0.738271|EK|G||OL1|1.496|EOL1|OL2|4.19385|EOL2|OH1|1.972|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5096|ENAOL1|NAOL2|4.20151|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.306|4.394|1.628|2.164|AH-5|3.306|4.394|2.059|2.736|AH-4|2.321|3.084|2.553|3.393|AH-3.5|1.905|2.532|2.553|3.393|AH-3|1.905|2.532|3.145|4.18|AH-2.5|1.67|2.22|3.145|4.18|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.383|1.833|5.24|6.945|AH3|1.383|1.833|5.503|7.294|AH3.5|1.365|1.81|5.503|7.294|AH4|1.365|1.81|7.231|9.584|AH4.5|1.289|1.708|7.231|9.584|AH5|1.289|1.708|8.593|11.389|AH5.5|1.254|1.662|8.593|11.389||EAH||AHS||K-1.5|1.77195|7|2.86132|7|EK-1.5||K21|5.11025|7|7.96395|1|EK21||K1.5|1.52|1|23.6432|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/djokovic-novak-de-minaur-alex-IJDkjrKN/#ah;2;-4.50;2","-4.5","1.92","1.97","","","1.8","2.0","1.92","2.0","","","","","","",""
"SM","0000035","20240412|140843","20240408_1937509_005992_039309","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Djokovic","De Minaur","|K|0.738271|EK|G||OL1|1.496|EOL1|OL2|4.19385|EOL2|OH1|1.972|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5096|ENAOL1|NAOL2|4.20151|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.306|4.394|1.628|2.164|AH-5|3.306|4.394|2.059|2.736|AH-4|2.321|3.084|2.553|3.393|AH-3.5|1.905|2.532|2.553|3.393|AH-3|1.905|2.532|3.145|4.18|AH-2.5|1.67|2.22|3.145|4.18|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.383|1.833|5.24|6.945|AH3|1.383|1.833|5.503|7.294|AH3.5|1.365|1.81|5.503|7.294|AH4|1.365|1.81|7.231|9.584|AH4.5|1.289|1.708|7.231|9.584|AH5|1.289|1.708|8.593|11.389|AH5.5|1.254|1.662|8.593|11.389||EAH||AHS||K-1.5|1.77195|7|2.86132|7|EK-1.5||K21|5.11025|7|7.96395|1|EK21||K1.5|1.52|1|23.6432|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/djokovic-novak-de-minaur-alex-IJDkjrKN/#ah;2;-5.50;2","-5.5","2.53","1.58","","","2.55","1.5","2.55","1.58","","","","","","",""
"SM","0000035","20240412|140847","20240408_1937509_005992_039309","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Djokovic","De Minaur","|K|0.738271|EK|G||OL1|1.496|EOL1|OL2|4.19385|EOL2|OH1|1.972|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5096|ENAOL1|NAOL2|4.20151|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.306|4.394|1.628|2.164|AH-5|3.306|4.394|2.059|2.736|AH-4|2.321|3.084|2.553|3.393|AH-3.5|1.905|2.532|2.553|3.393|AH-3|1.905|2.532|3.145|4.18|AH-2.5|1.67|2.22|3.145|4.18|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.383|1.833|5.24|6.945|AH3|1.383|1.833|5.503|7.294|AH3.5|1.365|1.81|5.503|7.294|AH4|1.365|1.81|7.231|9.584|AH4.5|1.289|1.708|7.231|9.584|AH5|1.289|1.708|8.593|11.389|AH5.5|1.254|1.662|8.593|11.389||EAH||AHS||K-1.5|1.77195|7|2.86132|7|EK-1.5||K21|5.11025|7|7.96395|1|EK21||K1.5|1.52|1|23.6432|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/djokovic-novak-de-minaur-alex-IJDkjrKN/#ah;2;1.50;1","1.5","1.1","8.49","","","1.1","7.5","1.1","8.49","","","","","","",""
"SM","0000035","20240412|140845","20240408_1937509_005992_039309","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Djokovic","De Minaur","|K|0.738271|EK|G||OL1|1.496|EOL1|OL2|4.19385|EOL2|OH1|1.972|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5096|ENAOL1|NAOL2|4.20151|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.306|4.394|1.628|2.164|AH-5|3.306|4.394|2.059|2.736|AH-4|2.321|3.084|2.553|3.393|AH-3.5|1.905|2.532|2.553|3.393|AH-3|1.905|2.532|3.145|4.18|AH-2.5|1.67|2.22|3.145|4.18|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.383|1.833|5.24|6.945|AH3|1.383|1.833|5.503|7.294|AH3.5|1.365|1.81|5.503|7.294|AH4|1.365|1.81|7.231|9.584|AH4.5|1.289|1.708|7.231|9.584|AH5|1.289|1.708|8.593|11.389|AH5.5|1.254|1.662|8.593|11.389||EAH||AHS||K-1.5|1.77195|7|2.86132|7|EK-1.5||K21|5.11025|7|7.96395|1|EK21||K1.5|1.52|1|23.6432|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/djokovic-novak-de-minaur-alex-IJDkjrKN/#ah;2;-1.50;1","-1.5","1.85","2.04","","","1.76","2.05","1.85","2.05","","","","","","",""
"SM","0000035","20240412|140833","20240408_1937509_005992_039309","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Djokovic","De Minaur","|K|0.738271|EK|G||OL1|1.496|EOL1|OL2|4.19385|EOL2|OH1|1.972|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5096|ENAOL1|NAOL2|4.20151|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.306|4.394|1.628|2.164|AH-5|3.306|4.394|2.059|2.736|AH-4|2.321|3.084|2.553|3.393|AH-3.5|1.905|2.532|2.553|3.393|AH-3|1.905|2.532|3.145|4.18|AH-2.5|1.67|2.22|3.145|4.18|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.383|1.833|5.24|6.945|AH3|1.383|1.833|5.503|7.294|AH3.5|1.365|1.81|5.503|7.294|AH4|1.365|1.81|7.231|9.584|AH4.5|1.289|1.708|7.231|9.584|AH5|1.289|1.708|8.593|11.389|AH5.5|1.254|1.662|8.593|11.389||EAH||AHS||K-1.5|1.77195|7|2.86132|7|EK-1.5||K21|5.11025|7|7.96395|1|EK21||K1.5|1.52|1|23.6432|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/djokovic-novak-de-minaur-alex-IJDkjrKN/","","1.26","4.35","","","1.25","4.1","1.26","4.35","","","","","","",""
"SM","0000036","20240412|140903","20240408_1937509_038911_033648","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Humbert","Ruud","|K|0.273007|EK|G||OL1|4.01865|EOL1|OL2|1.518|EOL2|OH1|1|EOH1|OH2|2.001|EOH2|EG|NA||NAOL1|4.02599|ENAOL1|NAOL2|1.5318|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|14.953|19.873|1.177|1.564|AH-5|14.953|19.873|1.218|1.619|AH-4|10.473|13.92|1.312|1.744|AH-3.5|6.47|8.599|1.312|1.744|AH-3|6.47|8.599|1.369|1.819|AH-2.5|5.376|7.145|1.369|1.819|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.809|3.723|1.792|2.375|AH3|2.809|3.723|2.115|2.803|AH3.5|2.266|3.004|2.115|2.803|AH4|2.266|3.004|2.716|3.6|AH4.5|1.832|2.428|2.716|3.6|AH5|1.832|2.428|4.051|5.37|AH5.5|1.499|1.986|4.051|5.37||EAH||AHS||K-1.5|10.9726|1|1.52|7|EK-1.5||K21|8.46333|1|4.28|7|EK21||K1.5|2.24869|7|2.09548|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/humbert-ugo-ruud-casper-Yukq9sOb/#ah;2;4.50;2","4.5","1.68","2.3","","","1.6","2.32","1.68","2.32","","","","","","",""
"SM","0000036","20240412|140901","20240408_1937509_038911_033648","R09_3_MON_Monte-Carlo Rolex Masters - Monte-Carlo","Humbert","Ruud","|K|0.273007|EK|G||OL1|4.01865|EOL1|OL2|1.518|EOL2|OH1|1|EOH1|OH2|2.001|EOH2|EG|NA||NAOL1|4.02599|ENAOL1|NAOL2|1.5318|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|14.953|19.873|1.177|1.564|AH-5|14.953|19.873|1.218|1.619|AH-4|10.473|13.92|1.312|1.744|AH-3.5|6.47|8.599|1.312|1.744|AH-3|6.47|8.599|1.369|1.819|AH-2.5|5.376|7.145|1.369|1.819|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.809|3.723|1.792|2.375|AH3|2.809|3.723|2.115|2.803|AH3.5|2.266|3.004|2.115|2.803|AH4|2.266|3.004|2.716|3.6|AH4.5|1.832|2.428|2.716|3.6|AH5|1.832|2.428|4.051|5.37|AH5.5|1.499|1.986|4.051|5.37||EAH||AHS||K-1.5|10.9726|1|1.52|7|EK-1.5||K21|8.46333|1|4.28|7|EK21||K1.5|2.24869|7|2.09548|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/monaco/atp-monte-carlo/humbert-ugo-ruud-casper-Yukq9sOb/#ah;2;3.50;2","3.5","2.09","1.82","","","2.04","1.76","2.09","1.82","","","","","","",""
