"SV","0000061","20240217|092044","20240219_1521303_054664_014259","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Cocciaretto","Pera","|K|0.537695|EK|G||OL1|1.94556|EOL1|OL2|2.26982|EOL2|OH1|186|EOH1|OH2|217|EOH2|EG|NA||NAOL1|2.02926|ENAOL1|NAOL2|2.36747|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|4.269|5.285|1.393|1.724|AH-5|4.269|5.285|1.54|1.906|AH-4|3.301|4.087|1.704|2.11|AH-3.5|2.735|3.386|1.704|2.11|AH-3|2.735|3.386|1.873|2.319|AH-2.5|2.389|2.958|1.873|2.319|AH-2|2.389|2.958|2.009|2.487|AH-1.5|2.2|2.724|2.009|2.487||AH1.5|1.944|176.712|2.534|230.358|AH2|1.944|176.712|2.684|243.993|AH2.5|1.864|169.448|2.684|243.993|AH3|1.864|169.448|3.169|288.057|AH3.5|1.685|153.175|3.169|288.057|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.17344|10|2.1|1|EK-1.5||K21|6.10577|10|6.38656|10|EK21||K1.5|2.1|1|3.90976|10|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/cocciaretto-elisabetta-pera-bernarda-69HzyB9C/","","","","","","","","","","","","","","","","G"
"SV","0000062","20240217|092047","20240219_1521303_017155_012390","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Frech","Putintseva","|K|0.547912|EK|G||OL1|1.96908|EOL1|OL2|2.32212|EOL2|OH1|183|EOH1|OH2|222|EOH2|EG|NA||NAOL1|2.0496|ENAOL1|NAOL2|2.42202|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|3.919|4.852|1.434|1.776|AH-5|3.919|4.852|1.611|1.994|AH-4|3.016|3.734|1.822|2.256|AH-3.5|2.478|3.068|1.822|2.256|AH-3|2.478|3.068|2.075|2.568|AH-2.5|2.126|2.632|2.075|2.568|AH-2|2.126|2.632|2.24|2.773|AH-1.5|1.976|2.447|2.24|2.773||AH1.5|1.831|166.446|2.755|250.497|AH2|1.831|166.446|3.04|276.35|AH2.5|1.724|156.706|3.04|276.35|AH3|1.724|156.706|3.385|307.692|AH3.5|1.63|148.148|3.385|307.692|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.28854|10|2.1|1|EK-1.5||K21|6.21524|10|6.48683|10|EK21||K1.5|2.1|1|3.6782|10|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/frech-magdalena-putintseva-yulia-MFS9iAN3/","","","","","","","","","","","","","","","","G"
"SV","0000063","20240217|092050","20240219_1521303_012722_024344","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Hunter","Bucsa","|K|0.483217|EK|G||OL1|2.16522|EOL1|OL2|2.02924|EOL2|OH1|207|EOH1|OH2|194|EOH2|EG|NA||NAOL1|2.25837|ENAOL1|NAOL2|2.11654|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|4.146|5.133|1.406|1.741|AH-5|4.146|5.133|1.523|1.885|AH-4|3.383|4.189|1.662|2.058|AH-3.5|2.852|3.531|1.662|2.058|AH-3|2.852|3.531|1.804|2.233|AH-2.5|2.513|3.111|1.804|2.233|AH-2|2.513|3.111|1.853|2.294|AH-1.5|2.424|3.001|1.853|2.294||AH1.5|2.238|203.428|2.164|196.686|AH2|2.238|203.428|2.335|212.231|AH2.5|2.08|189.102|2.335|212.231|AH3|2.08|189.102|2.516|228.769|AH3.5|1.954|177.658|2.516|228.769|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.71628|10|2.1|1|EK-1.5||K21|6.58432|10|6.54589|10|EK21||K1.5|2.1|1|3.15632|10|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/sanders-storm-bucsa-cristina-bosBMbAo/","","","","","","","","","","","","","","","","G"
"SV","0000064","20240217|092053","20240219_1521303_032480_045072","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Kalinskaya","Rakhimova","|K|0.749082|EK|G||OL1|1.44184|EOL1|OL2|4.17354|EOL2|OH1|134|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5008|ENAOL1|NAOL2|4.35309|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.729|3.378|1.707|2.113|AH-5|2.729|3.378|2.066|2.558|AH-4|2.135|2.643|2.572|3.184|AH-3.5|1.774|2.197|2.572|3.184|AH-3|1.774|2.197|2.996|3.709|AH-2.5|1.617|2.001|2.996|3.709|AH-2|1.617|2.001|3.504|4.338|AH-1.5|1.499|1.856|3.504|4.338||AH1.5|1.415|128.606|4.945|449.571|AH2|1.415|128.606|5.481|498.246|AH2.5|1.376|125.11|5.481|498.246|AH3|1.376|125.11|8.406|764.172|AH3.5|1.266|115.056|8.406|764.172|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.1|10|2.26076|10|EK-1.5||K21|4.95027|10|8.37445|1|EK21||K1.5|2.1|1|10.8311|1|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/kalinskaya-anna-rakhimova-kamilla-vgpqoeXJ/","","","","","","","","","","","","","","","","G"
"SV","0000065","20240217|092108","20240219_1521303_043872_004121","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Wang","Errani","|K|0.741514|EK|G||OL1|1.4526|EOL1|OL2|4.04802|EOL2|OH1|135|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.512|ENAOL1|NAOL2|4.22217|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.567|3.179|1.777|2.2|AH-5|2.567|3.179|2.235|2.768|AH-4|1.98|2.451|2.994|3.707|AH-3.5|1.617|2.002|2.994|3.707|AH-3|1.617|2.002|4.333|5.365|AH-2.5|1.386|1.716|4.333|5.365|AH-2|1.386|1.716|5.049|6.251|AH-1.5|1.326|1.641|5.049|6.251||AH1.5|1.32|119.974|6.607|600.663|AH2|1.32|119.974|9.476|861.446|AH2.5|1.244|113.133|9.476|861.446|AH3|1.244|113.133|10.408|946.164|AH3.5|1.23|111.818|10.408|946.164|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.10934|10|2.24134|10|EK-1.5||K21|4.91678|10|9.59466|1|EK21||K1.5|2.1|1|9.17492|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/wang-xiyu-errani-sara-CdccuEFB/#ah;2;-4.50;2","-4.5","1.88","1.95","","","1.92","1.84","1.92","1.95","","","","","","",""
"SV","0000065","20240217|092109","20240219_1521303_043872_004121","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Wang","Errani","|K|0.741514|EK|G||OL1|1.4526|EOL1|OL2|4.04802|EOL2|OH1|135|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.512|ENAOL1|NAOL2|4.22217|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.567|3.179|1.777|2.2|AH-5|2.567|3.179|2.235|2.768|AH-4|1.98|2.451|2.994|3.707|AH-3.5|1.617|2.002|2.994|3.707|AH-3|1.617|2.002|4.333|5.365|AH-2.5|1.386|1.716|4.333|5.365|AH-2|1.386|1.716|5.049|6.251|AH-1.5|1.326|1.641|5.049|6.251||AH1.5|1.32|119.974|6.607|600.663|AH2|1.32|119.974|9.476|861.446|AH2.5|1.244|113.133|9.476|861.446|AH3|1.244|113.133|10.408|946.164|AH3.5|1.23|111.818|10.408|946.164|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.10934|10|2.24134|10|EK-1.5||K21|4.91678|10|9.59466|1|EK21||K1.5|2.1|1|9.17492|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/wang-xiyu-errani-sara-CdccuEFB/#ah;2;-5.50;2","-5.5","2.36","1.61","","","","","2.36","1.61","","","","","","",""
"SV","0000065","20240217|092112","20240219_1521303_043872_004121","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Wang","Errani","|K|0.741514|EK|G||OL1|1.4526|EOL1|OL2|4.04802|EOL2|OH1|135|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.512|ENAOL1|NAOL2|4.22217|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.567|3.179|1.777|2.2|AH-5|2.567|3.179|2.235|2.768|AH-4|1.98|2.451|2.994|3.707|AH-3.5|1.617|2.002|2.994|3.707|AH-3|1.617|2.002|4.333|5.365|AH-2.5|1.386|1.716|4.333|5.365|AH-2|1.386|1.716|5.049|6.251|AH-1.5|1.326|1.641|5.049|6.251||AH1.5|1.32|119.974|6.607|600.663|AH2|1.32|119.974|9.476|861.446|AH2.5|1.244|113.133|9.476|861.446|AH3|1.244|113.133|10.408|946.164|AH3.5|1.23|111.818|10.408|946.164|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.10934|10|2.24134|10|EK-1.5||K21|4.91678|10|9.59466|1|EK21||K1.5|2.1|1|9.17492|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/wang-xiyu-errani-sara-CdccuEFB/#ah;2;1.50;1","1.5","1.13","6.36","","","1.14","5.75","1.14","6.36","","","","","","",""
"SV","0000065","20240217|092111","20240219_1521303_043872_004121","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Wang","Errani","|K|0.741514|EK|G||OL1|1.4526|EOL1|OL2|4.04802|EOL2|OH1|135|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.512|ENAOL1|NAOL2|4.22217|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.567|3.179|1.777|2.2|AH-5|2.567|3.179|2.235|2.768|AH-4|1.98|2.451|2.994|3.707|AH-3.5|1.617|2.002|2.994|3.707|AH-3|1.617|2.002|4.333|5.365|AH-2.5|1.386|1.716|4.333|5.365|AH-2|1.386|1.716|5.049|6.251|AH-1.5|1.326|1.641|5.049|6.251||AH1.5|1.32|119.974|6.607|600.663|AH2|1.32|119.974|9.476|861.446|AH2.5|1.244|113.133|9.476|861.446|AH3|1.244|113.133|10.408|946.164|AH3.5|1.23|111.818|10.408|946.164|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.10934|10|2.24134|10|EK-1.5||K21|4.91678|10|9.59466|1|EK21||K1.5|2.1|1|9.17492|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/wang-xiyu-errani-sara-CdccuEFB/#ah;2;-1.50;1","-1.5","1.85","1.99","","","1.92","1.85","1.92","1.99","","","","","","",""
"SV","0000065","20240217|092059","20240219_1521303_043872_004121","R03_3_Dubai Duty Free Championships - Dubai (UAE)","Wang","Errani","|K|0.741514|EK|G||OL1|1.4526|EOL1|OL2|4.04802|EOL2|OH1|135|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.512|ENAOL1|NAOL2|4.22217|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.567|3.179|1.777|2.2|AH-5|2.567|3.179|2.235|2.768|AH-4|1.98|2.451|2.994|3.707|AH-3.5|1.617|2.002|2.994|3.707|AH-3|1.617|2.002|4.333|5.365|AH-2.5|1.386|1.716|4.333|5.365|AH-2|1.386|1.716|5.049|6.251|AH-1.5|1.326|1.641|5.049|6.251||AH1.5|1.32|119.974|6.607|600.663|AH2|1.32|119.974|9.476|861.446|AH2.5|1.244|113.133|9.476|861.446|AH3|1.244|113.133|10.408|946.164|AH3.5|1.23|111.818|10.408|946.164|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.10934|10|2.24134|10|EK-1.5||K21|4.91678|10|9.59466|1|EK21||K1.5|2.1|1|9.17492|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai/wang-xiyu-errani-sara-CdccuEFB/","","1.35","3.3","","","1.34","3.25","1.35","3.5","","","","","","",""
"CSV","0000066","20240217|092123","20240212_1530610_014541_030328","R10_1_W35 Hammamet (TUN)","Benoit","Spiteri","|K|0.71856|EK|G||OL1|1.5064|EOL1|OL2|3.67748|EOL2|OH1|140|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.412|234.366|1.795|174.423|AH-5|2.412|234.366|2.241|217.789|AH-4|1.903|184.898|2.994|290.944|AH-3.5|1.568|152.372|2.994|290.944|AH-3|1.568|152.372|3.31|321.69|AH-2.5|1.493|145.108|3.31|321.69|AH-2|1.493|145.108|3.553|345.321|AH-1.5|1.448|140.763|3.553|345.321||AH1.5|1.33|127.013|4.923|470.19|AH2|1.33|127.013|5.426|518.29|AH2.5|1.297|123.907|5.426|518.29|AH3|1.297|123.907|5.736|547.878|AH3.5|1.281|122.328|5.736|547.878|AH4|1.281|122.328|7.761|741.295|AH4.5|1.21|115.593|7.761|741.295|AH5|1.21|115.593|13.768|1314.98|AH5.5|1.133|108.231|13.768|1314.98||EAH||AHS||K-1.5|2.2158|10|2.12147|10|EK-1.5||K21|5.56417|10|8.91244|1|EK21||K1.5|2.1|1|6.81346|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/tunisia/itf-w35-hammamet-women/benoit-marie-spiteri-dalila-0h2hUNtb/#ah;2;-4.50;2","-4.5","1.85","1.87","","","","","1.85","1.87","","","","","","",""
"CSV","0000066","20240217|092121","20240212_1530610_014541_030328","R10_1_W35 Hammamet (TUN)","Benoit","Spiteri","|K|0.71856|EK|G||OL1|1.5064|EOL1|OL2|3.67748|EOL2|OH1|140|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.412|234.366|1.795|174.423|AH-5|2.412|234.366|2.241|217.789|AH-4|1.903|184.898|2.994|290.944|AH-3.5|1.568|152.372|2.994|290.944|AH-3|1.568|152.372|3.31|321.69|AH-2.5|1.493|145.108|3.31|321.69|AH-2|1.493|145.108|3.553|345.321|AH-1.5|1.448|140.763|3.553|345.321||AH1.5|1.33|127.013|4.923|470.19|AH2|1.33|127.013|5.426|518.29|AH2.5|1.297|123.907|5.426|518.29|AH3|1.297|123.907|5.736|547.878|AH3.5|1.281|122.328|5.736|547.878|AH4|1.281|122.328|7.761|741.295|AH4.5|1.21|115.593|7.761|741.295|AH5|1.21|115.593|13.768|1314.98|AH5.5|1.133|108.231|13.768|1314.98||EAH||AHS||K-1.5|2.2158|10|2.12147|10|EK-1.5||K21|5.56417|10|8.91244|1|EK21||K1.5|2.1|1|6.81346|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/tunisia/itf-w35-hammamet-women/benoit-marie-spiteri-dalila-0h2hUNtb/#ah;2;-5.50;2","-5.5","1.96","1.81","","","","","1.96","1.81","","","","","","",""
