"CDM","0000049","20240425|090955","20240422_1963809_085718_073243","R09_1_ITA_Rome Challenger","Hidalgo/Rodriguez","Margaroli/Vega Hernandez","|K|0.712185|EK|G||OL1|1.41973|EOL1|OL2|3.53916|EOL2|OH1|2.115|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.55523|ENAOL1|NAOL2|3.76884|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/rome-challenger-men-doubles/hidalgo-diego-rodriguez-cristian-margaroli-luca-vega-hernandez-david-dnj3xZdm/","","","","","","","","1.2","4.15","","","","","","",""
"CDM","0000050","20240425|090959","20240422_1963909_110316_094008","R09_1_USA_Savannah Challenger","Boyer/Whiting","Freund/Ingildsen","|K|0.340131|EK|G||OL1|3.00015|EOL1|OL2|1.53049|EOL2|OH1|295|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.19485|ENAOL1|NAOL2|1.67656|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/savannah-challenger-men-doubles/boyer-tristan-whiting-tennyson-freund-simon-ingildsen-johannes-O8t2TQk5/","","","","","","","","2.45","1.5","","","","","","",""
"CDM","0000051","20240425|091003","20240422_1963909_044445_090917","R09_1_USA_Savannah Challenger","Kadhe/Nedunchezhiyan","Kwiatkowski/Lawson","|K|0.572553|EK|G||OL1|1.76207|EOL1|OL2|2.37978|EOL2|OH1|2.625|EOH1|OH2|234|EOH2|EG|NA||NAOL1|1.93025|ENAOL1|NAOL2|2.53422|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/savannah-challenger-men-doubles/kadhe-arjun-nedunchezhiyan-jeevan-kwiatkowski-thai-son-lawson-alex-Icb6h5RH/","","","","","","","","1.6","2.2","","","","","","",""
"CDM","0000052","20240425|091007","20240422_1963909_110317_108614","R09_1_USA_Savannah Challenger","Kirchheimer/Kodat","Harrison/Willis","|K|0.335176|EK|G||OL1|3.04083|EOL1|OL2|1.52042|EOL2|OH1|299|EOH1|OH2|2.265|EOH2|EG|NA||NAOL1|3.23817|ENAOL1|NAOL2|1.66553|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/savannah-challenger-men-doubles/kirchheimer-strong-kodat-toby-alex-harrison-christian-willis-marcus-ClDdj3F8/","","","","","","","","2.75","1.4","","","","","","",""
"SM","0000053","20240425|091021","20240422_1937905_029732_083135","R05_3_ESP_Mutua Madrid Open - Madrid","Altmaier","Fils","|K|0.393093|EK|G||OL1|2.79225|EOL1|OL2|1.815|EOL2|OH1|3.4935|EOH1|OH2|2.3925|EOH2|EG|NA||NAOL1|2.79735|ENAOL1|NAOL2|1.8315|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10.236|13.604|1.221|1.623|AH-5|10.236|13.604|1.333|1.771|AH-4|6.017|7.996|1.452|1.93|AH-3.5|4.386|5.829|1.452|1.93|AH-3|4.386|5.829|1.549|2.059|AH-2.5|3.688|4.901|1.549|2.059|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.192|2.906|2.184|2.894|AH3|2.192|2.906|2.724|3.61|AH3.5|1.828|2.423|2.724|3.61|AH4|1.828|2.423|3.761|4.985|AH4.5|1.543|2.045|3.761|4.985|AH5|1.543|2.045|5.146|6.821|AH5.5|1.389|1.841|5.146|6.821||EAH||AHS||K-1.5|5.14195|7|1.52|7|EK-1.5||K21|7.11329|1|4.14869|7|EK21||K1.5|1.69326|7|2.9093|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/altmaier-daniel-arthur-fils-8C8ntLio/#ah;2;3.50;2","3.5","1.65","2.33","","","","","1.65","2.33","","","","","","",""
"SM","0000053","20240425|091019","20240422_1937905_029732_083135","R05_3_ESP_Mutua Madrid Open - Madrid","Altmaier","Fils","|K|0.393093|EK|G||OL1|2.79225|EOL1|OL2|1.815|EOL2|OH1|3.4935|EOH1|OH2|2.3925|EOH2|EG|NA||NAOL1|2.79735|ENAOL1|NAOL2|1.8315|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10.236|13.604|1.221|1.623|AH-5|10.236|13.604|1.333|1.771|AH-4|6.017|7.996|1.452|1.93|AH-3.5|4.386|5.829|1.452|1.93|AH-3|4.386|5.829|1.549|2.059|AH-2.5|3.688|4.901|1.549|2.059|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.192|2.906|2.184|2.894|AH3|2.192|2.906|2.724|3.61|AH3.5|1.828|2.423|2.724|3.61|AH4|1.828|2.423|3.761|4.985|AH4.5|1.543|2.045|3.761|4.985|AH5|1.543|2.045|5.146|6.821|AH5.5|1.389|1.841|5.146|6.821||EAH||AHS||K-1.5|5.14195|7|1.52|7|EK-1.5||K21|7.11329|1|4.14869|7|EK21||K1.5|1.69326|7|2.9093|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/altmaier-daniel-arthur-fils-8C8ntLio/#ah;2;2.50;2","2.5","1.94","1.93","","","1.91","1.87","1.94","1.93","","","","","","",""
"SM","0000053","20240425|091025","20240422_1937905_029732_083135","R05_3_ESP_Mutua Madrid Open - Madrid","Altmaier","Fils","|K|0.393093|EK|G||OL1|2.79225|EOL1|OL2|1.815|EOL2|OH1|3.4935|EOH1|OH2|2.3925|EOH2|EG|NA||NAOL1|2.79735|ENAOL1|NAOL2|1.8315|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10.236|13.604|1.221|1.623|AH-5|10.236|13.604|1.333|1.771|AH-4|6.017|7.996|1.452|1.93|AH-3.5|4.386|5.829|1.452|1.93|AH-3|4.386|5.829|1.549|2.059|AH-2.5|3.688|4.901|1.549|2.059|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.192|2.906|2.184|2.894|AH3|2.192|2.906|2.724|3.61|AH3.5|1.828|2.423|2.724|3.61|AH4|1.828|2.423|3.761|4.985|AH4.5|1.543|2.045|3.761|4.985|AH5|1.543|2.045|5.146|6.821|AH5.5|1.389|1.841|5.146|6.821||EAH||AHS||K-1.5|5.14195|7|1.52|7|EK-1.5||K21|7.11329|1|4.14869|7|EK21||K1.5|1.69326|7|2.9093|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/spain/atp-madrid/altmaier-daniel-arthur-fils-8C8ntLio/#ah;2;1.50;1","1.5","1.58","2.49","","","1.53","2.48","1.58","2.49","","","","","","",""
"SM","0000053","20240425|091023","20240422_1937905_029732_083135","R05_3_ESP_Mutua Madrid Open - Madrid","Altmaier","Fils","|K|0.393093|EK|G||OL1|2.79225|EOL1|OL2|1.815|EOL2|OH1|3.4935|EOH1|OH2|2.3925|EOH2|EG|NA||NAOL1|2.79735|ENAOL1|NAOL2|1.8315|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10.236|13.604|1.221|1.623|AH-5|10.236|13.604|1.333|1.771|AH-4|6.017|7.996|1.452|1.93|AH-3.5|4.386|5.829|1.452|1.93|AH-3|4.386|5.829|1.549|2.059|AH-2.5|3.688|4.901|1.549|2.059|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.192|2.906|2.184|2.894|AH3|2.192|2.906|2.724|3.61|AH3.5|1.828|2.423|2.724|3.61|AH4|1.828|2.423|3.761|4.985|AH4.5|1.543|2.045|3.761|4.985|AH5|1.543|2.045|5.146|6.821|AH5.5|1.389|1.841|5.146|6.821||EAH||AHS||K-1.5|5.14195|7|1.52|7|EK-1.5||K21|7.11329|1|4.14869|7|EK21||K1.5|1.69326|7|2.9093|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/spain/atp-madrid/altmaier-daniel-arthur-fils-8C8ntLio/#ah;2;-1.50;1","-1.5","4.42","1.24","","","4.25","1.22","4.42","1.24","","","","","","",""
"SM","0000053","20240425|091011","20240422_1937905_029732_083135","R05_3_ESP_Mutua Madrid Open - Madrid","Altmaier","Fils","|K|0.393093|EK|G||OL1|2.79225|EOL1|OL2|1.815|EOL2|OH1|3.4935|EOH1|OH2|2.3925|EOH2|EG|NA||NAOL1|2.79735|ENAOL1|NAOL2|1.8315|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10.236|13.604|1.221|1.623|AH-5|10.236|13.604|1.333|1.771|AH-4|6.017|7.996|1.452|1.93|AH-3.5|4.386|5.829|1.452|1.93|AH-3|4.386|5.829|1.549|2.059|AH-2.5|3.688|4.901|1.549|2.059|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.192|2.906|2.184|2.894|AH3|2.192|2.906|2.724|3.61|AH3.5|1.828|2.423|2.724|3.61|AH4|1.828|2.423|3.761|4.985|AH4.5|1.543|2.045|3.761|4.985|AH5|1.543|2.045|5.146|6.821|AH5.5|1.389|1.841|5.146|6.821||EAH||AHS||K-1.5|5.14195|7|1.52|7|EK-1.5||K21|7.11329|1|4.14869|7|EK21||K1.5|1.69326|7|2.9093|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/spain/atp-madrid/altmaier-daniel-arthur-fils-8C8ntLio/","","2.48","1.6","","","2.4","1.57","2.48","1.6","","","","","","",""
"SM","0000054","20240425|091039","20240422_1937905_052721_082371","R05_3_ESP_Mutua Madrid Open - Madrid","Baez","van Assche","|K|0.663426|EK|G||OL1|1.661|EOL1|OL2|3.2631|EOL2|OH1|2.1895|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6761|ENAOL1|NAOL2|3.26906|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.77|5.011|1.535|2.04|AH-5|3.77|5.011|1.784|2.371|AH-4|2.808|3.733|2.253|2.995|AH-3.5|2.115|2.811|2.253|2.995|AH-3|2.115|2.811|2.543|3.38|AH-2.5|1.911|2.539|2.543|3.38|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.499|1.987|4.046|5.363|AH3|1.499|1.987|5.172|6.855|AH3.5|1.387|1.839|5.172|6.855|AH4|1.387|1.839|6.416|8.504|AH4.5|1.319|1.748|6.416|8.504|AH5|1.319|1.748|10.723|14.212|AH5.5|1.218|1.615|10.723|14.212||EAH||AHS||K-1.5|2.46654|7|1.91149|7|EK-1.5||K21|4.08272|7|6.93748|1|EK21||K1.5|1.52|7|8.1578|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/baez-sebastian-van-assche-luca-nquqa6k3/#ah;2;-2.50;2","-2.5","1.67","2.3","","","","","1.67","2.3","","","","","","",""
"SM","0000054","20240425|091037","20240422_1937905_052721_082371","R05_3_ESP_Mutua Madrid Open - Madrid","Baez","van Assche","|K|0.663426|EK|G||OL1|1.661|EOL1|OL2|3.2631|EOL2|OH1|2.1895|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6761|ENAOL1|NAOL2|3.26906|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.77|5.011|1.535|2.04|AH-5|3.77|5.011|1.784|2.371|AH-4|2.808|3.733|2.253|2.995|AH-3.5|2.115|2.811|2.253|2.995|AH-3|2.115|2.811|2.543|3.38|AH-2.5|1.911|2.539|2.543|3.38|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.499|1.987|4.046|5.363|AH3|1.499|1.987|5.172|6.855|AH3.5|1.387|1.839|5.172|6.855|AH4|1.387|1.839|6.416|8.504|AH4.5|1.319|1.748|6.416|8.504|AH5|1.319|1.748|10.723|14.212|AH5.5|1.218|1.615|10.723|14.212||EAH||AHS||K-1.5|2.46654|7|1.91149|7|EK-1.5||K21|4.08272|7|6.93748|1|EK21||K1.5|1.52|7|8.1578|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/baez-sebastian-van-assche-luca-nquqa6k3/#ah;2;-3.50;2","-3.5","1.9","1.97","","","1.89","1.89","1.9","1.97","","","","","","",""
