"DV","0000061","20240220|083842","20240219_1521305_079446_078378","R05_3_Dubai Duty Free Championships - Dubai (UAE)","Kato/Sutjiadi","Hunter/Siniakova","|K|0.14268|EK|G||OL1|7.35349|EOL1|OL2|1.19223|EOL2|OH1|1|EOH1|OH2|117|EOH2|EG|NA||NAOL1|7.9213|ENAOL1|NAOL2|1.18053|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-3.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai-doubles/kato-miyu-sutjiadi-aldila-sanders-storm-siniakova-katerina-xM9XpRRp/","","3.87","1.27","","","","","3.87","1.27","","","","","","",""
"DV","0000062","20240220|083845","20240219_1521305_078908_091975","R05_3_Dubai Duty Free Championships - Dubai (UAE)","Melichar-Martinez/Perez","Andreeva/Kenin","|K|0.657954|EK|G||OL1|1.54888|EOL1|OL2|3.07357|EOL2|OH1|152|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.53368|ENAOL1|NAOL2|3.3109|ENAOL2|NAVE1|-3.3|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/wta-dubai-doubles/melichar-nicole-perez-ellen-andreeva-mirra-kenin-sofia-UVKD9rZl/","","1.51","2.58","","","1.47","2.6","1.51","2.6","","","","","","",""
"DM","0000063","20240220|083848","20240219_1936604_085718_103306","R04_2_Mifel Tennis Open - Los Cabos (MEX)","Hidalgo/Rodriguez","Escobar/Nedovyesov","|K|0.40049|EK|G||OL1|2.5875|EOL1|OL2|1.81195|EOL2|OH1|1|EOH1|OH2|167|EOH2|EG|NA||NAOL1|2.725|ENAOL1|NAOL2|1.89545|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/atp-los-cabos-doubles/hidalgo-diego-rodriguez-cristian-escobar-gonzalo-nedovyesov-aleksandr-A1Mq7xSB/","","2.36","1.59","","","","","2.36","1.59","","","","","","",""
"DM","0000064","20240220|083851","20240219_1936404_035651_090911","R04_2_Rio Open - Rio de Janeiro (BRA)","Gonzalez/Molteni","Romboli/Seyboth Wild","|K|0.697686|EK|G||OL1|1.5624|EOL1|OL2|3.42585|EOL2|OH1|144|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6344|ENAOL1|NAOL2|3.6079|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/atp-rio-de-janeiro-doubles/gonzalez-maximo-molteni-andres-romboli-fernando-seyboth-wild-thiago-zB63ZTVa/","","1.16","5.17","","","","","1.16","5.17","","","","","","",""
"SM","0000065","20240220|083901","20240219_1936505_013674_024245","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Fucsovics","Bublik","|K|0.495538|EK|G||OL1|2.21594|EOL1|OL2|2.189|EOL2|OH1|2.929|EOH1|OH2|2.6865|EOH2|EG|NA||NAOL1|2.21594|ENAOL1|NAOL2|2.2089|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.334|7.467|1.526|1.799|AH-5|6.334|7.467|1.698|2.002|AH-4|4.461|5.259|1.917|2.26|AH-3.5|3.431|4.044|1.917|2.26|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.554|2.244|3.134|4.525|AH4|1.554|2.244|4.299|6.206|AH4.5|1.37|1.978|4.299|6.206|AH5|1.37|1.978|6.56|9.471|AH5.5|1.235|1.782|6.56|9.471||EAH||AHS||K-1.5|3.94062|7|1.51|7|EK-1.5||K21|6.47441|1|4.68654|7|EK21||K1.5|1.55557|7|3.34454|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/qatar/atp-doha/fucsovics-marton-bublik-alexander-0IHqg3aU/#ah;2;1.50;2","1.5","1.83","2.06","","","1.81","1.97","1.83","2.06","","","","","","",""
"SM","0000065","20240220|083903","20240219_1936505_013674_024245","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Fucsovics","Bublik","|K|0.495538|EK|G||OL1|2.21594|EOL1|OL2|2.189|EOL2|OH1|2.929|EOH1|OH2|2.6865|EOH2|EG|NA||NAOL1|2.21594|ENAOL1|NAOL2|2.2089|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.334|7.467|1.526|1.799|AH-5|6.334|7.467|1.698|2.002|AH-4|4.461|5.259|1.917|2.26|AH-3.5|3.431|4.044|1.917|2.26|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.554|2.244|3.134|4.525|AH4|1.554|2.244|4.299|6.206|AH4.5|1.37|1.978|4.299|6.206|AH5|1.37|1.978|6.56|9.471|AH5.5|1.235|1.782|6.56|9.471||EAH||AHS||K-1.5|3.94062|7|1.51|7|EK-1.5||K21|6.47441|1|4.68654|7|EK21||K1.5|1.55557|7|3.34454|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/qatar/atp-doha/fucsovics-marton-bublik-alexander-0IHqg3aU/#ah;2;0.50;2","0.5","1.97","1.9","","","","","1.97","1.9","","","","","","",""
"SM","0000065","20240220|083906","20240219_1936505_013674_024245","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Fucsovics","Bublik","|K|0.495538|EK|G||OL1|2.21594|EOL1|OL2|2.189|EOL2|OH1|2.929|EOH1|OH2|2.6865|EOH2|EG|NA||NAOL1|2.21594|ENAOL1|NAOL2|2.2089|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.334|7.467|1.526|1.799|AH-5|6.334|7.467|1.698|2.002|AH-4|4.461|5.259|1.917|2.26|AH-3.5|3.431|4.044|1.917|2.26|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.554|2.244|3.134|4.525|AH4|1.554|2.244|4.299|6.206|AH4.5|1.37|1.978|4.299|6.206|AH5|1.37|1.978|6.56|9.471|AH5.5|1.235|1.782|6.56|9.471||EAH||AHS||K-1.5|3.94062|7|1.51|7|EK-1.5||K21|6.47441|1|4.68654|7|EK21||K1.5|1.55557|7|3.34454|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/qatar/atp-doha/fucsovics-marton-bublik-alexander-0IHqg3aU/#ah;2;1.50;1","1.5","1.41","3.06","","","1.4","2.95","1.41","3.06","","","","","","",""
"SM","0000065","20240220|083904","20240219_1936505_013674_024245","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Fucsovics","Bublik","|K|0.495538|EK|G||OL1|2.21594|EOL1|OL2|2.189|EOL2|OH1|2.929|EOH1|OH2|2.6865|EOH2|EG|NA||NAOL1|2.21594|ENAOL1|NAOL2|2.2089|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.334|7.467|1.526|1.799|AH-5|6.334|7.467|1.698|2.002|AH-4|4.461|5.259|1.917|2.26|AH-3.5|3.431|4.044|1.917|2.26|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.554|2.244|3.134|4.525|AH4|1.554|2.244|4.299|6.206|AH4.5|1.37|1.978|4.299|6.206|AH5|1.37|1.978|6.56|9.471|AH5.5|1.235|1.782|6.56|9.471||EAH||AHS||K-1.5|3.94062|7|1.51|7|EK-1.5||K21|6.47441|1|4.68654|7|EK21||K1.5|1.55557|7|3.34454|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/qatar/atp-doha/fucsovics-marton-bublik-alexander-0IHqg3aU/#ah;2;-1.50;1","-1.5","3.41","1.35","","","3.5","1.3","3.5","1.35","","","","","","",""
"SM","0000065","20240220|083855","20240219_1936505_013674_024245","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Fucsovics","Bublik","|K|0.495538|EK|G||OL1|2.21594|EOL1|OL2|2.189|EOL2|OH1|2.929|EOH1|OH2|2.6865|EOH2|EG|NA||NAOL1|2.21594|ENAOL1|NAOL2|2.2089|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.334|7.467|1.526|1.799|AH-5|6.334|7.467|1.698|2.002|AH-4|4.461|5.259|1.917|2.26|AH-3.5|3.431|4.044|1.917|2.26|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.554|2.244|3.134|4.525|AH4|1.554|2.244|4.299|6.206|AH4.5|1.37|1.978|4.299|6.206|AH5|1.37|1.978|6.56|9.471|AH5.5|1.235|1.782|6.56|9.471||EAH||AHS||K-1.5|3.94062|7|1.51|7|EK-1.5||K21|6.47441|1|4.68654|7|EK21||K1.5|1.55557|7|3.34454|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/qatar/atp-doha/fucsovics-marton-bublik-alexander-0IHqg3aU/","","1.99","1.9","","","2.04","1.78","2.04","1.9","","","","","","",""
"SM","0000066","20240220|083917","20240219_1936505_038911_045553","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Humbert","Kotov","|K|0.803488|EK|G||OL1|1.375|EOL1|OL2|5.58373|EOL2|OH1|1.6875|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3875|ENAOL1|NAOL2|5.58373|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.834|4.519|1000|1000|AH-5|3.834|4.519|1000|1000|AH-4|2.723|3.21|1000|1000|AH-3.5|2.108|2.485|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.149|1.658|1000|1000|AH4|1.149|1.658|1000|1000|AH4.5|1.097|1.584|1000|1000|AH5|1.097|1.584|1000|1000|AH5.5|1.059|1.529|1000|1000||EAH||AHS||K-1.5|2.04271|7|2.30522|7|EK-1.5||K21|3.84379|7|8.97061|1|EK21||K1.5|1.51|7|17.8051|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/qatar/atp-doha/humbert-ugo-kotov-pavel-MHq8kZHb/#ah;2;-3.50;2","-3.5","1.93","1.94","","","1.81","1.97","1.93","1.97","","","","","","",""
"SM","0000066","20240220|083919","20240219_1936505_038911_045553","R05_2_Qatar ExxonMobil Open - Doha (QAT)","Humbert","Kotov","|K|0.803488|EK|G||OL1|1.375|EOL1|OL2|5.58373|EOL2|OH1|1.6875|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3875|ENAOL1|NAOL2|5.58373|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.834|4.519|1000|1000|AH-5|3.834|4.519|1000|1000|AH-4|2.723|3.21|1000|1000|AH-3.5|2.108|2.485|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.149|1.658|1000|1000|AH4|1.149|1.658|1000|1000|AH4.5|1.097|1.584|1000|1000|AH5|1.097|1.584|1000|1000|AH5.5|1.059|1.529|1000|1000||EAH||AHS||K-1.5|2.04271|7|2.30522|7|EK-1.5||K21|3.84379|7|8.97061|1|EK21||K1.5|1.51|7|17.8051|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/qatar/atp-doha/humbert-ugo-kotov-pavel-MHq8kZHb/#ah;2;-4.50;2","-4.5","2.43","1.61","","","","","2.43","1.61","","","","","","",""
