"CDM","0000013","20240506|081951","20240506_1969704_097319_108905","R04_1_CZE_Prague Challenger","Schnaitter/Wallner","Martos Gornes/Tsitsipas","|K|0.586958|EK|G||OL1|1.7218|EOL1|OL2|2.47131|EOL2|OH1|2.565|EOH1|OH2|243|EOH2|EG|NA||NAOL1|1.88613|ENAOL1|NAOL2|2.63169|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/czech-republic/prague-challenger-men-doubles/schnaitter-jakob-wallner-mark-martos-gornes-sergio-tsitsipas-petros-E74WafdT/","","","","","","","","1.8","1.9","","","","","","",""
"CDM","0000014","20240506|081955","20240506_1969604_100409_106026","R04_1_ITA_Francavilla Challenger","Added/Sanchez","Balaji/Begemann","|K|0.456534|EK|G||OL1|2.2374|EOL1|OL2|1.88145|EOL2|OH1|220|EOH1|OH2|185|EOH2|EG|NA||NAOL1|2.3826|ENAOL1|NAOL2|2.00355|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men-doubles/added-dan-sanchez-luca-balaji-n-sriram-begemann-andre-fmqHRNSk/","","","","","","","","2.2","1.6","","","","","","",""
"CDM","0000015","20240506|081959","20240506_1969604_110803_110197","R04_1_ITA_Francavilla Challenger","Carboni/Rottoli","Eysseric/Stevens","|K|0.309891|EK|G||OL1|3.28491|EOL1|OL2|1.46|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.49809|ENAOL1|NAOL2|1.59935|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men-doubles/carboni-lorenzo-rottoli-lorenzo-eysseric-jonathan-stevens-bart-8jBTzS53/","","","","","","","","2.7","1.4","","","","","","",""
"CDM","0000016","20240506|082002","20240506_1969604_100203_110801","R04_1_ITA_Francavilla Challenger","Dellien/Dellien Velasco","Duncan/Ingildsen","|K|0.636145|EK|G||OL1|1.5909|EOL1|OL2|2.79675|EOL2|OH1|2.37|EOH1|OH2|275|EOH2|EG|NA||NAOL1|1.74274|ENAOL1|NAOL2|2.97825|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men-doubles/dellien-hugo-dellien-velasco-murkel-alejandro-duncan-scott-ingildsen-johannes-4I4xZ5zG/","","","","","","","","1.6","2.2","","","","","","",""
"SM","0000017","20240506|082015","20240506_1938001_037741_046718","R01_3_ITA_Internazionali BNL d'Italia - Rome","Bergs","Kypson","|K|0.688012|EK|G||OL1|1.606|EOL1|OL2|3.51495|EOL2|OH1|2.117|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6206|ENAOL1|NAOL2|3.52137|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.492|5.971|1.441|1.915|AH-5|4.492|5.971|1.7|2.259|AH-4|3.046|4.049|2.14|2.844|AH-3.5|2.226|2.958|2.14|2.844|AH-3|2.226|2.958|2.519|3.347|AH-2.5|1.925|2.558|2.519|3.347|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.428|1.893|4.677|6.199|AH3|1.428|1.893|6.42|8.509|AH3.5|1.319|1.748|6.42|8.509|AH4|1.319|1.748|9.557|12.667|AH4.5|1.235|1.637|9.557|12.667|AH5|1.235|1.637|14.547|19.281|AH5.5|1.183|1.568|14.547|19.281||EAH||AHS||K-1.5|2.49501|7|1.89319|7|EK-1.5||K21|4.25442|7|7.36281|1|EK21||K1.5|1.52|7|6.72666|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/atp-rome/bergs-zizou-kypson-patrick-jLPbzrFD/#ah;2;-3.50;2","-3.5","1.99","1.83","","","","","1.99","1.83","","","","","","",""
"SM","0000017","20240506|082017","20240506_1938001_037741_046718","R01_3_ITA_Internazionali BNL d'Italia - Rome","Bergs","Kypson","|K|0.688012|EK|G||OL1|1.606|EOL1|OL2|3.51495|EOL2|OH1|2.117|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6206|ENAOL1|NAOL2|3.52137|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.492|5.971|1.441|1.915|AH-5|4.492|5.971|1.7|2.259|AH-4|3.046|4.049|2.14|2.844|AH-3.5|2.226|2.958|2.14|2.844|AH-3|2.226|2.958|2.519|3.347|AH-2.5|1.925|2.558|2.519|3.347|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.428|1.893|4.677|6.199|AH3|1.428|1.893|6.42|8.509|AH3.5|1.319|1.748|6.42|8.509|AH4|1.319|1.748|9.557|12.667|AH4.5|1.235|1.637|9.557|12.667|AH5|1.235|1.637|14.547|19.281|AH5.5|1.183|1.568|14.547|19.281||EAH||AHS||K-1.5|2.49501|7|1.89319|7|EK-1.5||K21|4.25442|7|7.36281|1|EK21||K1.5|1.52|7|6.72666|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/atp-rome/bergs-zizou-kypson-patrick-jLPbzrFD/#ah;2;-4.50;2","-4.5","2.71","1.47","","","","","2.71","1.47","","","","","","",""
"SM","0000017","20240506|082020","20240506_1938001_037741_046718","R01_3_ITA_Internazionali BNL d'Italia - Rome","Bergs","Kypson","|K|0.688012|EK|G||OL1|1.606|EOL1|OL2|3.51495|EOL2|OH1|2.117|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6206|ENAOL1|NAOL2|3.52137|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.492|5.971|1.441|1.915|AH-5|4.492|5.971|1.7|2.259|AH-4|3.046|4.049|2.14|2.844|AH-3.5|2.226|2.958|2.14|2.844|AH-3|2.226|2.958|2.519|3.347|AH-2.5|1.925|2.558|2.519|3.347|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.428|1.893|4.677|6.199|AH3|1.428|1.893|6.42|8.509|AH3.5|1.319|1.748|6.42|8.509|AH4|1.319|1.748|9.557|12.667|AH4.5|1.235|1.637|9.557|12.667|AH5|1.235|1.637|14.547|19.281|AH5.5|1.183|1.568|14.547|19.281||EAH||AHS||K-1.5|2.49501|7|1.89319|7|EK-1.5||K21|4.25442|7|7.36281|1|EK21||K1.5|1.52|7|6.72666|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/italy/atp-rome/bergs-zizou-kypson-patrick-jLPbzrFD/#ah;2;1.50;1","1.5","1.19","4.89","","","","","1.19","4.89","","","","","","",""
"SM","0000017","20240506|082019","20240506_1938001_037741_046718","R01_3_ITA_Internazionali BNL d'Italia - Rome","Bergs","Kypson","|K|0.688012|EK|G||OL1|1.606|EOL1|OL2|3.51495|EOL2|OH1|2.117|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6206|ENAOL1|NAOL2|3.52137|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.492|5.971|1.441|1.915|AH-5|4.492|5.971|1.7|2.259|AH-4|3.046|4.049|2.14|2.844|AH-3.5|2.226|2.958|2.14|2.844|AH-3|2.226|2.958|2.519|3.347|AH-2.5|1.925|2.558|2.519|3.347|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.428|1.893|4.677|6.199|AH3|1.428|1.893|6.42|8.509|AH3.5|1.319|1.748|6.42|8.509|AH4|1.319|1.748|9.557|12.667|AH4.5|1.235|1.637|9.557|12.667|AH5|1.235|1.637|14.547|19.281|AH5.5|1.183|1.568|14.547|19.281||EAH||AHS||K-1.5|2.49501|7|1.89319|7|EK-1.5||K21|4.25442|7|7.36281|1|EK21||K1.5|1.52|7|6.72666|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/italy/atp-rome/bergs-zizou-kypson-patrick-jLPbzrFD/#ah;2;-1.50;1","-1.5","2.13","1.73","","","","","2.13","1.73","","","","","","",""
"SM","0000017","20240506|082007","20240506_1938001_037741_046718","R01_3_ITA_Internazionali BNL d'Italia - Rome","Bergs","Kypson","|K|0.688012|EK|G||OL1|1.606|EOL1|OL2|3.51495|EOL2|OH1|2.117|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6206|ENAOL1|NAOL2|3.52137|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.492|5.971|1.441|1.915|AH-5|4.492|5.971|1.7|2.259|AH-4|3.046|4.049|2.14|2.844|AH-3.5|2.226|2.958|2.14|2.844|AH-3|2.226|2.958|2.519|3.347|AH-2.5|1.925|2.558|2.519|3.347|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.428|1.893|4.677|6.199|AH3|1.428|1.893|6.42|8.509|AH3.5|1.319|1.748|6.42|8.509|AH4|1.319|1.748|9.557|12.667|AH4.5|1.235|1.637|9.557|12.667|AH5|1.235|1.637|14.547|19.281|AH5.5|1.183|1.568|14.547|19.281||EAH||AHS||K-1.5|2.49501|7|1.89319|7|EK-1.5||K21|4.25442|7|7.36281|1|EK21||K1.5|1.52|7|6.72666|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/italy/atp-rome/bergs-zizou-kypson-patrick-jLPbzrFD/","","1.45","2.81","","","","","1.45","2.81","","","","","","",""
"SM","0000018","20240506|082032","20240506_1938001_018720_042971","R01_3_ITA_Internazionali BNL d'Italia - Rome","Coria","Kopriva","|K|0.689942|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.271|4.348|1.637|2.176|AH-5|3.271|4.348|1.966|2.614|AH-4|2.451|3.257|2.453|3.261|AH-3.5|1.965|2.611|2.453|3.261|AH-3|1.965|2.611|2.815|3.742|AH-2.5|1.781|2.367|2.815|3.742|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.45|1.922|4.455|5.905|AH3|1.45|1.922|5.185|6.872|AH3.5|1.387|1.838|5.185|6.872|AH4|1.387|1.838|6.563|8.699|AH4.5|1.313|1.74|6.563|8.699|AH5|1.313|1.74|9.323|12.357|AH5.5|1.239|1.643|9.323|12.357||EAH||AHS||K-1.5|2.46617|7|1.91173|7|EK-1.5||K21|4.35833|7|7.17288|1|EK21||K1.5|1.52|7|6.80333|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/atp-rome/coria-federico-kopriva-vit-4OkYlsU6/#ah;2;-3.50;2","-3.5","1.9","1.92","","","","","1.9","1.92","","","","","","",""
"SM","0000018","20240506|082034","20240506_1938001_018720_042971","R01_3_ITA_Internazionali BNL d'Italia - Rome","Coria","Kopriva","|K|0.689942|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.271|4.348|1.637|2.176|AH-5|3.271|4.348|1.966|2.614|AH-4|2.451|3.257|2.453|3.261|AH-3.5|1.965|2.611|2.453|3.261|AH-3|1.965|2.611|2.815|3.742|AH-2.5|1.781|2.367|2.815|3.742|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.45|1.922|4.455|5.905|AH3|1.45|1.922|5.185|6.872|AH3.5|1.387|1.838|5.185|6.872|AH4|1.387|1.838|6.563|8.699|AH4.5|1.313|1.74|6.563|8.699|AH5|1.313|1.74|9.323|12.357|AH5.5|1.239|1.643|9.323|12.357||EAH||AHS||K-1.5|2.46617|7|1.91173|7|EK-1.5||K21|4.35833|7|7.17288|1|EK21||K1.5|1.52|7|6.80333|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/atp-rome/coria-federico-kopriva-vit-4OkYlsU6/#ah;2;-4.50;2","-4.5","2.27","1.65","","","","","2.27","1.65","","","","","","",""
