"CDV","0000013","20240415|084521","20240415_1538804_081598_073548","R04_1_POR_Oeiras Ladies Open - Oeiras","Bayerlova/Fossa","Haverlag/Lamens","|K|0.324155|EK|G||OL1|3.09|EOL1|OL2|1.5392|EOL2|OH1|1|EOH1|OH2|2.146|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/portugal/oeiras-challenger-women-doubles/bayerlova-michaela-fossa-huergo-nicole-haverlag-isabelle-lamens-suzan-C28XdrRG/","","","","","","","","2.7","1.4","","","","","","",""
"CDV","0000014","20240415|084524","20240415_1538804_055213_093159","R04_1_POR_Oeiras Ladies Open - Oeiras","Corley/Corley","Cascino/Kulambayeva","|K|0.340366|EK|G||OL1|2.94|EOL1|OL2|1.5808|EOL2|OH1|1|EOH1|OH2|2.204|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/portugal/oeiras-challenger-women-doubles/corley-carmen-corley-ivana-cascino-estelle-kulambayeva-zhibek-4vCywNZp/","","","","","","","","2.25","1.57","","","","","","",""
"CDV","0000015","20240415|084527","20240415_1538804_075243_019254","R04_1_POR_Oeiras Ladies Open - Oeiras","Kolodziejova/Siskova","Kolb/Kolb","|K|0.870585|EK|G||OL1|1.196|EOL1|OL2|7.73|EOL2|OH1|1.6675|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/portugal/oeiras-challenger-women-doubles/kolodziejova-miriam-siskova-anna-kolb-maryna-kolb-nadiya-O6Ltlmrn/","","","","","","","","1.19","4.15","","","","","","",""
"CDV","0000016","20240415|084527","20240415_1538804_075220_093163","R04_1_POR_Oeiras Ladies Open - Oeiras","Perrin/Dutra Da Silva","Dart/Mladenovic","|K|0.232046|EK|G||OL1|4.31|EOL1|OL2|1.3624|EOL2|OH1|1|EOH1|OH2|1.8995|EOH2|EG|NA|NOT|ENA|","","-","","","","","","","","","","","","","","","",""
"SM","0000017","20240415|084540","20240415_1937604_047543_012653","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Ajdukovic","Trungelliti","|K|0.54057|EK|G||OL1|2.035|EOL1|OL2|2.3871|EOL2|OH1|2.6825|EOH1|OH2|2.9866|EOH2|EG|NA||NAOL1|2.0535|ENAOL1|NAOL2|2.39146|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.272|7.007|1.376|1.828|AH-5|5.272|7.007|1.534|2.038|AH-4|3.781|5.025|1.738|2.31|AH-3.5|2.931|3.896|1.738|2.31|AH-3|2.931|3.896|1.921|2.553|AH-2.5|2.525|3.356|1.921|2.553|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.891|2.506|2.596|3.441|AH3|1.891|2.506|2.853|3.781|AH3.5|1.775|2.352|2.853|3.781|AH4|1.775|2.352|3.505|4.646|AH4.5|1.59|2.108|3.505|4.646|AH5|1.59|2.108|4.681|6.204|AH5.5|1.428|1.892|4.681|6.204||EAH||AHS||K-1.5|3.49688|7|1.52978|7|EK-1.5||K21|5.30216|7|5.98453|7|EK21||K1.5|1.52|7|3.63534|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-barcelona/ajdukovic-duje-trungelliti-marco-xKrKb31C/#ah;2;1.50;2","1.5","1.83","2.04","","","1.76","2.04","1.83","2.04","","","","","","",""
"SM","0000017","20240415|084538","20240415_1937604_047543_012653","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Ajdukovic","Trungelliti","|K|0.54057|EK|G||OL1|2.035|EOL1|OL2|2.3871|EOL2|OH1|2.6825|EOH1|OH2|2.9866|EOH2|EG|NA||NAOL1|2.0535|ENAOL1|NAOL2|2.39146|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.272|7.007|1.376|1.828|AH-5|5.272|7.007|1.534|2.038|AH-4|3.781|5.025|1.738|2.31|AH-3.5|2.931|3.896|1.738|2.31|AH-3|2.931|3.896|1.921|2.553|AH-2.5|2.525|3.356|1.921|2.553|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.891|2.506|2.596|3.441|AH3|1.891|2.506|2.853|3.781|AH3.5|1.775|2.352|2.853|3.781|AH4|1.775|2.352|3.505|4.646|AH4.5|1.59|2.108|3.505|4.646|AH5|1.59|2.108|4.681|6.204|AH5.5|1.428|1.892|4.681|6.204||EAH||AHS||K-1.5|3.49688|7|1.52978|7|EK-1.5||K21|5.30216|7|5.98453|7|EK21||K1.5|1.52|7|3.63534|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-barcelona/ajdukovic-duje-trungelliti-marco-xKrKb31C/#ah;2;0.50;2","0.5","1.96","1.89","","","","","1.96","1.89","","","","","","",""
"SM","0000017","20240415|084544","20240415_1937604_047543_012653","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Ajdukovic","Trungelliti","|K|0.54057|EK|G||OL1|2.035|EOL1|OL2|2.3871|EOL2|OH1|2.6825|EOH1|OH2|2.9866|EOH2|EG|NA||NAOL1|2.0535|ENAOL1|NAOL2|2.39146|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.272|7.007|1.376|1.828|AH-5|5.272|7.007|1.534|2.038|AH-4|3.781|5.025|1.738|2.31|AH-3.5|2.931|3.896|1.738|2.31|AH-3|2.931|3.896|1.921|2.553|AH-2.5|2.525|3.356|1.921|2.553|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.891|2.506|2.596|3.441|AH3|1.891|2.506|2.853|3.781|AH3.5|1.775|2.352|2.853|3.781|AH4|1.775|2.352|3.505|4.646|AH4.5|1.59|2.108|3.505|4.646|AH5|1.59|2.108|4.681|6.204|AH5.5|1.428|1.892|4.681|6.204||EAH||AHS||K-1.5|3.49688|7|1.52978|7|EK-1.5||K21|5.30216|7|5.98453|7|EK21||K1.5|1.52|7|3.63534|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/spain/atp-barcelona/ajdukovic-duje-trungelliti-marco-xKrKb31C/#ah;2;1.50;1","1.5","1.4","3.06","","","1.37","3.05","1.4","3.06","","","","","","",""
"SM","0000017","20240415|084542","20240415_1937604_047543_012653","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Ajdukovic","Trungelliti","|K|0.54057|EK|G||OL1|2.035|EOL1|OL2|2.3871|EOL2|OH1|2.6825|EOH1|OH2|2.9866|EOH2|EG|NA||NAOL1|2.0535|ENAOL1|NAOL2|2.39146|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.272|7.007|1.376|1.828|AH-5|5.272|7.007|1.534|2.038|AH-4|3.781|5.025|1.738|2.31|AH-3.5|2.931|3.896|1.738|2.31|AH-3|2.931|3.896|1.921|2.553|AH-2.5|2.525|3.356|1.921|2.553|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.891|2.506|2.596|3.441|AH3|1.891|2.506|2.853|3.781|AH3.5|1.775|2.352|2.853|3.781|AH4|1.775|2.352|3.505|4.646|AH4.5|1.59|2.108|3.505|4.646|AH5|1.59|2.108|4.681|6.204|AH5.5|1.428|1.892|4.681|6.204||EAH||AHS||K-1.5|3.49688|7|1.52978|7|EK-1.5||K21|5.30216|7|5.98453|7|EK21||K1.5|1.52|7|3.63534|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/spain/atp-barcelona/ajdukovic-duje-trungelliti-marco-xKrKb31C/#ah;2;-1.50;1","-1.5","3.4","1.34","","","3.25","1.33","3.4","1.34","","","","","","",""
"SM","0000017","20240415|084530","20240415_1937604_047543_012653","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Ajdukovic","Trungelliti","|K|0.54057|EK|G||OL1|2.035|EOL1|OL2|2.3871|EOL2|OH1|2.6825|EOH1|OH2|2.9866|EOH2|EG|NA||NAOL1|2.0535|ENAOL1|NAOL2|2.39146|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.272|7.007|1.376|1.828|AH-5|5.272|7.007|1.534|2.038|AH-4|3.781|5.025|1.738|2.31|AH-3.5|2.931|3.896|1.738|2.31|AH-3|2.931|3.896|1.921|2.553|AH-2.5|2.525|3.356|1.921|2.553|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.891|2.506|2.596|3.441|AH3|1.891|2.506|2.853|3.781|AH3.5|1.775|2.352|2.853|3.781|AH4|1.775|2.352|3.505|4.646|AH4.5|1.59|2.108|3.505|4.646|AH5|1.59|2.108|4.681|6.204|AH5.5|1.428|1.892|4.681|6.204||EAH||AHS||K-1.5|3.49688|7|1.52978|7|EK-1.5||K21|5.30216|7|5.98453|7|EK21||K1.5|1.52|7|3.63534|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/spain/atp-barcelona/ajdukovic-duje-trungelliti-marco-xKrKb31C/","","2.05","1.83","","","1.96","1.84","2.05","1.84","","","","","","",""
"SM","0000018","20240415|084555","20240415_1937604_038973_094493","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Hardt","Landaluce","|K|0.466748|EK|G||OL1|2.35425|EOL1|OL2|2.068|EOL2|OH1|1|EOH1|OH2|2.726|EOH2|EG|NA||NAOL1|2.35855|ENAOL1|NAOL2|2.0868|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|5.903|7.846|1.338|1.779|AH-5|5.903|7.846|1.439|1.913|AH-4|4.511|5.996|1.636|2.174|AH-3.5|3.276|4.354|1.636|2.174|AH-3|3.276|4.354|1.755|2.333|AH-2.5|2.882|3.831|1.755|2.333|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.027|2.686|2.377|3.151|AH3|2.027|2.686|2.781|3.685|AH3.5|1.804|2.391|2.781|3.685|AH4|1.804|2.391|3.481|4.614|AH4.5|1.595|2.115|3.481|4.614|AH5|1.595|2.115|5.234|6.937|AH5.5|1.383|1.833|5.234|6.937||EAH||AHS||K-1.5|3.77314|7|1.52|7|EK-1.5||K21|5.3656|7|5.53827|7|EK21||K1.5|1.54426|7|3.4296|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-barcelona/hardt-nick-landaluce-martin-bZWSdsWO/#ah;2;-1.50;2","-1.5","1.96","1.89","","","1.91","1.88","1.96","1.89","","","","","","",""
"SM","0000018","20240415|084556","20240415_1937604_038973_094493","R04_2_ESP_Barcelona Open Banc Sabadell - Barcelona","Hardt","Landaluce","|K|0.466748|EK|G||OL1|2.35425|EOL1|OL2|2.068|EOL2|OH1|1|EOH1|OH2|2.726|EOH2|EG|NA||NAOL1|2.35855|ENAOL1|NAOL2|2.0868|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|5.903|7.846|1.338|1.779|AH-5|5.903|7.846|1.439|1.913|AH-4|4.511|5.996|1.636|2.174|AH-3.5|3.276|4.354|1.636|2.174|AH-3|3.276|4.354|1.755|2.333|AH-2.5|2.882|3.831|1.755|2.333|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.027|2.686|2.377|3.151|AH3|2.027|2.686|2.781|3.685|AH3.5|1.804|2.391|2.781|3.685|AH4|1.804|2.391|3.481|4.614|AH4.5|1.595|2.115|3.481|4.614|AH5|1.595|2.115|5.234|6.937|AH5.5|1.383|1.833|5.234|6.937||EAH||AHS||K-1.5|3.77314|7|1.52|7|EK-1.5||K21|5.3656|7|5.53827|7|EK21||K1.5|1.54426|7|3.4296|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-barcelona/hardt-nick-landaluce-martin-bZWSdsWO/#ah;2;-2.50;2","-2.5","2.15","1.74","","","","","2.15","1.74","","","","","","",""
