"CDM","0000031","20240622|091413","20240617_1977212_104207_111548","R12_1_ITA_Sassuolo Challenger","Seggerman/Trhac","Bortolotti/Romios","|K|0.638094|EK|G||OL1|1.58083|EOL1|OL2|2.81709|EOL2|OH1|2.355|EOH1|OH2|277|EOH2|EG|NA||NAOL1|1.73171|ENAOL1|NAOL2|2.99991|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/sassuolo-challenger-men-doubles/seggerman-ryan-trhac-patrik-bortolotti-marco-romios-matthew-christopher-A77lQgRa/","","","","1.35","2.95","","","","","1.44","2.95","","","","","","",""
"CDM","0000032","20240622|091416","20240617_1977312_040011_097319","R12_1_POL_Poznan Challenger","Luz/Zormann Da Silva","Schnaitter/Wallner","|K|0.489677|EK|G||OL1|2.08485|EOL1|OL2|1.99332|EOL2|OH1|205|EOH1|OH2|196|EOH2|EG|NA||NAOL1|2.22015|ENAOL1|NAOL2|2.12268|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/poland/poznan-challenger-men-doubles/luz-orlando-zormann-da-silva-marcelo-schnaitter-jakob-wallner-mark-EJOHKyqp/","","","","1.8","1.9","","","","","1.86","1.9","","","","","","",""
"DV","0000033","20240622|091420","20240617_1523010_073265_093110","R10_2_GBR_Rothesay Classic - Birmingham","Hsieh/Mertens","Muhammad/Sutjiadi","|K|0.821662|EK|G||OL1|1.24318|EOL1|OL2|5.88489|EOL2|OH1|122|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.2444|ENAOL1|NAOL2|6.3393|ENAOL2|NAVE1|-3.3|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/united-kingdom/wta-birmingham-doubles/hsieh-su-wei-mertens-elise-muhammad-asia-sutjiadi-aldila-IHSS8BJq/","","1.29","3.63","1.27","3.4","","","1.27","3.6","1.29","3.63","","","","","","",""
"DM","0000034","20240622|091423","20240617_1938810_088731_088311","R10_2_GBR_cinch Championships - London","Dodig/Krajicek","Skupski/Venus","|K|0.51824|EK|G||OL1|2.09405|EOL1|OL2|2.1528|EOL2|OH1|193|EOH1|OH2|208|EOH2|EG|NA||NAOL1|2.19055|ENAOL1|NAOL2|2.2672|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/united-kingdom/atp-london-doubles/dodig-ivan-krajicek-austin-skupski-neal-venus-michael-CGk4lD2l/","","1.79","2.02","1.72","2.0","","","1.73","2.0","1.79","2.02","","","","","","",""
"SM","0000035","20240622|091437","20240617_1938810_029935_042451","R10_2_GBR_cinch Championships - London","Paul","Korda","|K|0.504747|EK|G||OL1|2.189|EOL1|OL2|2.2119|EOL2|OH1|2.8855|EOH1|OH2|2.7674|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.21594|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.9|10.499|1.266|1.682|AH-5|7.9|10.499|1.397|1.857|AH-4|4.978|6.617|1.618|2.15|AH-3.5|3.35|4.453|1.618|2.15|AH-3|3.35|4.453|1.813|2.41|AH-2.5|2.738|3.64|1.813|2.41|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.853|2.456|2.671|3.54|AH3|1.853|2.456|3.462|4.588|AH3.5|1.599|2.12|3.462|4.588|AH4|1.599|2.12|4.871|6.457|AH4.5|1.411|1.87|4.871|6.457|AH5|1.411|1.87|8.638|11.448|AH5.5|1.253|1.66|8.638|11.448||EAH||AHS||K-1.5|3.84513|7|1.52|7|EK-1.5||K21|4.70554|7|5.37851|7|EK21||K1.5|1.52|7|3.82727|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-kingdom/atp-london/paul-tommy-korda-sebastian-2uoQUMYA/#ah;2;-0.50;2","-0.5","1.88","2.0","1.81","1.89","","","","","1.88","2.0","","","","","","",""
"SM","0000035","20240622|091435","20240617_1938810_029935_042451","R10_2_GBR_cinch Championships - London","Paul","Korda","|K|0.504747|EK|G||OL1|2.189|EOL1|OL2|2.2119|EOL2|OH1|2.8855|EOH1|OH2|2.7674|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.21594|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.9|10.499|1.266|1.682|AH-5|7.9|10.499|1.397|1.857|AH-4|4.978|6.617|1.618|2.15|AH-3.5|3.35|4.453|1.618|2.15|AH-3|3.35|4.453|1.813|2.41|AH-2.5|2.738|3.64|1.813|2.41|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.853|2.456|2.671|3.54|AH3|1.853|2.456|3.462|4.588|AH3.5|1.599|2.12|3.462|4.588|AH4|1.599|2.12|4.871|6.457|AH4.5|1.411|1.87|4.871|6.457|AH5|1.411|1.87|8.638|11.448|AH5.5|1.253|1.66|8.638|11.448||EAH||AHS||K-1.5|3.84513|7|1.52|7|EK-1.5||K21|4.70554|7|5.37851|7|EK21||K1.5|1.52|7|3.82727|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-kingdom/atp-london/paul-tommy-korda-sebastian-2uoQUMYA/#ah;2;-1.50;2","-1.5","2.05","1.83","1.94","1.76","","","2.0","1.79","2.05","1.83","","","","","","",""
"SM","0000035","20240622|091441","20240617_1938810_029935_042451","R10_2_GBR_cinch Championships - London","Paul","Korda","|K|0.504747|EK|G||OL1|2.189|EOL1|OL2|2.2119|EOL2|OH1|2.8855|EOH1|OH2|2.7674|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.21594|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.9|10.499|1.266|1.682|AH-5|7.9|10.499|1.397|1.857|AH-4|4.978|6.617|1.618|2.15|AH-3.5|3.35|4.453|1.618|2.15|AH-3|3.35|4.453|1.813|2.41|AH-2.5|2.738|3.64|1.813|2.41|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.853|2.456|2.671|3.54|AH3|1.853|2.456|3.462|4.588|AH3.5|1.599|2.12|3.462|4.588|AH4|1.599|2.12|4.871|6.457|AH4.5|1.411|1.87|4.871|6.457|AH5|1.411|1.87|8.638|11.448|AH5.5|1.253|1.66|8.638|11.448||EAH||AHS||K-1.5|3.84513|7|1.52|7|EK-1.5||K21|4.70554|7|5.37851|7|EK21||K1.5|1.52|7|3.82727|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-kingdom/atp-london/paul-tommy-korda-sebastian-2uoQUMYA/#ah;2;1.50;1","1.5","1.31","3.66","1.27","3.4","","","1.29","3.55","1.31","3.66","","","","","","",""
"SM","0000035","20240622|091439","20240617_1938810_029935_042451","R10_2_GBR_cinch Championships - London","Paul","Korda","|K|0.504747|EK|G||OL1|2.189|EOL1|OL2|2.2119|EOL2|OH1|2.8855|EOH1|OH2|2.7674|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.21594|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.9|10.499|1.266|1.682|AH-5|7.9|10.499|1.397|1.857|AH-4|4.978|6.617|1.618|2.15|AH-3.5|3.35|4.453|1.618|2.15|AH-3|3.35|4.453|1.813|2.41|AH-2.5|2.738|3.64|1.813|2.41|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.853|2.456|2.671|3.54|AH3|1.853|2.456|3.462|4.588|AH3.5|1.599|2.12|3.462|4.588|AH4|1.599|2.12|4.871|6.457|AH4.5|1.411|1.87|4.871|6.457|AH5|1.411|1.87|8.638|11.448|AH5.5|1.253|1.66|8.638|11.448||EAH||AHS||K-1.5|3.84513|7|1.52|7|EK-1.5||K21|4.70554|7|5.37851|7|EK21||K1.5|1.52|7|3.82727|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-kingdom/atp-london/paul-tommy-korda-sebastian-2uoQUMYA/#ah;2;-1.50;1","-1.5","3.09","1.41","2.85","1.37","","","2.95","1.4","3.09","1.42","","","","","","",""
"SM","0000035","20240622|091427","20240617_1938810_029935_042451","R10_2_GBR_cinch Championships - London","Paul","Korda","|K|0.504747|EK|G||OL1|2.189|EOL1|OL2|2.2119|EOL2|OH1|2.8855|EOH1|OH2|2.7674|EOH2|EG|NA||NAOL1|2.2089|ENAOL1|NAOL2|2.21594|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.9|10.499|1.266|1.682|AH-5|7.9|10.499|1.397|1.857|AH-4|4.978|6.617|1.618|2.15|AH-3.5|3.35|4.453|1.618|2.15|AH-3|3.35|4.453|1.813|2.41|AH-2.5|2.738|3.64|1.813|2.41|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.853|2.456|2.671|3.54|AH3|1.853|2.456|3.462|4.588|AH3.5|1.599|2.12|3.462|4.588|AH4|1.599|2.12|4.871|6.457|AH4.5|1.411|1.87|4.871|6.457|AH5|1.411|1.87|8.638|11.448|AH5.5|1.253|1.66|8.638|11.448||EAH||AHS||K-1.5|3.84513|7|1.52|7|EK-1.5||K21|4.70554|7|5.37851|7|EK21||K1.5|1.52|7|3.82727|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/united-kingdom/atp-london/paul-tommy-korda-sebastian-2uoQUMYA/","","1.81","2.09","1.73","1.97","","","1.78","2.05","1.81","2.1","","","","","","",""
"SM","0000036","20240622|091456","20240617_1938810_022433_063572","R10_2_GBR_cinch Championships - London","Thompson","Musetti","|K|0.53097|EK|G||OL1|2.079|EOL1|OL2|2.3433|EOL2|OH1|2.7405|EOH1|OH2|2.9318|EOH2|EG|NA||NAOL1|2.0979|ENAOL1|NAOL2|2.34758|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.083|9.414|1.29|1.714|AH-5|7.083|9.414|1.411|1.876|AH-4|4.806|6.388|1.575|2.094|AH-3.5|3.548|4.716|1.575|2.094|AH-3|3.548|4.716|1.811|2.407|AH-2.5|2.744|3.646|1.811|2.407|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.833|2.43|2.713|3.596|AH3|1.833|2.43|3.468|4.596|AH3.5|1.598|2.118|3.468|4.596|AH4|1.598|2.118|5.652|7.491|AH4.5|1.357|1.798|5.652|7.491|AH5|1.357|1.798|11.444|15.168|AH5.5|1.21|1.603|11.444|15.168||EAH||AHS||K-1.5|3.43329|7|1.54344|7|EK-1.5||K21|5.58678|7|5.74836|7|EK21||K1.5|1.52|7|3.73333|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-kingdom/atp-london/thompson-jordan-musetti-lorenzo-zXsTDTVa/#ah;2;-0.50;2","-0.5","1.88","1.98","1.81","1.89","","","","","1.89","1.98","","","","","","",""
"SM","0000036","20240622|091453","20240617_1938810_022433_063572","R10_2_GBR_cinch Championships - London","Thompson","Musetti","|K|0.53097|EK|G||OL1|2.079|EOL1|OL2|2.3433|EOL2|OH1|2.7405|EOH1|OH2|2.9318|EOH2|EG|NA||NAOL1|2.0979|ENAOL1|NAOL2|2.34758|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.083|9.414|1.29|1.714|AH-5|7.083|9.414|1.411|1.876|AH-4|4.806|6.388|1.575|2.094|AH-3.5|3.548|4.716|1.575|2.094|AH-3|3.548|4.716|1.811|2.407|AH-2.5|2.744|3.646|1.811|2.407|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.833|2.43|2.713|3.596|AH3|1.833|2.43|3.468|4.596|AH3.5|1.598|2.118|3.468|4.596|AH4|1.598|2.118|5.652|7.491|AH4.5|1.357|1.798|5.652|7.491|AH5|1.357|1.798|11.444|15.168|AH5.5|1.21|1.603|11.444|15.168||EAH||AHS||K-1.5|3.43329|7|1.54344|7|EK-1.5||K21|5.58678|7|5.74836|7|EK21||K1.5|1.52|7|3.73333|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-kingdom/atp-london/thompson-jordan-musetti-lorenzo-zXsTDTVa/#ah;2;-1.50;2","-1.5","2.07","1.82","1.93","1.77","","","2.02","1.77","2.07","1.82","","","","","","",""
