"SV","0000091","20240523|090925","20240527_1522503_052254_026145","R03_4_FRA_French Open - Paris","Uchijima","Serban","|K|0.909435|EK|G||OL1|1.232|EOL1|OL2|11.1495|EOL2|OH1|110|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.232|ENAOL1|NAOL2|12.0556|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/uchijima-moyuka-serban-raluca-georgiana-YTQ6ndw1/","","1.12","6.55","","","1.13","6.25","1.13","7.0","","","","","","",""
"SV","0000092","20240523|090929","20240527_1522503_048254_027035","R03_4_FRA_French Open - Paris","Baptiste","Zidansek","|K|0.513281|EK|G||OL1|1.96755|EOL1|OL2|2.07854|EOL2|OH1|195|EOH1|OH2|206|EOH2|EG|NA||NAOL1|2.12745|ENAOL1|NAOL2|2.24746|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/baptiste-hailey-zidansek-tamara-GtSdXtuQ/","","1.81","2.02","","","1.78","2.0","1.81","2.02","","","","","","",""
"SV","0000093","20240523|090934","20240527_1522503_011878_012570","R03_4_FRA_French Open - Paris","Dinu","Pigossi","|K|0.28015|EK|G||OL1|3.60213|EOL1|OL2|1.5568|EOL2|OH1|1|EOH1|OH2|139|EOH2|EG|NA||NAOL1|3.89487|ENAOL1|NAOL2|1.5568|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/dinu-cristina-pigossi-laura-pOx7Zt7d/","","2.9","1.42","","","2.88","1.4","2.9","1.44","","","","","","",""
"SV","0000094","20240523|090938","20240527_1522503_052790_059448","R03_4_FRA_French Open - Paris","Volynets","Selekhmeteva","|K|0.619555|EK|G||OL1|1.8144|EOL1|OL2|2.65367|EOL2|OH1|162|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8144|ENAOL1|NAOL2|2.86933|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/volynets-katie-selekhmeteva-oksana-WCAQOnaE/","","1.48","2.69","","","1.45","2.7","1.5","2.75","","","","","","",""
"SV","0000095","20240523|090953","20240520_1522309_011575_041858","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Burel","|K|0.784848|EK|G||OL1|1.4336|EOL1|OL2|4.69185|EOL2|OH1|128|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4336|ENAOL1|NAOL2|5.07315|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.545|3.035|1.907|2.274|AH-5|2.545|3.035|2.245|2.677|AH-4|2.119|2.527|2.896|3.455|AH-3.5|1.748|2.084|2.896|3.455|AH-3|1.748|2.084|3.118|3.719|AH-2.5|1.676|1.999|3.118|3.719|AH-2|1.676|1.999|3.62|4.318|AH-1.5|1.56|1.86|3.62|4.318||AH1.5|1.431|130.694|4.662|425.796|AH2|1.431|130.694|5.076|463.537|AH2.5|1.396|127.508|5.076|463.537|AH3|1.396|127.508|7.941|725.218|AH3.5|1.27|115.994|7.941|725.218|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.02162|1|2.41668|5.5|EK-1.5||K21|5.05438|5.5|7.44937|5.5|EK21||K1.5|1.1007|1|18.0606|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-burel-clara-ADSIcocM/#ah;2;-4.50;2","-4.5","1.52","2.67","","","1.45","2.65","1.52","2.67","","","","","","",""
"SV","0000095","20240523|090955","20240520_1522309_011575_041858","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Burel","|K|0.784848|EK|G||OL1|1.4336|EOL1|OL2|4.69185|EOL2|OH1|128|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4336|ENAOL1|NAOL2|5.07315|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.545|3.035|1.907|2.274|AH-5|2.545|3.035|2.245|2.677|AH-4|2.119|2.527|2.896|3.455|AH-3.5|1.748|2.084|2.896|3.455|AH-3|1.748|2.084|3.118|3.719|AH-2.5|1.676|1.999|3.118|3.719|AH-2|1.676|1.999|3.62|4.318|AH-1.5|1.56|1.86|3.62|4.318||AH1.5|1.431|130.694|4.662|425.796|AH2|1.431|130.694|5.076|463.537|AH2.5|1.396|127.508|5.076|463.537|AH3|1.396|127.508|7.941|725.218|AH3.5|1.27|115.994|7.941|725.218|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.02162|1|2.41668|5.5|EK-1.5||K21|5.05438|5.5|7.44937|5.5|EK21||K1.5|1.1007|1|18.0606|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-burel-clara-ADSIcocM/#ah;2;-5.50;2","-5.5","1.81","2.08","","","","","1.81","2.08","","","","","","",""
"SV","0000095","20240523|091000","20240520_1522309_011575_041858","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Burel","|K|0.784848|EK|G||OL1|1.4336|EOL1|OL2|4.69185|EOL2|OH1|128|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4336|ENAOL1|NAOL2|5.07315|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.545|3.035|1.907|2.274|AH-5|2.545|3.035|2.245|2.677|AH-4|2.119|2.527|2.896|3.455|AH-3.5|1.748|2.084|2.896|3.455|AH-3|1.748|2.084|3.118|3.719|AH-2.5|1.676|1.999|3.118|3.719|AH-2|1.676|1.999|3.62|4.318|AH-1.5|1.56|1.86|3.62|4.318||AH1.5|1.431|130.694|4.662|425.796|AH2|1.431|130.694|5.076|463.537|AH2.5|1.396|127.508|5.076|463.537|AH3|1.396|127.508|7.941|725.218|AH3.5|1.27|115.994|7.941|725.218|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.02162|1|2.41668|5.5|EK-1.5||K21|5.05438|5.5|7.44937|5.5|EK21||K1.5|1.1007|1|18.0606|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-burel-clara-ADSIcocM/#ah;2;1.50;1","1.5","1.08","9.81","","","1.06","10.5","1.08","10.5","","","","","","",""
"SV","0000095","20240523|090958","20240520_1522309_011575_041858","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Burel","|K|0.784848|EK|G||OL1|1.4336|EOL1|OL2|4.69185|EOL2|OH1|128|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4336|ENAOL1|NAOL2|5.07315|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.545|3.035|1.907|2.274|AH-5|2.545|3.035|2.245|2.677|AH-4|2.119|2.527|2.896|3.455|AH-3.5|1.748|2.084|2.896|3.455|AH-3|1.748|2.084|3.118|3.719|AH-2.5|1.676|1.999|3.118|3.719|AH-2|1.676|1.999|3.62|4.318|AH-1.5|1.56|1.86|3.62|4.318||AH1.5|1.431|130.694|4.662|425.796|AH2|1.431|130.694|5.076|463.537|AH2.5|1.396|127.508|5.076|463.537|AH3|1.396|127.508|7.941|725.218|AH3.5|1.27|115.994|7.941|725.218|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.02162|1|2.41668|5.5|EK-1.5||K21|5.05438|5.5|7.44937|5.5|EK21||K1.5|1.1007|1|18.0606|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-burel-clara-ADSIcocM/#ah;2;-1.50;1","-1.5","1.54","2.6","","","1.5","2.55","1.54","2.6","","","","","","",""
"SV","0000095","20240523|090943","20240520_1522309_011575_041858","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Burel","|K|0.784848|EK|G||OL1|1.4336|EOL1|OL2|4.69185|EOL2|OH1|128|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4336|ENAOL1|NAOL2|5.07315|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.545|3.035|1.907|2.274|AH-5|2.545|3.035|2.245|2.677|AH-4|2.119|2.527|2.896|3.455|AH-3.5|1.748|2.084|2.896|3.455|AH-3|1.748|2.084|3.118|3.719|AH-2.5|1.676|1.999|3.118|3.719|AH-2|1.676|1.999|3.62|4.318|AH-1.5|1.56|1.86|3.62|4.318||AH1.5|1.431|130.694|4.662|425.796|AH2|1.431|130.694|5.076|463.537|AH2.5|1.396|127.508|5.076|463.537|AH3|1.396|127.508|7.941|725.218|AH3.5|1.27|115.994|7.941|725.218|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.02162|1|2.41668|5.5|EK-1.5||K21|5.05438|5.5|7.44937|5.5|EK21||K1.5|1.1007|1|18.0606|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-burel-clara-ADSIcocM/","","1.18","5.51","","","1.16","5.4","1.18","5.51","","","","","","",""
"SV","0000096","20240523|091015","20240520_1522309_009357_011672","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Linette","Keys","|K|0.32318|EK|G||OL1|3.1279|EOL1|OL2|1.6576|EOL2|OH1|1|EOH1|OH2|148|EOH2|EG|NA||NAOL1|3.3821|ENAOL1|NAOL2|1.6576|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|11.541|13.764|1.204|1.436|AH-5|11.541|13.764|1.306|1.558|AH-4|6.581|7.849|1.446|1.725|AH-3.5|4.425|5.278|1.446|1.725|AH-3|4.425|5.278|1.554|1.853|AH-2.5|3.651|4.354|1.554|1.853|AH-2|3.651|4.354|1.642|1.958|AH-1.5|3.242|3.867|1.642|1.958||AH1.5|2.726|248.974|1.83|167.126|AH2|2.726|248.974|1.907|174.149|AH2.5|2.572|234.863|1.907|174.149|AH3|2.572|234.863|2.048|187.051|AH3.5|2.353|214.875|2.048|187.051|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.53279|1|1.25238|1|EK-1.5||K21|6.98301|5.5|5.65245|5.5|EK21||K1.5|1.95633|5.5|2.44982|5.5|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/linette-magda-keys-madison-0CxtVB2S/#ah;2;4.50;2","4.5","1.68","2.3","","","","","1.68","2.3","","","","","","",""
"SV","0000096","20240523|091013","20240520_1522309_009357_011672","R09_2_FRA_Internationaux de Strasbourg - Strasbourg","Linette","Keys","|K|0.32318|EK|G||OL1|3.1279|EOL1|OL2|1.6576|EOL2|OH1|1|EOH1|OH2|148|EOH2|EG|NA||NAOL1|3.3821|ENAOL1|NAOL2|1.6576|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|11.541|13.764|1.204|1.436|AH-5|11.541|13.764|1.306|1.558|AH-4|6.581|7.849|1.446|1.725|AH-3.5|4.425|5.278|1.446|1.725|AH-3|4.425|5.278|1.554|1.853|AH-2.5|3.651|4.354|1.554|1.853|AH-2|3.651|4.354|1.642|1.958|AH-1.5|3.242|3.867|1.642|1.958||AH1.5|2.726|248.974|1.83|167.126|AH2|2.726|248.974|1.907|174.149|AH2.5|2.572|234.863|1.907|174.149|AH3|2.572|234.863|2.048|187.051|AH3.5|2.353|214.875|2.048|187.051|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.53279|1|1.25238|1|EK-1.5||K21|6.98301|5.5|5.65245|5.5|EK21||K1.5|1.95633|5.5|2.44982|5.5|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/linette-magda-keys-madison-0CxtVB2S/#ah;2;3.50;2","3.5","2.03","1.86","","","2.02","1.77","2.03","1.86","","","","","","",""
