"CDM","0000007","20240509|123751","20240506_1969909_110298_110817","R09_1_BRA_Santos Challenger","Stepanov/Urrea","Boscardin Dias/Popko","|K|0.362906|EK|G||OL1|2.80692|EOL1|OL2|1.58083|EOL2|OH1|276|EOH1|OH2|2.355|EOH2|EG|NA||NAOL1|2.98908|ENAOL1|NAOL2|1.73171|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/santos-challenger-men-doubles/stepanov-roy-urrea-andres-boscardin-dias-pedro-popko-dmitry-hO616g03/","","","","","","","","2.08","1.73","","","","","","",""
"CDM","0000008","20240509|123756","20240506_1969909_110929_110815","R09_1_BRA_Santos Challenger","Ouakaa/Sheyngezikht","Ambrogi/Roncadelli","|K|0.45228|EK|G||OL1|2.25774|EOL1|OL2|1.84263|EOL2|OH1|222|EOH1|OH2|2.745|EOH2|EG|NA||NAOL1|2.40426|ENAOL1|NAOL2|2.01849|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/santos-challenger-men-doubles/ouakaa-aziz-sheyngezikht-leonid-ambrogi-luciano-emanuel-roncadelli-franco-hS6HHgeJ/","","","","","","","","2.1","1.7","","","","","","",""
"DV","0000009","20240509|123800","20240506_1522204_092427_072048","R04_3_ITA_Internazionali BNL d'Italia - Rome","Kalinina/Yastremska","Alexandrova/Sizikova","|K|0.56548|EK|G||OL1|1.80363|EOL1|OL2|2.42319|EOL2|OH1|177|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8054|ENAOL1|NAOL2|2.6103|ENAOL2|NAVE1|-3.3|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/wta-rome-doubles/kalinina-anhelina-yastremska-dayana-alexandrova-ekaterina-sizikova-yana-2N7198g4/","","","","","","","","2.15","1.67","","","","","","",""
"DV","0000010","20240509|123805","20240506_1522204_058938_092863","R04_3_ITA_Internazionali BNL d'Italia - Rome","Danilina/Neel","Chan/Kudermetova","|K|0.288157|EK|G||OL1|3.65052|EOL1|OL2|1.43679|EOL2|OH1|1|EOH1|OH2|141|EOH2|EG|NA||NAOL1|3.9324|ENAOL1|NAOL2|1.4382|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-3.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/wta-rome-doubles/danilina-anna-neel-ingrid-chan-hao-ching-kudermetova-veronika-6eEhBUOi/","","","","","","2.25","1.57","2.3","1.6","","","","","","",""
"CSM","0000011","20240509|123818","20240506_1969609_038973_029457","R09_1_ITA_Francavilla Challenger","Hardt","Pellegrino","|K|0.526672|EK|G||OL1|2.0235|EOL1|OL2|2.2578|EOL2|OH1|190|EOH1|OH2|212|EOH2|EG|NA||NAOL1|2.109|ENAOL1|NAOL2|2.3532|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.471|233.152|1.99|187.782|AH-2.5|2.268|213.918|1.99|187.782|AH-2|2.268|213.918|2.129|200.814|AH-1.5|2.111|199.192|2.129|200.814||AH1.5|1.893|172.082|2.626|238.73|AH2|1.893|172.082|2.771|251.9|AH2.5|1.824|165.833|2.771|251.9|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.34621|6|1.56292|6|EK-1.5||K21|5.34884|6|5.32587|6|EK21||K1.5|1.54|6|3.90777|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/hardt-nick-pellegrino-andrea-E1R6mRWp/#ah;2;0.50;2","0.5","1.83","2.03","","","","","1.83","2.03","","","","","","",""
"CSM","0000011","20240509|123820","20240506_1969609_038973_029457","R09_1_ITA_Francavilla Challenger","Hardt","Pellegrino","|K|0.526672|EK|G||OL1|2.0235|EOL1|OL2|2.2578|EOL2|OH1|190|EOH1|OH2|212|EOH2|EG|NA||NAOL1|2.109|ENAOL1|NAOL2|2.3532|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.471|233.152|1.99|187.782|AH-2.5|2.268|213.918|1.99|187.782|AH-2|2.268|213.918|2.129|200.814|AH-1.5|2.111|199.192|2.129|200.814||AH1.5|1.893|172.082|2.626|238.73|AH2|1.893|172.082|2.771|251.9|AH2.5|1.824|165.833|2.771|251.9|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.34621|6|1.56292|6|EK-1.5||K21|5.34884|6|5.32587|6|EK21||K1.5|1.54|6|3.90777|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/hardt-nick-pellegrino-andrea-E1R6mRWp/#ah;2;-1.50;2","-1.5","2.07","1.8","","","2.0","1.76","2.07","1.8","","","","","","",""
"CSM","0000011","20240509|123825","20240506_1969609_038973_029457","R09_1_ITA_Francavilla Challenger","Hardt","Pellegrino","|K|0.526672|EK|G||OL1|2.0235|EOL1|OL2|2.2578|EOL2|OH1|190|EOH1|OH2|212|EOH2|EG|NA||NAOL1|2.109|ENAOL1|NAOL2|2.3532|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.471|233.152|1.99|187.782|AH-2.5|2.268|213.918|1.99|187.782|AH-2|2.268|213.918|2.129|200.814|AH-1.5|2.111|199.192|2.129|200.814||AH1.5|1.893|172.082|2.626|238.73|AH2|1.893|172.082|2.771|251.9|AH2.5|1.824|165.833|2.771|251.9|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.34621|6|1.56292|6|EK-1.5||K21|5.34884|6|5.32587|6|EK21||K1.5|1.54|6|3.90777|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/hardt-nick-pellegrino-andrea-E1R6mRWp/#ah;2;1.50;1","1.5","1.38","3.19","","","1.34","3.2","1.38","3.2","","","","","","",""
"CSM","0000011","20240509|123822","20240506_1969609_038973_029457","R09_1_ITA_Francavilla Challenger","Hardt","Pellegrino","|K|0.526672|EK|G||OL1|2.0235|EOL1|OL2|2.2578|EOL2|OH1|190|EOH1|OH2|212|EOH2|EG|NA||NAOL1|2.109|ENAOL1|NAOL2|2.3532|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.471|233.152|1.99|187.782|AH-2.5|2.268|213.918|1.99|187.782|AH-2|2.268|213.918|2.129|200.814|AH-1.5|2.111|199.192|2.129|200.814||AH1.5|1.893|172.082|2.626|238.73|AH2|1.893|172.082|2.771|251.9|AH2.5|1.824|165.833|2.771|251.9|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.34621|6|1.56292|6|EK-1.5||K21|5.34884|6|5.32587|6|EK21||K1.5|1.54|6|3.90777|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/hardt-nick-pellegrino-andrea-E1R6mRWp/#ah;2;-1.50;1","-1.5","3.03","1.41","","","2.95","1.38","3.03","1.41","","","","","","",""
"CSM","0000011","20240509|123809","20240506_1969609_038973_029457","R09_1_ITA_Francavilla Challenger","Hardt","Pellegrino","|K|0.526672|EK|G||OL1|2.0235|EOL1|OL2|2.2578|EOL2|OH1|190|EOH1|OH2|212|EOH2|EG|NA||NAOL1|2.109|ENAOL1|NAOL2|2.3532|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.471|233.152|1.99|187.782|AH-2.5|2.268|213.918|1.99|187.782|AH-2|2.268|213.918|2.129|200.814|AH-1.5|2.111|199.192|2.129|200.814||AH1.5|1.893|172.082|2.626|238.73|AH2|1.893|172.082|2.771|251.9|AH2.5|1.824|165.833|2.771|251.9|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.34621|6|1.56292|6|EK-1.5||K21|5.34884|6|5.32587|6|EK21||K1.5|1.54|6|3.90777|6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/hardt-nick-pellegrino-andrea-E1R6mRWp/","","1.89","1.96","","","1.83","1.93","1.89","1.96","","","","","","",""
"CSM","0000012","20240509|123837","20240506_1969609_058606_017972","R09_1_ITA_Francavilla Challenger","Nijboer","Agamenone","|K|0.452363|EK|G||OL1|2.3643|EOL1|OL2|1.94895|EOL2|OH1|222|EOH1|OH2|183|EOH2|EG|NA||NAOL1|2.4642|ENAOL1|NAOL2|2.0313|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.15|297.194|1.73|163.243|AH-2.5|2.736|258.12|1.73|163.243|AH-2|2.736|258.12|1.857|175.229|AH-1.5|2.469|232.928|1.857|175.229||AH1.5|2.184|198.536|2.216|201.486|AH2|2.184|198.536|2.316|210.582|AH2.5|2.095|190.43|2.316|210.582|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.40348|6|1.54|6|EK-1.5||K21|6.44552|1|4.70201|6|EK21||K1.5|1.6495|6|3.0324|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/nijboer-ryan-agamenone-franco-EwoBPlKr/#ah;2;2.50;2","2.5","1.84","2.02","","","","","1.84","2.02","","","","","","",""
"CSM","0000012","20240509|123839","20240506_1969609_058606_017972","R09_1_ITA_Francavilla Challenger","Nijboer","Agamenone","|K|0.452363|EK|G||OL1|2.3643|EOL1|OL2|1.94895|EOL2|OH1|222|EOH1|OH2|183|EOH2|EG|NA||NAOL1|2.4642|ENAOL1|NAOL2|2.0313|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.15|297.194|1.73|163.243|AH-2.5|2.736|258.12|1.73|163.243|AH-2|2.736|258.12|1.857|175.229|AH-1.5|2.469|232.928|1.857|175.229||AH1.5|2.184|198.536|2.216|201.486|AH2|2.184|198.536|2.316|210.582|AH2.5|2.095|190.43|2.316|210.582|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.40348|6|1.54|6|EK-1.5||K21|6.44552|1|4.70201|6|EK21||K1.5|1.6495|6|3.0324|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/francavilla-challenger-men/nijboer-ryan-agamenone-franco-EwoBPlKr/#ah;2;1.50;2","1.5","1.99","1.86","","","","","1.99","1.86","","","","","","",""
