"CDM","0000007","20240421|171553","20240422_1963704_108893_092032","R04_1_CZE_Ostrava Challenger","Andreozzi/Reyes-Varela","Bergevi/Veldheer","|K|0.559223|EK|G||OL1|1.80235|EOL1|OL2|2.30859|EOL2|OH1|2.685|EOH1|OH2|227|EOH2|EG|NA||NAOL1|1.97437|ENAOL1|NAOL2|2.45841|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/czech-republic/ostrava-challenger-men-doubles/andreozzi-guido-reyes-varela-miguel-angel-bergevi-filip-veldheer-mick-v5CPBwml/","","","","","","","","","","","","","","","",""
"CDM","0000008","20240421|171556","20240422_1963704_055281_097319","R04_1_CZE_Ostrava Challenger","Jebavy/Kolar","Schnaitter/Wallner","|K|0.523405|EK|G||OL1|1.95264|EOL1|OL2|2.1357|EOL2|OH1|192|EOH1|OH2|210|EOH2|EG|NA||NAOL1|2.07936|ENAOL1|NAOL2|2.2743|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/czech-republic/ostrava-challenger-men-doubles/jebavy-roman-kolar-zdenek-schnaitter-jakob-wallner-mark-8p4t8enD/","","","","","","","","1.66","2.08","","","","","","",""
"CDM","0000009","20240421|171600","20240422_1963704_110195_102793","R04_1_CZE_Ostrava Challenger","Jecan/Walkow","Guinard/Jacq","|K|0.285847|EK|G||OL1|3.5595|EOL1|OL2|1.41973|EOL2|OH1|1|EOH1|OH2|2.115|EOH2|EG|NA||NAOL1|3.7905|ENAOL1|NAOL2|1.55523|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/czech-republic/ostrava-challenger-men-doubles/jecan-mircea-alexandru-walkow-szymon-guinard-manuel-jacq-gregoire-KKVhHaPQ/","","","","","","","","2.59","1.44","","","","","","",""
"CDM","0000010","20240421|171603","20240422_1963804_108905_108808","R04_1_ITA_Rome Challenger","Martos Gornes/Tsitsipas","Demoliner/Goransson","|K|0.425929|EK|G||OL1|2.38995|EOL1|OL2|1.76207|EOL2|OH1|235|EOH1|OH2|2.625|EOH2|EG|NA||NAOL1|2.54505|ENAOL1|NAOL2|1.93025|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/rome-challenger-men-doubles/martos-gornes-sergio-tsitsipas-petros-demoliner-marcelo-goransson-andre-KvIQbWi2/","","","","","","","","2.08","1.66","","","","","","",""
"CSM","0000011","20240421|171616","20240422_1964104_007732_012534","R04_1_CHI_Concepcion Challenger","Dutra Da Silva","Olivo","|K|0.356725|EK|G||OL1|2.99265|EOL1|OL2|1.6458|EOL2|OH1|1|EOH1|OH2|156|EOH2|EG|NA||NAOL1|3.1191|ENAOL1|NAOL2|1.6458|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.107|387.447|1.493|140.835|AH-2.5|3.656|344.886|1.493|140.835|AH-2|3.656|344.886|1.543|145.608|AH-1.5|3.384|319.261|1.543|145.608||AH1.5|2.813|255.739|1.806|164.21|AH2|2.813|255.739|1.937|176.101|AH2.5|2.545|231.404|1.937|176.101|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.52047|1|1.54|6|EK-1.5||K21|7.66181|1|4.13895|6|EK21||K1.5|1.81536|6|2.62616|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/dutra-da-silva-daniel-olivo-renzo-vkWWEdIP/#ah;2;3.50;2","3.5","1.7","2.17","","","","","1.7","2.17","","","","","","",""
"CSM","0000011","20240421|171614","20240422_1964104_007732_012534","R04_1_CHI_Concepcion Challenger","Dutra Da Silva","Olivo","|K|0.356725|EK|G||OL1|2.99265|EOL1|OL2|1.6458|EOL2|OH1|1|EOH1|OH2|156|EOH2|EG|NA||NAOL1|3.1191|ENAOL1|NAOL2|1.6458|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.107|387.447|1.493|140.835|AH-2.5|3.656|344.886|1.493|140.835|AH-2|3.656|344.886|1.543|145.608|AH-1.5|3.384|319.261|1.543|145.608||AH1.5|2.813|255.739|1.806|164.21|AH2|2.813|255.739|1.937|176.101|AH2.5|2.545|231.404|1.937|176.101|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.52047|1|1.54|6|EK-1.5||K21|7.66181|1|4.13895|6|EK21||K1.5|1.81536|6|2.62616|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/dutra-da-silva-daniel-olivo-renzo-vkWWEdIP/#ah;2;2.50;2","2.5","1.93","1.88","","","","","1.93","1.88","","","","","","",""
"CSM","0000011","20240421|171619","20240422_1964104_007732_012534","R04_1_CHI_Concepcion Challenger","Dutra Da Silva","Olivo","|K|0.356725|EK|G||OL1|2.99265|EOL1|OL2|1.6458|EOL2|OH1|1|EOH1|OH2|156|EOH2|EG|NA||NAOL1|3.1191|ENAOL1|NAOL2|1.6458|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.107|387.447|1.493|140.835|AH-2.5|3.656|344.886|1.493|140.835|AH-2|3.656|344.886|1.543|145.608|AH-1.5|3.384|319.261|1.543|145.608||AH1.5|2.813|255.739|1.806|164.21|AH2|2.813|255.739|1.937|176.101|AH2.5|2.545|231.404|1.937|176.101|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.52047|1|1.54|6|EK-1.5||K21|7.66181|1|4.13895|6|EK21||K1.5|1.81536|6|2.62616|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/dutra-da-silva-daniel-olivo-renzo-vkWWEdIP/#ah;2;1.50;1","1.5","1.56","2.46","","","","","1.56","2.46","","","","","","",""
"CSM","0000011","20240421|171617","20240422_1964104_007732_012534","R04_1_CHI_Concepcion Challenger","Dutra Da Silva","Olivo","|K|0.356725|EK|G||OL1|2.99265|EOL1|OL2|1.6458|EOL2|OH1|1|EOH1|OH2|156|EOH2|EG|NA||NAOL1|3.1191|ENAOL1|NAOL2|1.6458|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.107|387.447|1.493|140.835|AH-2.5|3.656|344.886|1.493|140.835|AH-2|3.656|344.886|1.543|145.608|AH-1.5|3.384|319.261|1.543|145.608||AH1.5|2.813|255.739|1.806|164.21|AH2|2.813|255.739|1.937|176.101|AH2.5|2.545|231.404|1.937|176.101|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.52047|1|1.54|6|EK-1.5||K21|7.66181|1|4.13895|6|EK21||K1.5|1.81536|6|2.62616|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/dutra-da-silva-daniel-olivo-renzo-vkWWEdIP/#ah;2;-1.50;1","-1.5","3.94","1.26","","","","","3.94","1.26","","","","","","",""
"CSM","0000011","20240421|171607","20240422_1964104_007732_012534","R04_1_CHI_Concepcion Challenger","Dutra Da Silva","Olivo","|K|0.356725|EK|G||OL1|2.99265|EOL1|OL2|1.6458|EOL2|OH1|1|EOH1|OH2|156|EOH2|EG|NA||NAOL1|3.1191|ENAOL1|NAOL2|1.6458|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.107|387.447|1.493|140.835|AH-2.5|3.656|344.886|1.493|140.835|AH-2|3.656|344.886|1.543|145.608|AH-1.5|3.384|319.261|1.543|145.608||AH1.5|2.813|255.739|1.806|164.21|AH2|2.813|255.739|1.937|176.101|AH2.5|2.545|231.404|1.937|176.101|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.52047|1|1.54|6|EK-1.5||K21|7.66181|1|4.13895|6|EK21||K1.5|1.81536|6|2.62616|6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/dutra-da-silva-daniel-olivo-renzo-vkWWEdIP/","","2.38","1.59","","","2.35","1.57","2.38","1.59","","","","","","",""
"CSM","0000012","20240421|171629","20240422_1964104_061966_029906","R04_1_CHI_Concepcion Challenger","Justo","Ficovich","|K|0.258575|EK|G||OL1|4.12155|EOL1|OL2|1.42425|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.2957|ENAOL1|NAOL2|1.42425|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.152|486.01|1.39|131.177|AH-2.5|4.46|420.745|1.39|131.177|AH-2|4.46|420.745|1.436|135.492|AH-1.5|4.047|381.755|1.436|135.492||AH1.5|3.291|299.16|1.652|150.211|AH2|3.291|299.16|1.753|159.332|AH2.5|2.954|268.542|1.753|159.332|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.24604|1|1.54|6|EK-1.5||K21|7.14105|1|4.8669|6|EK21||K1.5|2.0695|6|2.25691|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/justo-guido-ivan-ficovich-juan-pablo-pjyoMDPh/#ah;2;4.50;2","4.5","1.77","2.08","","","","","1.77","2.08","","","","","","",""
"CSM","0000012","20240421|171631","20240422_1964104_061966_029906","R04_1_CHI_Concepcion Challenger","Justo","Ficovich","|K|0.258575|EK|G||OL1|4.12155|EOL1|OL2|1.42425|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.2957|ENAOL1|NAOL2|1.42425|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.152|486.01|1.39|131.177|AH-2.5|4.46|420.745|1.39|131.177|AH-2|4.46|420.745|1.436|135.492|AH-1.5|4.047|381.755|1.436|135.492||AH1.5|3.291|299.16|1.652|150.211|AH2|3.291|299.16|1.753|159.332|AH2.5|2.954|268.542|1.753|159.332|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.24604|1|1.54|6|EK-1.5||K21|7.14105|1|4.8669|6|EK21||K1.5|2.0695|6|2.25691|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/chile/concepcion-challenger-men/justo-guido-ivan-ficovich-juan-pablo-pjyoMDPh/#ah;2;3.50;2","3.5","2.15","1.71","","","","","2.15","1.71","","","","","","",""
