"FDM","0000019","20240222|154436","20240219_1950909_109094_109095","R09_0_M25 Trento (ITA)","Romano/Rottoli","Pokorny/Poljak","|K|0.390412|EK|G||OL1|2.6985|EOL1|OL2|1.683|EOL2|OH1|3.7265|EOH1|OH2|2.64|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/italy/itf-m25-trento-men-doubles/romano-filippo-rottoli-lorenzo-pokorny-lukas-poljak-david-WpKjcxQt/","","","","","","","","1.8","1.9","","","","","","",""
"DM","0000020","20240222|154440","20240219_1936609_095286_099470","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Blumberg/Ruud","King/Stalder","|K|0.657215|EK|G||OL1|1.66005|EOL1|OL2|3.0222|EOL2|OH1|153|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.73655|ENAOL1|NAOL2|3.1828|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/atp-los-cabos-doubles/blumberg-william-ruud-casper-king-evan-stalder-reese-MR816EXc/","","1.63","2.28","","","1.65","2.17","1.65","2.28","","","","","","",""
"DM","0000021","20240222|154443","20240219_1936609_108372_103306","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Gonzalez/Skupski","Escobar/Nedovyesov","|K|0.686985|EK|G||OL1|1.5841|EOL1|OL2|3.312|EOL2|OH1|146|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6571|ENAOL1|NAOL2|3.488|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/atp-los-cabos-doubles/gonzalez-santiago-skupski-neal-escobar-gonzalo-nedovyesov-aleksandr-MTsHLpw2/","","1.58","2.39","","","1.55","2.35","1.58","2.39","","","","","","",""
"DM","0000022","20240222|154443","20240219_1936509_108271_108280","R09_2_Qatar ExxonMobil Open - Doha (QAT)","Mies/Smith","Glasspool/Rojer","|K|0.426808|EK|G||OL1|2.43225|EOL1|OL2|1.89875|EOL2|OH1|1|EOH1|OH2|175|EOH2|EG|NA||NAOL1|2.5615|ENAOL1|NAOL2|1.98625|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","","https://www.oddsportal.com/tennis/qatar/atp-doha-doubles/mies-andreas-smith-john-patrick-glasspool-lloyd-rojer-jean-julien-xKlWTZYb/","","","","","","","","","","","","","","","","G"
"SM","0000023","20240222|154456","20240219_1936609_031446_033648","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Borges","Ruud","|K|0.332225|EK|G||OL1|3.31294|EOL1|OL2|1.65|EOL2|OH1|1|EOH1|OH2|2.025|EOH2|EG|NA||NAOL1|3.31294|ENAOL1|NAOL2|1.665|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.38212|1|1.51|7|EK-1.5||K21|8.20527|1|4.38079|7|EK21||K1.5|1.91863|7|2.43977|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/borges-nuno-ruud-casper-xxvaF9GS/#ah;2;3.50;2","3.5","1.92","1.95","","","1.89","1.89","1.92","1.95","","","","","","",""
"SM","0000023","20240222|154458","20240219_1936609_031446_033648","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Borges","Ruud","|K|0.332225|EK|G||OL1|3.31294|EOL1|OL2|1.65|EOL2|OH1|1|EOH1|OH2|2.025|EOH2|EG|NA||NAOL1|3.31294|ENAOL1|NAOL2|1.665|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.38212|1|1.51|7|EK-1.5||K21|8.20527|1|4.38079|7|EK21||K1.5|1.91863|7|2.43977|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/borges-nuno-ruud-casper-xxvaF9GS/#ah;2;1.50;2","1.5","","","","","2.63","1.46","2.63","1.5","","","","","","",""
"SM","0000023","20240222|154501","20240219_1936609_031446_033648","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Borges","Ruud","|K|0.332225|EK|G||OL1|3.31294|EOL1|OL2|1.65|EOL2|OH1|1|EOH1|OH2|2.025|EOH2|EG|NA||NAOL1|3.31294|ENAOL1|NAOL2|1.665|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.38212|1|1.51|7|EK-1.5||K21|8.20527|1|4.38079|7|EK21||K1.5|1.91863|7|2.43977|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/borges-nuno-ruud-casper-xxvaF9GS/#ah;2;1.50;1","1.5","1.78","2.12","","","1.74","2.08","1.78","2.12","","","","","","",""
"SM","0000023","20240222|154459","20240219_1936609_031446_033648","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Borges","Ruud","|K|0.332225|EK|G||OL1|3.31294|EOL1|OL2|1.65|EOL2|OH1|1|EOH1|OH2|2.025|EOH2|EG|NA||NAOL1|3.31294|ENAOL1|NAOL2|1.665|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.38212|1|1.51|7|EK-1.5||K21|8.20527|1|4.38079|7|EK21||K1.5|1.91863|7|2.43977|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/borges-nuno-ruud-casper-xxvaF9GS/#ah;2;-1.50;1","-1.5","5.22","1.19","","","5.5","1.15","5.5","1.19","","","","","","",""
"SM","0000023","20240222|154450","20240219_1936609_031446_033648","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Borges","Ruud","|K|0.332225|EK|G||OL1|3.31294|EOL1|OL2|1.65|EOL2|OH1|1|EOH1|OH2|2.025|EOH2|EG|NA||NAOL1|3.31294|ENAOL1|NAOL2|1.665|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|6.38212|1|1.51|7|EK-1.5||K21|8.20527|1|4.38079|7|EK21||K1.5|1.91863|7|2.43977|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/borges-nuno-ruud-casper-xxvaF9GS/","","2.98","1.44","","","3.0","1.38","3.0","1.44","","","","","","",""
"SM","0000024","20240222|154510","20240219_1936609_039152_030470","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Kovacevic","Tsitsipas","|K|0.167978|EK|G||OL1|6.53812|EOL1|OL2|1.331|EOL2|OH1|1|EOH1|OH2|1.6335|EOH2|EG|NA||NAOL1|6.53812|ENAOL1|NAOL2|1.3431|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|510.95|1|1.51|7|EK-1.5||K21|10.1301|1|3.67591|7|EK21||K1.5|2.68671|7|1.83254|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/kovacevic-aleksandar-tsitsipas-stefanos-0WnvKX1c/#ah;2;4.50;2","4.5","1.88","2.0","","","1.78","2.0","1.88","2.0","","","","","","",""
"SM","0000024","20240222|154512","20240219_1936609_039152_030470","R09_2_Mifel Tennis Open - Los Cabos (MEX)","Kovacevic","Tsitsipas","|K|0.167978|EK|G||OL1|6.53812|EOL1|OL2|1.331|EOL2|OH1|1|EOH1|OH2|1.6335|EOH2|EG|NA||NAOL1|6.53812|ENAOL1|NAOL2|1.3431|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|510.95|1|1.51|7|EK-1.5||K21|10.1301|1|3.67591|7|EK21||K1.5|2.68671|7|1.83254|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/mexico/atp-los-cabos/kovacevic-aleksandar-tsitsipas-stefanos-0WnvKX1c/#ah;2;3.50;2","3.5","2.68","1.52","","","2.6","1.47","2.68","1.52","","","","","","",""
