"SV","0000067","20240521|085211","20240527_1522501_060791_018427","R01_4_FRA_French Open - Paris","Kudermetova","Birrell","|K|0.559263|EK|G||OL1|2.0048|EOL1|OL2|2.29043|EOL2|OH1|179|EOH1|OH2|227|EOH2|EG|NA||NAOL1|2.0048|ENAOL1|NAOL2|2.47657|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/kudermetova-polina-birrell-kimberly-fZwypH9E/","","1.41","2.97","","","1.42","2.8","1.42","3.0","","","","","","",""
"SV","0000068","20240521|085214","20240527_1522501_010343_055173","R01_4_FRA_French Open - Paris","Papamichail","Snigur","|K|0.361987|EK|G||OL1|2.79493|EOL1|OL2|1.7584|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.02207|ENAOL1|NAOL2|1.7584|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/papamichail-despina-snigur-daria-j5Py82u0/","","2.55","1.53","","","2.63","1.47","2.63","1.53","","","","","","",""
"SV","0000069","20240521|085218","20240527_1522501_052790_032633","R01_4_FRA_French Open - Paris","Volynets","Stefanini","|K|0.788754|EK|G||OL1|1.4224|EOL1|OL2|4.78266|EOL2|OH1|127|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4224|ENAOL1|NAOL2|5.17134|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/volynets-katie-stefanini-lucrezia-QNucFpmQ/","","1.25","4.12","","","1.25","3.9","1.25","4.25","","","","","","",""
"SV","0000070","20240521|085221","20240527_1522501_011071_065417","R01_4_FRA_French Open - Paris","Watson","Ruzic","|K|0.550526|EK|G||OL1|2.0384|EOL1|OL2|2.25007|EOL2|OH1|182|EOH1|OH2|223|EOH2|EG|NA||NAOL1|2.0384|ENAOL1|NAOL2|2.43293|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-french-open/watson-heather-ruzic-antonia-CKDp6tAC/","","1.89","1.94","","","1.75","2.05","1.89","2.05","","","","","","",""
"SV","0000071","20240521|085237","20240520_1522305_041858_011371","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Burel","Svitolina","|K|0.271259|EK|G||OL1|3.72321|EOL1|OL2|1.5456|EOL2|OH1|1|EOH1|OH2|138|EOH2|EG|NA||NAOL1|4.02579|ENAOL1|NAOL2|1.5456|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|12.763|15.222|1.192|1.421|AH-5|12.763|15.222|1.287|1.535|AH-4|7.132|8.506|1.374|1.639|AH-3.5|5.275|6.291|1.374|1.639|AH-3|5.275|6.291|1.478|1.763|AH-2.5|4.153|4.953|1.478|1.763|AH-2|4.153|4.953|1.537|1.833|AH-1.5|3.75|4.473|1.537|1.833||AH1.5|2.989|272.966|1.728|157.815|AH2|2.989|272.966|1.837|167.719|AH2.5|2.712|247.668|1.837|167.719|AH3|2.712|247.668|1.979|180.759|AH3.5|2.451|223.825|1.979|180.759|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.43368|1|1.22045|1|EK-1.5||K21|8.21817|1|5.10153|5.5|EK21||K1.5|2.0504|5.5|2.33091|5.5|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/burel-clara-monfils-elina-GlMq9jnC/#ah;2;5.50;2","5.5","1.63","2.34","","","","","1.63","2.34","","","","","","",""
"SV","0000071","20240521|085235","20240520_1522305_041858_011371","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Burel","Svitolina","|K|0.271259|EK|G||OL1|3.72321|EOL1|OL2|1.5456|EOL2|OH1|1|EOH1|OH2|138|EOH2|EG|NA||NAOL1|4.02579|ENAOL1|NAOL2|1.5456|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|12.763|15.222|1.192|1.421|AH-5|12.763|15.222|1.287|1.535|AH-4|7.132|8.506|1.374|1.639|AH-3.5|5.275|6.291|1.374|1.639|AH-3|5.275|6.291|1.478|1.763|AH-2.5|4.153|4.953|1.478|1.763|AH-2|4.153|4.953|1.537|1.833|AH-1.5|3.75|4.473|1.537|1.833||AH1.5|2.989|272.966|1.728|157.815|AH2|2.989|272.966|1.837|167.719|AH2.5|2.712|247.668|1.837|167.719|AH3|2.712|247.668|1.979|180.759|AH3.5|2.451|223.825|1.979|180.759|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.43368|1|1.22045|1|EK-1.5||K21|8.21817|1|5.10153|5.5|EK21||K1.5|2.0504|5.5|2.33091|5.5|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/burel-clara-monfils-elina-GlMq9jnC/#ah;2;4.50;2","4.5","1.98","1.88","","","1.98","1.81","1.98","1.88","","","","","","",""
"SV","0000071","20240521|085242","20240520_1522305_041858_011371","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Burel","Svitolina","|K|0.271259|EK|G||OL1|3.72321|EOL1|OL2|1.5456|EOL2|OH1|1|EOH1|OH2|138|EOH2|EG|NA||NAOL1|4.02579|ENAOL1|NAOL2|1.5456|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|12.763|15.222|1.192|1.421|AH-5|12.763|15.222|1.287|1.535|AH-4|7.132|8.506|1.374|1.639|AH-3.5|5.275|6.291|1.374|1.639|AH-3|5.275|6.291|1.478|1.763|AH-2.5|4.153|4.953|1.478|1.763|AH-2|4.153|4.953|1.537|1.833|AH-1.5|3.75|4.473|1.537|1.833||AH1.5|2.989|272.966|1.728|157.815|AH2|2.989|272.966|1.837|167.719|AH2.5|2.712|247.668|1.837|167.719|AH3|2.712|247.668|1.979|180.759|AH3.5|2.451|223.825|1.979|180.759|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.43368|1|1.22045|1|EK-1.5||K21|8.21817|1|5.10153|5.5|EK21||K1.5|2.0504|5.5|2.33091|5.5|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/wta-strasbourg/burel-clara-monfils-elina-GlMq9jnC/#ah;2;1.50;1","1.5","1.99","1.87","","","1.93","1.86","1.99","1.87","","","","","","",""
"SV","0000071","20240521|085240","20240520_1522305_041858_011371","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Burel","Svitolina","|K|0.271259|EK|G||OL1|3.72321|EOL1|OL2|1.5456|EOL2|OH1|1|EOH1|OH2|138|EOH2|EG|NA||NAOL1|4.02579|ENAOL1|NAOL2|1.5456|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|12.763|15.222|1.192|1.421|AH-5|12.763|15.222|1.287|1.535|AH-4|7.132|8.506|1.374|1.639|AH-3.5|5.275|6.291|1.374|1.639|AH-3|5.275|6.291|1.478|1.763|AH-2.5|4.153|4.953|1.478|1.763|AH-2|4.153|4.953|1.537|1.833|AH-1.5|3.75|4.473|1.537|1.833||AH1.5|2.989|272.966|1.728|157.815|AH2|2.989|272.966|1.837|167.719|AH2.5|2.712|247.668|1.837|167.719|AH3|2.712|247.668|1.979|180.759|AH3.5|2.451|223.825|1.979|180.759|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.43368|1|1.22045|1|EK-1.5||K21|8.21817|1|5.10153|5.5|EK21||K1.5|2.0504|5.5|2.33091|5.5|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/wta-strasbourg/burel-clara-monfils-elina-GlMq9jnC/#ah;2;-1.50;1","-1.5","7.47","1.11","","","6.1","1.13","7.47","1.13","","","","","","",""
"SV","0000071","20240521|085225","20240520_1522305_041858_011371","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Burel","Svitolina","|K|0.271259|EK|G||OL1|3.72321|EOL1|OL2|1.5456|EOL2|OH1|1|EOH1|OH2|138|EOH2|EG|NA||NAOL1|4.02579|ENAOL1|NAOL2|1.5456|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|12.763|15.222|1.192|1.421|AH-5|12.763|15.222|1.287|1.535|AH-4|7.132|8.506|1.374|1.639|AH-3.5|5.275|6.291|1.374|1.639|AH-3|5.275|6.291|1.478|1.763|AH-2.5|4.153|4.953|1.478|1.763|AH-2|4.153|4.953|1.537|1.833|AH-1.5|3.75|4.473|1.537|1.833||AH1.5|2.989|272.966|1.728|157.815|AH2|2.989|272.966|1.837|167.719|AH2.5|2.712|247.668|1.837|167.719|AH3|2.712|247.668|1.979|180.759|AH3.5|2.451|223.825|1.979|180.759|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|7.43368|1|1.22045|1|EK-1.5||K21|8.21817|1|5.10153|5.5|EK21||K1.5|2.0504|5.5|2.33091|5.5|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/wta-strasbourg/burel-clara-monfils-elina-GlMq9jnC/","","3.69","1.31","","","3.45","1.32","3.69","1.32","","","","","","",""
"SV","0000072","20240521|085256","20240520_1522305_011575_017501","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Siniakova","|K|0.682295|EK|G||OL1|1.6464|EOL1|OL2|3.17835|EOL2|OH1|147|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6464|ENAOL1|NAOL2|3.43665|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.839|3.386|1.769|2.11|AH-5|2.839|3.386|2.007|2.393|AH-4|2.386|2.846|2.468|2.943|AH-3.5|1.952|2.328|2.468|2.943|AH-3|1.952|2.328|2.845|3.393|AH-2.5|1.767|2.107|2.845|3.393|AH-2|1.767|2.107|3.046|3.633|AH-1.5|1.697|2.024|3.046|3.633||AH1.5|1.559|142.39|3.678|335.905|AH2|1.559|142.39|4.005|365.792|AH2.5|1.507|137.623|4.005|365.792|AH3|1.507|137.623|4.884|446.055|AH3.5|1.411|128.897|4.884|446.055|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.29718|5.5|2.08067|5.5|EK-1.5||K21|5.42411|5.5|7.2162|5.5|EK21||K1.5|1.20191|1|8.11027|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-siniakova-katerina-WSh8VOtg/#ah;2;-3.50;2","-3.5","1.79","2.09","","","","","1.79","2.09","","","","","","",""
"SV","0000072","20240521|085254","20240520_1522305_011575_017501","R05_2_FRA_Internationaux de Strasbourg - Strasbourg","Collins","Siniakova","|K|0.682295|EK|G||OL1|1.6464|EOL1|OL2|3.17835|EOL2|OH1|147|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6464|ENAOL1|NAOL2|3.43665|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.839|3.386|1.769|2.11|AH-5|2.839|3.386|2.007|2.393|AH-4|2.386|2.846|2.468|2.943|AH-3.5|1.952|2.328|2.468|2.943|AH-3|1.952|2.328|2.845|3.393|AH-2.5|1.767|2.107|2.845|3.393|AH-2|1.767|2.107|3.046|3.633|AH-1.5|1.697|2.024|3.046|3.633||AH1.5|1.559|142.39|3.678|335.905|AH2|1.559|142.39|4.005|365.792|AH2.5|1.507|137.623|4.005|365.792|AH3|1.507|137.623|4.884|446.055|AH3.5|1.411|128.897|4.884|446.055|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.29718|5.5|2.08067|5.5|EK-1.5||K21|5.42411|5.5|7.2162|5.5|EK21||K1.5|1.20191|1|8.11027|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/wta-strasbourg/collins-danielle-siniakova-katerina-WSh8VOtg/#ah;2;-4.50;2","-4.5","2.13","1.76","","","2.1","1.7","2.13","1.76","","","","","","",""
