"CDM","0000007","20240304|081039","20240304_1955204_064863_106603","R04_1_Lugano Challenger (SUI)","Bertola/Paul","Arends/Verbeek","|K|0.278983|EK|G||OL1|3.65103|EOL1|OL2|1.39959|EOL2|OH1|1|EOH1|OH2|2.085|EOH2|EG|NA||NAOL1|3.88797|ENAOL1|NAOL2|1.53317|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men-doubles/bertola-remy-paul-jakub-arends-sander-verbeek-sem-W8t5EACL/","","","","","","","","3.65","1.24","","","","","","",""
"CDM","0000008","20240304|081042","20240304_1955204_105492_109326","R04_1_Lugano Challenger (SUI)","Brunold/Casanova","Goldhoff/Mansouri","|K|0.193274|EK|G||OL1|5.26806|EOL1|OL2|1.24856|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|5.60994|ENAOL1|NAOL2|1.36772|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men-doubles/brunold-mika-casanova-andrin-goldhoff-george-mansouri-skander-nLvgHCS2/","","","","","","","","4.57","1.16","","","","","","",""
"CDM","0000009","20240304|081045","20240304_1955204_092918_109321","R04_1_Lugano Challenger (SUI)","Frantzen/Jebens","Brouwer/Ritschard","|K|0.61825|EK|G||OL1|1.63118|EOL1|OL2|2.66454|EOL2|OH1|2.43|EOH1|OH2|262|EOH2|EG|NA||NAOL1|1.78686|ENAOL1|NAOL2|2.83746|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men-doubles/frantzen-constantin-jebens-hendrik-brouwer-gijs-ritschard-alexander-bercGWs9/","","","","","","","","1.44","2.59","","","","","","",""
"CDM","0000010","20240304|081048","20240304_1955304_100203_109333","R04_1_Santa Cruz de la Sierra Challenger (BOL)","Dellien/Dellien Velasco","Oliveira/Taylor","|K|0.711263|EK|G||OL1|1.41973|EOL1|OL2|3.52899|EOL2|OH1|2.115|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.55523|ENAOL1|NAOL2|3.75801|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/bolivia/santa-cruz-challenger-men-doubles/dellien-hugo-dellien-velasco-murkel-alejandro-oliveira-goncalo-taylor-adam-QVskkDeN/","","","","","","","","1.28","3.3","","","","","","",""
"CSM","0000011","20240304|081057","20240304_1955203_009833_026706","R03_1_Lugano Challenger (SUI)","Berankis","Celikbilek","|K|0.564587|EK|G||OL1|1.92596|EOL1|OL2|2.4886|EOL2|OH1|3.204|EOH1|OH2|4.14|EOH2|EG|NA||NAOL1|1.92596|ENAOL1|NAOL2|2.4886|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.639|3.432|1.629|2.119|AH-3|2.639|3.432|1.821|2.369|AH-2.5|2.253|2.931|1.821|2.369|AH-2|2.253|2.931|1.989|2.588|AH-1.5|2.039|2.653|1.989|2.588||AH1.5|1.822|2.214|2.592|3.149|AH2|1.822|2.214|2.885|3.505|AH2.5|1.701|2.066|2.885|3.505|AH3|1.701|2.066|3.524|4.281|AH3.5|1.537|1.867|3.524|4.281|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.07711|7|1.62776|7|EK-1.5||K21|4.9212|7|6.04757|7|EK21||K1.5|1.51|7|4.30716|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/berankis-ricardas-celikbilek-altug-KWRx89H8/#ah;2;-1.50;2","-1.5","1.85","1.93","","","","","1.85","1.93","","","","","","",""
"CSM","0000011","20240304|081059","20240304_1955203_009833_026706","R03_1_Lugano Challenger (SUI)","Berankis","Celikbilek","|K|0.564587|EK|G||OL1|1.92596|EOL1|OL2|2.4886|EOL2|OH1|3.204|EOH1|OH2|4.14|EOH2|EG|NA||NAOL1|1.92596|ENAOL1|NAOL2|2.4886|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.639|3.432|1.629|2.119|AH-3|2.639|3.432|1.821|2.369|AH-2.5|2.253|2.931|1.821|2.369|AH-2|2.253|2.931|1.989|2.588|AH-1.5|2.039|2.653|1.989|2.588||AH1.5|1.822|2.214|2.592|3.149|AH2|1.822|2.214|2.885|3.505|AH2.5|1.701|2.066|2.885|3.505|AH3|1.701|2.066|3.524|4.281|AH3.5|1.537|1.867|3.524|4.281|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.07711|7|1.62776|7|EK-1.5||K21|4.9212|7|6.04757|7|EK21||K1.5|1.51|7|4.30716|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/berankis-ricardas-celikbilek-altug-KWRx89H8/#ah;2;-2.50;2","-2.5","2.02","1.77","","","","","2.02","1.77","","","","","","",""
"CSM","0000011","20240304|081102","20240304_1955203_009833_026706","R03_1_Lugano Challenger (SUI)","Berankis","Celikbilek","|K|0.564587|EK|G||OL1|1.92596|EOL1|OL2|2.4886|EOL2|OH1|3.204|EOH1|OH2|4.14|EOH2|EG|NA||NAOL1|1.92596|ENAOL1|NAOL2|2.4886|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.639|3.432|1.629|2.119|AH-3|2.639|3.432|1.821|2.369|AH-2.5|2.253|2.931|1.821|2.369|AH-2|2.253|2.931|1.989|2.588|AH-1.5|2.039|2.653|1.989|2.588||AH1.5|1.822|2.214|2.592|3.149|AH2|1.822|2.214|2.885|3.505|AH2.5|1.701|2.066|2.885|3.505|AH3|1.701|2.066|3.524|4.281|AH3.5|1.537|1.867|3.524|4.281|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.07711|7|1.62776|7|EK-1.5||K21|4.9212|7|6.04757|7|EK21||K1.5|1.51|7|4.30716|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/berankis-ricardas-celikbilek-altug-KWRx89H8/#ah;2;1.50;1","1.5","1.29","3.47","","","","","1.29","3.47","","","","","","",""
"CSM","0000011","20240304|081100","20240304_1955203_009833_026706","R03_1_Lugano Challenger (SUI)","Berankis","Celikbilek","|K|0.564587|EK|G||OL1|1.92596|EOL1|OL2|2.4886|EOL2|OH1|3.204|EOH1|OH2|4.14|EOH2|EG|NA||NAOL1|1.92596|ENAOL1|NAOL2|2.4886|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.639|3.432|1.629|2.119|AH-3|2.639|3.432|1.821|2.369|AH-2.5|2.253|2.931|1.821|2.369|AH-2|2.253|2.931|1.989|2.588|AH-1.5|2.039|2.653|1.989|2.588||AH1.5|1.822|2.214|2.592|3.149|AH2|1.822|2.214|2.885|3.505|AH2.5|1.701|2.066|2.885|3.505|AH3|1.701|2.066|3.524|4.281|AH3.5|1.537|1.867|3.524|4.281|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.07711|7|1.62776|7|EK-1.5||K21|4.9212|7|6.04757|7|EK21||K1.5|1.51|7|4.30716|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/berankis-ricardas-celikbilek-altug-KWRx89H8/#ah;2;-1.50;1","-1.5","2.61","1.47","","","","","2.61","1.47","","","","","","",""
"CSM","0000011","20240304|081052","20240304_1955203_009833_026706","R03_1_Lugano Challenger (SUI)","Berankis","Celikbilek","|K|0.564587|EK|G||OL1|1.92596|EOL1|OL2|2.4886|EOL2|OH1|3.204|EOH1|OH2|4.14|EOH2|EG|NA||NAOL1|1.92596|ENAOL1|NAOL2|2.4886|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.639|3.432|1.629|2.119|AH-3|2.639|3.432|1.821|2.369|AH-2.5|2.253|2.931|1.821|2.369|AH-2|2.253|2.931|1.989|2.588|AH-1.5|2.039|2.653|1.989|2.588||AH1.5|1.822|2.214|2.592|3.149|AH2|1.822|2.214|2.885|3.505|AH2.5|1.701|2.066|2.885|3.505|AH3|1.701|2.066|3.524|4.281|AH3.5|1.537|1.867|3.524|4.281|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.07711|7|1.62776|7|EK-1.5||K21|4.9212|7|6.04757|7|EK21||K1.5|1.51|7|4.30716|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/berankis-ricardas-celikbilek-altug-KWRx89H8/","","1.67","2.17","","","","","1.67","2.2","","","","","","",""
"CSM","0000012","20240304|081115","20240304_1955203_048871_048013","R03_1_Lugano Challenger (SUI)","Shimizu","Squire","|K|0.461656|EK|G||OL1|2.34794|EOL1|OL2|2.01252|EOL2|OH1|3.906|EOH1|OH2|3.348|EOH2|EG|NA||NAOL1|2.34794|ENAOL1|NAOL2|2.01252|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.984|3.882|1.52|1.977|AH-3|2.984|3.882|1.681|2.187|AH-2.5|2.511|3.267|1.681|2.187|AH-2|2.511|3.267|1.855|2.414|AH-1.5|2.202|2.865|1.855|2.414||AH1.5|1.94|2.358|2.385|2.898|AH2|1.94|2.358|2.611|3.172|AH2.5|1.813|2.203|2.611|3.172|AH3|1.813|2.203|3.155|3.833|AH3.5|1.619|1.967|3.155|3.833|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.818|7|1.51|7|EK-1.5||K21|6.38797|1|5.14655|7|EK21||K1.5|1.57181|7|3.27816|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/shimizu-yuta-squire-henri-x2RpA227/#ah;2;2.50;2","2.5","1.76","2.02","","","","","1.76","2.02","","","","","","",""
"CSM","0000012","20240304|081113","20240304_1955203_048871_048013","R03_1_Lugano Challenger (SUI)","Shimizu","Squire","|K|0.461656|EK|G||OL1|2.34794|EOL1|OL2|2.01252|EOL2|OH1|3.906|EOH1|OH2|3.348|EOH2|EG|NA||NAOL1|2.34794|ENAOL1|NAOL2|2.01252|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|2.984|3.882|1.52|1.977|AH-3|2.984|3.882|1.681|2.187|AH-2.5|2.511|3.267|1.681|2.187|AH-2|2.511|3.267|1.855|2.414|AH-1.5|2.202|2.865|1.855|2.414||AH1.5|1.94|2.358|2.385|2.898|AH2|1.94|2.358|2.611|3.172|AH2.5|1.813|2.203|2.611|3.172|AH3|1.813|2.203|3.155|3.833|AH3.5|1.619|1.967|3.155|3.833|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.818|7|1.51|7|EK-1.5||K21|6.38797|1|5.14655|7|EK21||K1.5|1.57181|7|3.27816|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/lugano-challenger-men/shimizu-yuta-squire-henri-x2RpA227/#ah;2;1.50;2","1.5","1.93","1.84","","","","","1.93","1.84","","","","","","",""
