"CDM","0000043","20240404|084848","20240401_1962309_110079_103156","R09_1_MEX_Mexico City Challenger","Kiger/Soto","Schoolkate/Walton","|K|0.389687|EK|G||OL1|2.61369|EOL1|OL2|1.65132|EOL2|OH1|257|EOH1|OH2|2.46|EOH2|EG|NA||NAOL1|2.78331|ENAOL1|NAOL2|1.80892|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/mexico-city-challenger-men-doubles/kiger-mac-soto-matias-schoolkate-tristan-walton-adam-SfdtKJzS/","","","","","","","","2.25","1.6","","","","","","",""
"CDM","0000044","20240404|084851","20240401_1962309_095781_104207","R09_1_MEX_Mexico City Challenger","Bollipalli/Kaliyanda Poonacha","Seggerman/Trhac","|K|0.509019|EK|G||OL1|2.00349|EOL1|OL2|2.07468|EOL2|OH1|197|EOH1|OH2|204|EOH2|EG|NA||NAOL1|2.13351|ENAOL1|NAOL2|2.20932|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/mexico-city-challenger-men-doubles/bollipalli-rithvik-kaliyanda-poonacha-niki-seggerman-ryan-trhac-patrik-E7QZTfXO/","","","","","","","","1.73","2.0","","","","","","",""
"CDM","0000045","20240404|084854","20240401_1962309_094420_086895","R09_1_MEX_Mexico City Challenger","Johnson/Mansouri","Mejia/Tirante","|K|0.664245|EK|G||OL1|1.52042|EOL1|OL2|3.03066|EOL2|OH1|2.265|EOH1|OH2|298|EOH2|EG|NA||NAOL1|1.66553|ENAOL1|NAOL2|3.22734|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/mexico-city-challenger-men-doubles/johnson-luke-mansouri-skander-mejia-nicolas-tirante-thiago-agustin-AgzvGD6c/","","","","","","","","1.31","3.2","","","","","","",""
"CDV","0000046","20240404|084857","20240401_1538709_092972_060140","R09_1_ESP_Open Internacional Femeni Solgirones - La Bisbal D'Emporda","Mladenovic/Semenistaja","Anshba/Detiuc","|K|0.743264|EK|G||OL1|1.404|EOL1|OL2|3.9|EOL2|OH1|1.9575|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/spain/la-bisbal-d-emporda-challenger-women-doubles/mladenovic-kristina-semenistaja-darja-anshba-amina-detiuc-anastasia-Kn29sWTj/","","","","","","","","1.6","2.2","","","","","","",""
"SM","0000047","20240404|084909","20240401_1937309_004067_045553","R09_2_MAR_Grand Prix Hassan II - Marrakech","Fognini","Kotov","|K|0.423404|EK|G||OL1|2.59515|EOL1|OL2|1.914|EOL2|OH1|3.2469|EOH1|OH2|2.523|EOH2|EG|NA||NAOL1|2.59989|ENAOL1|NAOL2|1.9314|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.874|9.136|1.297|1.724|AH-5|6.874|9.136|1.38|1.834|AH-4|5.215|6.931|1.425|1.894|AH-3.5|4.651|6.182|1.425|1.894|AH-3|4.651|6.182|1.526|2.028|AH-2.5|3.828|5.087|1.526|2.028|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.415|3.201|2|2.651|AH3|2.415|3.201|2.269|3.007|AH3.5|2.113|2.8|2.269|3.007|AH4|2.113|2.8|3.093|4.1|AH4.5|1.693|2.244|3.093|4.1|AH5|1.693|2.244|4.472|5.927|AH5.5|1.448|1.92|4.472|5.927||EAH||AHS||K-1.5|5.04183|7|1.52|7|EK-1.5||K21|6.21543|1|4.59815|7|EK21||K1.5|1.71872|7|2.84309|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/morocco/atp-marrakech/fognini-fabio-kotov-pavel-vD8It5JE/#ah;2;2.50;2","2.5","1.84","2.04","","","1.83","1.96","1.84","2.04","","","","","","",""
"SM","0000047","20240404|084911","20240401_1937309_004067_045553","R09_2_MAR_Grand Prix Hassan II - Marrakech","Fognini","Kotov","|K|0.423404|EK|G||OL1|2.59515|EOL1|OL2|1.914|EOL2|OH1|3.2469|EOH1|OH2|2.523|EOH2|EG|NA||NAOL1|2.59989|ENAOL1|NAOL2|1.9314|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.874|9.136|1.297|1.724|AH-5|6.874|9.136|1.38|1.834|AH-4|5.215|6.931|1.425|1.894|AH-3.5|4.651|6.182|1.425|1.894|AH-3|4.651|6.182|1.526|2.028|AH-2.5|3.828|5.087|1.526|2.028|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.415|3.201|2|2.651|AH3|2.415|3.201|2.269|3.007|AH3.5|2.113|2.8|2.269|3.007|AH4|2.113|2.8|3.093|4.1|AH4.5|1.693|2.244|3.093|4.1|AH5|1.693|2.244|4.472|5.927|AH5.5|1.448|1.92|4.472|5.927||EAH||AHS||K-1.5|5.04183|7|1.52|7|EK-1.5||K21|6.21543|1|4.59815|7|EK21||K1.5|1.71872|7|2.84309|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/morocco/atp-marrakech/fognini-fabio-kotov-pavel-vD8It5JE/#ah;2;1.50;2","1.5","2.01","1.86","","","","","2.01","1.86","","","","","","",""
"SM","0000047","20240404|084915","20240401_1937309_004067_045553","R09_2_MAR_Grand Prix Hassan II - Marrakech","Fognini","Kotov","|K|0.423404|EK|G||OL1|2.59515|EOL1|OL2|1.914|EOL2|OH1|3.2469|EOH1|OH2|2.523|EOH2|EG|NA||NAOL1|2.59989|ENAOL1|NAOL2|1.9314|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.874|9.136|1.297|1.724|AH-5|6.874|9.136|1.38|1.834|AH-4|5.215|6.931|1.425|1.894|AH-3.5|4.651|6.182|1.425|1.894|AH-3|4.651|6.182|1.526|2.028|AH-2.5|3.828|5.087|1.526|2.028|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.415|3.201|2|2.651|AH3|2.415|3.201|2.269|3.007|AH3.5|2.113|2.8|2.269|3.007|AH4|2.113|2.8|3.093|4.1|AH4.5|1.693|2.244|3.093|4.1|AH5|1.693|2.244|4.472|5.927|AH5.5|1.448|1.92|4.472|5.927||EAH||AHS||K-1.5|5.04183|7|1.52|7|EK-1.5||K21|6.21543|1|4.59815|7|EK21||K1.5|1.71872|7|2.84309|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/morocco/atp-marrakech/fognini-fabio-kotov-pavel-vD8It5JE/#ah;2;1.50;1","1.5","1.49","2.76","","","1.49","2.6","1.49","2.76","","","","","","",""
"SM","0000047","20240404|084913","20240401_1937309_004067_045553","R09_2_MAR_Grand Prix Hassan II - Marrakech","Fognini","Kotov","|K|0.423404|EK|G||OL1|2.59515|EOL1|OL2|1.914|EOL2|OH1|3.2469|EOH1|OH2|2.523|EOH2|EG|NA||NAOL1|2.59989|ENAOL1|NAOL2|1.9314|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.874|9.136|1.297|1.724|AH-5|6.874|9.136|1.38|1.834|AH-4|5.215|6.931|1.425|1.894|AH-3.5|4.651|6.182|1.425|1.894|AH-3|4.651|6.182|1.526|2.028|AH-2.5|3.828|5.087|1.526|2.028|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.415|3.201|2|2.651|AH3|2.415|3.201|2.269|3.007|AH3.5|2.113|2.8|2.269|3.007|AH4|2.113|2.8|3.093|4.1|AH4.5|1.693|2.244|3.093|4.1|AH5|1.693|2.244|4.472|5.927|AH5.5|1.448|1.92|4.472|5.927||EAH||AHS||K-1.5|5.04183|7|1.52|7|EK-1.5||K21|6.21543|1|4.59815|7|EK21||K1.5|1.71872|7|2.84309|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/morocco/atp-marrakech/fognini-fabio-kotov-pavel-vD8It5JE/#ah;2;-1.50;1","-1.5","3.86","1.29","","","3.95","1.25","3.95","1.29","","","","","","",""
"SM","0000047","20240404|084901","20240401_1937309_004067_045553","R09_2_MAR_Grand Prix Hassan II - Marrakech","Fognini","Kotov","|K|0.423404|EK|G||OL1|2.59515|EOL1|OL2|1.914|EOL2|OH1|3.2469|EOH1|OH2|2.523|EOH2|EG|NA||NAOL1|2.59989|ENAOL1|NAOL2|1.9314|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|6.874|9.136|1.297|1.724|AH-5|6.874|9.136|1.38|1.834|AH-4|5.215|6.931|1.425|1.894|AH-3.5|4.651|6.182|1.425|1.894|AH-3|4.651|6.182|1.526|2.028|AH-2.5|3.828|5.087|1.526|2.028|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.415|3.201|2|2.651|AH3|2.415|3.201|2.269|3.007|AH3.5|2.113|2.8|2.269|3.007|AH4|2.113|2.8|3.093|4.1|AH4.5|1.693|2.244|3.093|4.1|AH5|1.693|2.244|4.472|5.927|AH5.5|1.448|1.92|4.472|5.927||EAH||AHS||K-1.5|5.04183|7|1.52|7|EK-1.5||K21|6.21543|1|4.59815|7|EK21||K1.5|1.71872|7|2.84309|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/morocco/atp-marrakech/fognini-fabio-kotov-pavel-vD8It5JE/","","2.28","1.69","","","2.28","1.63","2.28","1.69","","","","","","",""
"SM","0000048","20240404|084927","20240401_1937205_026421_026473","R05_2_POR_Millennium Estoril Open - Estoril","Choinski","Hurkacz","|K|0.135411|EK|G||OL1|8.09205|EOL1|OL2|1.276|EOL2|OH1|1|EOH1|OH2|1.682|EOH2|EG|NA||NAOL1|8.10683|ENAOL1|NAOL2|1.2876|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.091|1.45|AH-4|10910|14500|1.108|1.472|AH-3.5|72.37|96.184|1.108|1.472|AH-3|72.37|96.184|1.13|1.501|AH-2.5|31.93|42.436|1.13|1.501|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|4.246|5.627|1.474|1.953|AH3|4.246|5.627|1.81|2.399|AH3.5|2.765|3.665|1.81|2.399|AH4|2.765|3.665|2.413|3.198|AH4.5|2.002|2.653|2.413|3.198|AH5|2.002|2.653|3.678|4.875|AH5.5|1.557|2.064|3.678|4.875||EAH||AHS||K-1.5|11310|1|1.52|1|EK-1.5||K21|6.95872|1|3.78771|7|EK21||K1.5|2.59083|7|1.88339|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/portugal/atp-estoril/choinski-jan-hurkacz-hubert-84ddkIRp/#ah;2;5.50;2","5.5","1.45","2.92","","","1.41","2.8","1.45","2.92","","","","","","",""
"SM","0000048","20240404|084925","20240401_1937205_026421_026473","R05_2_POR_Millennium Estoril Open - Estoril","Choinski","Hurkacz","|K|0.135411|EK|G||OL1|8.09205|EOL1|OL2|1.276|EOL2|OH1|1|EOH1|OH2|1.682|EOH2|EG|NA||NAOL1|8.10683|ENAOL1|NAOL2|1.2876|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.091|1.45|AH-4|10910|14500|1.108|1.472|AH-3.5|72.37|96.184|1.108|1.472|AH-3|72.37|96.184|1.13|1.501|AH-2.5|31.93|42.436|1.13|1.501|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|4.246|5.627|1.474|1.953|AH3|4.246|5.627|1.81|2.399|AH3.5|2.765|3.665|1.81|2.399|AH4|2.765|3.665|2.413|3.198|AH4.5|2.002|2.653|2.413|3.198|AH5|2.002|2.653|3.678|4.875|AH5.5|1.557|2.064|3.678|4.875||EAH||AHS||K-1.5|11310|1|1.52|1|EK-1.5||K21|6.95872|1|3.78771|7|EK21||K1.5|2.59083|7|1.88339|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/portugal/atp-estoril/choinski-jan-hurkacz-hubert-84ddkIRp/#ah;2;4.50;2","4.5","1.83","2.05","","","1.87","1.91","1.87","2.05","","","","","","",""
