"CDM","0000049","20240423|084436","20240422_1963804_081461_110492","R04_1_ITA_Rome Challenger","Liutarevich/Manafov","Rottoli/Vincent Ruggeri","|K|0.552198|EK|G||OL1|1.83256|EOL1|OL2|2.27808|EOL2|OH1|2.73|EOH1|OH2|224|EOH2|EG|NA||NAOL1|2.00746|ENAOL1|NAOL2|2.42592|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/rome-challenger-men-doubles/liutarevich-ivan-manafov-vladyslav-rottoli-lorenzo-vincent-ruggeri-samuel-OCOH0hNk/","","","","","","","","1.33","2.95","","","","","","",""
"CDM","0000050","20240423|084440","20240422_1963804_109527_092918","R04_1_ITA_Rome Challenger","Eysseric/Pellegrino","Frantzen/Jebens","|K|0.422552|EK|G||OL1|2.41029|EOL1|OL2|1.75201|EOL2|OH1|237|EOH1|OH2|2.61|EOH2|EG|NA||NAOL1|2.56671|ENAOL1|NAOL2|1.91922|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/rome-challenger-men-doubles/eysseric-jonathan-pellegrino-andrea-frantzen-constantin-jebens-hendrik-db8yLM84/","","","","","","","","2.37","1.52","","","","","","",""
"CDM","0000051","20240423|084443","20240422_1963804_094420_055228","R04_1_ITA_Rome Challenger","Johnson/Mansouri","Arias/Zeballos","|K|0.514322|EK|G||OL1|1.98315|EOL1|OL2|2.09502|EOL2|OH1|195|EOH1|OH2|206|EOH2|EG|NA||NAOL1|2.11185|ENAOL1|NAOL2|2.23098|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/rome-challenger-men-doubles/johnson-luke-mansouri-skander-arias-boris-zeballos-federico-IDdpJ0wH/","","","","","","","","","","","","","","","",""
"CDM","0000052","20240423|084446","20240422_1963904_110498_108614","R04_1_USA_Savannah Challenger","Oliveira/Popko","Harrison/Willis","|K|0.341705|EK|G||OL1|2.97981|EOL1|OL2|1.53049|EOL2|OH1|293|EOH1|OH2|2.28|EOH2|EG|NA||NAOL1|3.17319|ENAOL1|NAOL2|1.67656|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/savannah-challenger-men-doubles/oliveira-goncalo-popko-dmitry-harrison-christian-willis-marcus-4p5wa8q1/","","","","","","","","","","","","","","","",""
"SM","0000053","20240423|084457","20240422_1937903_010828_014609","R03_3_ESP_Mutua Madrid Open - Madrid","Albot","Monteiro","|K|0.475914|EK|G||OL1|2.31045|EOL1|OL2|2.101|EOL2|OH1|2.8907|EOH1|OH2|2.7695|EOH2|EG|NA||NAOL1|2.31467|ENAOL1|NAOL2|2.1201|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.676|12.86|1.23|1.634|AH-5|9.676|12.86|1.362|1.81|AH-4|5.479|7.282|1.588|2.11|AH-3.5|3.488|4.636|1.588|2.11|AH-3|3.488|4.636|1.774|2.358|AH-2.5|2.834|3.766|1.774|2.358|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.874|2.484|2.628|3.483|AH3|1.874|2.484|3.131|4.15|AH3.5|1.681|2.229|3.131|4.15|AH4|1.681|2.229|4.06|5.381|AH4.5|1.498|1.985|4.06|5.381|AH5|1.498|1.985|5.955|7.893|AH5.5|1.34|1.776|5.955|7.893||EAH||AHS||K-1.5|4.00161|7|1.52|7|EK-1.5||K21|5.10729|7|5.39738|7|EK21||K1.5|1.55689|7|3.37398|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/albot-radu-monteiro-thiago-ALI58JGD/#ah;2;0.50;2","0.5","1.97","1.87","","","","","1.97","1.87","","","","","","",""
"SM","0000053","20240423|084455","20240422_1937903_010828_014609","R03_3_ESP_Mutua Madrid Open - Madrid","Albot","Monteiro","|K|0.475914|EK|G||OL1|2.31045|EOL1|OL2|2.101|EOL2|OH1|2.8907|EOH1|OH2|2.7695|EOH2|EG|NA||NAOL1|2.31467|ENAOL1|NAOL2|2.1201|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.676|12.86|1.23|1.634|AH-5|9.676|12.86|1.362|1.81|AH-4|5.479|7.282|1.588|2.11|AH-3.5|3.488|4.636|1.588|2.11|AH-3|3.488|4.636|1.774|2.358|AH-2.5|2.834|3.766|1.774|2.358|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.874|2.484|2.628|3.483|AH3|1.874|2.484|3.131|4.15|AH3.5|1.681|2.229|3.131|4.15|AH4|1.681|2.229|4.06|5.381|AH4.5|1.498|1.985|4.06|5.381|AH5|1.498|1.985|5.955|7.893|AH5.5|1.34|1.776|5.955|7.893||EAH||AHS||K-1.5|4.00161|7|1.52|7|EK-1.5||K21|5.10729|7|5.39738|7|EK21||K1.5|1.55689|7|3.37398|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/albot-radu-monteiro-thiago-ALI58JGD/#ah;2;-1.50;2","-1.5","2.04","1.79","","","2.23","1.61","2.3","1.79","","","","","","",""
"SM","0000053","20240423|084501","20240422_1937903_010828_014609","R03_3_ESP_Mutua Madrid Open - Madrid","Albot","Monteiro","|K|0.475914|EK|G||OL1|2.31045|EOL1|OL2|2.101|EOL2|OH1|2.8907|EOH1|OH2|2.7695|EOH2|EG|NA||NAOL1|2.31467|ENAOL1|NAOL2|2.1201|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.676|12.86|1.23|1.634|AH-5|9.676|12.86|1.362|1.81|AH-4|5.479|7.282|1.588|2.11|AH-3.5|3.488|4.636|1.588|2.11|AH-3|3.488|4.636|1.774|2.358|AH-2.5|2.834|3.766|1.774|2.358|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.874|2.484|2.628|3.483|AH3|1.874|2.484|3.131|4.15|AH3.5|1.681|2.229|3.131|4.15|AH4|1.681|2.229|4.06|5.381|AH4.5|1.498|1.985|4.06|5.381|AH5|1.498|1.985|5.955|7.893|AH5.5|1.34|1.776|5.955|7.893||EAH||AHS||K-1.5|4.00161|7|1.52|7|EK-1.5||K21|5.10729|7|5.39738|7|EK21||K1.5|1.55689|7|3.37398|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/spain/atp-madrid/albot-radu-monteiro-thiago-ALI58JGD/#ah;2;1.50;1","1.5","1.4","3.04","","","1.38","3.0","1.4","3.04","","","","","","",""
"SM","0000053","20240423|084459","20240422_1937903_010828_014609","R03_3_ESP_Mutua Madrid Open - Madrid","Albot","Monteiro","|K|0.475914|EK|G||OL1|2.31045|EOL1|OL2|2.101|EOL2|OH1|2.8907|EOH1|OH2|2.7695|EOH2|EG|NA||NAOL1|2.31467|ENAOL1|NAOL2|2.1201|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.676|12.86|1.23|1.634|AH-5|9.676|12.86|1.362|1.81|AH-4|5.479|7.282|1.588|2.11|AH-3.5|3.488|4.636|1.588|2.11|AH-3|3.488|4.636|1.774|2.358|AH-2.5|2.834|3.766|1.774|2.358|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.874|2.484|2.628|3.483|AH3|1.874|2.484|3.131|4.15|AH3.5|1.681|2.229|3.131|4.15|AH4|1.681|2.229|4.06|5.381|AH4.5|1.498|1.985|4.06|5.381|AH5|1.498|1.985|5.955|7.893|AH5.5|1.34|1.776|5.955|7.893||EAH||AHS||K-1.5|4.00161|7|1.52|7|EK-1.5||K21|5.10729|7|5.39738|7|EK21||K1.5|1.55689|7|3.37398|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/spain/atp-madrid/albot-radu-monteiro-thiago-ALI58JGD/#ah;2;-1.50;1","-1.5","3.42","1.33","","","3.35","1.32","3.42","1.33","","","","","","",""
"SM","0000053","20240423|084450","20240422_1937903_010828_014609","R03_3_ESP_Mutua Madrid Open - Madrid","Albot","Monteiro","|K|0.475914|EK|G||OL1|2.31045|EOL1|OL2|2.101|EOL2|OH1|2.8907|EOH1|OH2|2.7695|EOH2|EG|NA||NAOL1|2.31467|ENAOL1|NAOL2|2.1201|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.676|12.86|1.23|1.634|AH-5|9.676|12.86|1.362|1.81|AH-4|5.479|7.282|1.588|2.11|AH-3.5|3.488|4.636|1.588|2.11|AH-3|3.488|4.636|1.774|2.358|AH-2.5|2.834|3.766|1.774|2.358|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.874|2.484|2.628|3.483|AH3|1.874|2.484|3.131|4.15|AH3.5|1.681|2.229|3.131|4.15|AH4|1.681|2.229|4.06|5.381|AH4.5|1.498|1.985|4.06|5.381|AH5|1.498|1.985|5.955|7.893|AH5.5|1.34|1.776|5.955|7.893||EAH||AHS||K-1.5|4.00161|7|1.52|7|EK-1.5||K21|5.10729|7|5.39738|7|EK21||K1.5|1.55689|7|3.37398|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/spain/atp-madrid/albot-radu-monteiro-thiago-ALI58JGD/","","2.08","1.78","","","1.98","1.81","2.1","1.81","","","","","","",""
"SM","0000054","20240423|084514","20240422_1937903_011881_057769","R03_3_ESP_Mutua Madrid Open - Madrid","Bagnis","Zeppieri","|K|0.359598|EK|G||OL1|3.05505|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.06063|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|16.175|21.497|1.17|1.555|AH-5|16.175|21.497|1.24|1.647|AH-4|9.105|12.102|1.355|1.801|AH-3.5|5.602|7.445|1.355|1.801|AH-3|5.602|7.445|1.436|1.909|AH-2.5|4.54|6.033|1.436|1.909|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.469|3.273|1.964|2.604|AH3|2.469|3.273|2.397|3.178|AH3.5|2.012|2.667|2.397|3.178|AH4|2.012|2.667|3.21|4.254|AH4.5|1.66|2.2|3.21|4.254|AH5|1.66|2.2|4.912|6.511|AH5.5|1.407|1.865|4.912|6.511||EAH||AHS||K-1.5|5.39798|7|1.52|7|EK-1.5||K21|6.38615|1|4.80166|7|EK21||K1.5|1.77554|7|2.71172|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/bagnis-facundo-zeppieri-giulio-MDyEHJa4/#ah;2;1.50;2","1.5","2.0","1.83","","","1.93","1.83","2.0","1.83","","","","","","",""
"SM","0000054","20240423|084516","20240422_1937903_011881_057769","R03_3_ESP_Mutua Madrid Open - Madrid","Bagnis","Zeppieri","|K|0.359598|EK|G||OL1|3.05505|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.06063|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|16.175|21.497|1.17|1.555|AH-5|16.175|21.497|1.24|1.647|AH-4|9.105|12.102|1.355|1.801|AH-3.5|5.602|7.445|1.355|1.801|AH-3|5.602|7.445|1.436|1.909|AH-2.5|4.54|6.033|1.436|1.909|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.469|3.273|1.964|2.604|AH3|2.469|3.273|2.397|3.178|AH3.5|2.012|2.667|2.397|3.178|AH4|2.012|2.667|3.21|4.254|AH4.5|1.66|2.2|3.21|4.254|AH5|1.66|2.2|4.912|6.511|AH5.5|1.407|1.865|4.912|6.511||EAH||AHS||K-1.5|5.39798|7|1.52|7|EK-1.5||K21|6.38615|1|4.80166|7|EK21||K1.5|1.77554|7|2.71172|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/spain/atp-madrid/bagnis-facundo-zeppieri-giulio-MDyEHJa4/#ah;2;0.50;2","0.5","2.06","1.78","","","","","2.07","1.78","","","","","","",""
