"FDV","0000061","20240227|092428","20240226_1533104_092230_092231","R04_0_W15 Tucuman (ARG)","Bosio/Gomez Pezuela Cano","Bueno/Da Cruz Mendonca","|K|0.936578|EK|G||OL1|1.07|EOL1|OL2|16.2431|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/argentina/itf-w15-tucuman-women-doubles/bosio-victoria-gomez-pezuela-cano-marian-bueno-helena-da-cruz-mendonca-sofia-06ykZmA5/","","","","","","","","1.12","5.35","","","","","","",""
"DM","0000062","20240227|092431","20240226_1936704_109193_067885","R04_2_Abierto Mexicano Telcel - Acapulco (MEX)","Evans/Patten","Arneodo/Weissborn","|K|0.659144|EK|G||OL1|1.6492|EOL1|OL2|3.0429|EOL2|OH1|152|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.7252|ENAOL1|NAOL2|3.2046|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/atp-acapulco-doubles/evans-daniel-patten-henry-arneodo-romain-weissborn-tristan-samuel-ngl9ccXI/","","1.61","2.33","","","1.62","2.2","1.62","2.33","","","","","","",""
"DM","0000063","20240227|092434","20240226_1936904_109154_055228","R04_2_Movistar Chile Open - Santiago (CHI)","Demoliner/Duran","Arias/Zeballos","|K|0.552833|EK|G||OL1|1.96385|EOL1|OL2|2.3184|EOL2|OH1|181|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.05435|ENAOL1|NAOL2|2.4416|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/chile/atp-santiago-doubles/demoliner-marcelo-duran-guillermo-arias-boris-zeballos-federico-xpxfExXj/","","1.65","2.25","","","","","1.65","2.25","","","","","","",""
"DM","0000064","20240227|092438","20240226_1936904_103129_085718","R04_2_Movistar Chile Open - Santiago (CHI)","Cornea/Oswald","Hidalgo/Rodriguez","|K|0.479731|EK|G||OL1|2.16315|EOL1|OL2|2.09405|EOL2|OH1|209|EOH1|OH2|193|EOH2|EG|NA||NAOL1|2.2781|ENAOL1|NAOL2|2.19055|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/chile/atp-santiago-doubles/cornea-vlad-victor-oswald-philipp-hidalgo-diego-rodriguez-cristian-QaVywM9i/","","2.04","1.78","","","","","2.04","1.8","","","","","","",""
"SM","0000065","20240227|092447","20240226_1936804_082371_025543","R04_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","van Assche","Khachanov","|K|0.216233|EK|G||OL1|5.07911|EOL1|OL2|1.408|EOL2|OH1|1|EOH1|OH2|1.728|EOH2|EG|NA||NAOL1|5.07911|ENAOL1|NAOL2|1.4208|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.245|1.468|AH-4|100.511|118.489|1.332|1.571|AH-3.5|16.021|18.886|1.332|1.571|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.396|3.459|1.834|2.648|AH4|2.396|3.459|2.459|3.55|AH4.5|1.799|2.597|2.459|3.55|AH5|1.799|2.597|3.528|5.093|AH5.5|1.473|2.126|3.528|5.093||EAH||AHS||K-1.5|39.2549|1|1.51|7|EK-1.5||K21|7.36781|1|4.10907|7|EK21||K1.5|2.4323|7|1.96|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/van-assche-luca-khachanov-karen-dE2STvg0/#ah;2;4.50;2","4.5","1.83","2.03","","","1.82","1.97","1.83","2.03","","","","","","",""
"SM","0000065","20240227|092449","20240226_1936804_082371_025543","R04_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","van Assche","Khachanov","|K|0.216233|EK|G||OL1|5.07911|EOL1|OL2|1.408|EOL2|OH1|1|EOH1|OH2|1.728|EOH2|EG|NA||NAOL1|5.07911|ENAOL1|NAOL2|1.4208|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.245|1.468|AH-4|100.511|118.489|1.332|1.571|AH-3.5|16.021|18.886|1.332|1.571|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.396|3.459|1.834|2.648|AH4|2.396|3.459|2.459|3.55|AH4.5|1.799|2.597|2.459|3.55|AH5|1.799|2.597|3.528|5.093|AH5.5|1.473|2.126|3.528|5.093||EAH||AHS||K-1.5|39.2549|1|1.51|7|EK-1.5||K21|7.36781|1|4.10907|7|EK21||K1.5|2.4323|7|1.96|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/van-assche-luca-khachanov-karen-dE2STvg0/#ah;2;3.50;2","3.5","2.49","1.57","","","","","2.49","1.57","","","","","","",""
"SM","0000065","20240227|092453","20240226_1936804_082371_025543","R04_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","van Assche","Khachanov","|K|0.216233|EK|G||OL1|5.07911|EOL1|OL2|1.408|EOL2|OH1|1|EOH1|OH2|1.728|EOH2|EG|NA||NAOL1|5.07911|ENAOL1|NAOL2|1.4208|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.245|1.468|AH-4|100.511|118.489|1.332|1.571|AH-3.5|16.021|18.886|1.332|1.571|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.396|3.459|1.834|2.648|AH4|2.396|3.459|2.459|3.55|AH4.5|1.799|2.597|2.459|3.55|AH5|1.799|2.597|3.528|5.093|AH5.5|1.473|2.126|3.528|5.093||EAH||AHS||K-1.5|39.2549|1|1.51|7|EK-1.5||K21|7.36781|1|4.10907|7|EK21||K1.5|2.4323|7|1.96|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/van-assche-luca-khachanov-karen-dE2STvg0/#ah;2;1.50;1","1.5","2.32","1.65","","","2.2","1.66","2.32","1.66","","","","","","",""
"SM","0000065","20240227|092451","20240226_1936804_082371_025543","R04_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","van Assche","Khachanov","|K|0.216233|EK|G||OL1|5.07911|EOL1|OL2|1.408|EOL2|OH1|1|EOH1|OH2|1.728|EOH2|EG|NA||NAOL1|5.07911|ENAOL1|NAOL2|1.4208|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.245|1.468|AH-4|100.511|118.489|1.332|1.571|AH-3.5|16.021|18.886|1.332|1.571|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.396|3.459|1.834|2.648|AH4|2.396|3.459|2.459|3.55|AH4.5|1.799|2.597|2.459|3.55|AH5|1.799|2.597|3.528|5.093|AH5.5|1.473|2.126|3.528|5.093||EAH||AHS||K-1.5|39.2549|1|1.51|7|EK-1.5||K21|7.36781|1|4.10907|7|EK21||K1.5|2.4323|7|1.96|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/van-assche-luca-khachanov-karen-dE2STvg0/#ah;2;-1.50;1","-1.5","10.71","1.07","","","9.0","1.07","10.71","1.07","","","","","","",""
"SM","0000065","20240227|092441","20240226_1936804_082371_025543","R04_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","van Assche","Khachanov","|K|0.216233|EK|G||OL1|5.07911|EOL1|OL2|1.408|EOL2|OH1|1|EOH1|OH2|1.728|EOH2|EG|NA||NAOL1|5.07911|ENAOL1|NAOL2|1.4208|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.245|1.468|AH-4|100.511|118.489|1.332|1.571|AH-3.5|16.021|18.886|1.332|1.571|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|2.396|3.459|1.834|2.648|AH4|2.396|3.459|2.459|3.55|AH4.5|1.799|2.597|2.459|3.55|AH5|1.799|2.597|3.528|5.093|AH5.5|1.473|2.126|3.528|5.093||EAH||AHS||K-1.5|39.2549|1|1.51|7|EK-1.5||K21|7.36781|1|4.10907|7|EK21||K1.5|2.4323|7|1.96|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/van-assche-luca-khachanov-karen-dE2STvg0/","","4.86","1.21","","","4.6","1.2","4.86","1.21","","","","","","",""
"SM","0000066","20240227|092506","20240226_1936805_024245_033860","R05_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Griekspoor","|K|0.473541|EK|G||OL1|2.32564|EOL1|OL2|2.09|EOL2|OH1|3.074|EOH1|OH2|2.565|EOH2|EG|NA||NAOL1|2.32564|ENAOL1|NAOL2|2.109|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|34.714|40.924|1000|1000|AH-5|34.714|40.924|1000|1000|AH-4|9.586|11.301|1000|1000|AH-3.5|5.415|6.384|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.582|2.284|1000|1000|AH4|1.582|2.284|1000|1000|AH4.5|1.349|1.948|1000|1000|AH5|1.349|1.948|1000|1000|AH5.5|1.207|1.743|1000|1000||EAH||AHS||K-1.5|4.18988|7|1.51|7|EK-1.5||K21|4.64571|7|5.22767|7|EK21||K1.5|1.51|7|3.62947|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-griekspoor-tallon-462Pzm6p/#ah;2;-0.50;2","-0.5","1.85","2.02","","","","","1.85","2.02","","","","","","",""
"SM","0000066","20240227|092505","20240226_1936805_024245_033860","R05_2_Dubai Duty Free Tennis Championships - Dubai (UAE)","Bublik","Griekspoor","|K|0.473541|EK|G||OL1|2.32564|EOL1|OL2|2.09|EOL2|OH1|3.074|EOH1|OH2|2.565|EOH2|EG|NA||NAOL1|2.32564|ENAOL1|NAOL2|2.109|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|34.714|40.924|1000|1000|AH-5|34.714|40.924|1000|1000|AH-4|9.586|11.301|1000|1000|AH-3.5|5.415|6.384|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.582|2.284|1000|1000|AH4|1.582|2.284|1000|1000|AH4.5|1.349|1.948|1000|1000|AH5|1.349|1.948|1000|1000|AH5.5|1.207|1.743|1000|1000||EAH||AHS||K-1.5|4.18988|7|1.51|7|EK-1.5||K21|4.64571|7|5.22767|7|EK21||K1.5|1.51|7|3.62947|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/united-arab-emirates/atp-dubai/bublik-alexander-griekspoor-tallon-462Pzm6p/#ah;2;-1.50;2","-1.5","2.03","1.85","","","2.04","1.76","2.04","1.85","","","","","","",""
