"CSV","0000079","20240502|090419","20240429_1544005_061300_031016","R05_1_TUN_W35 Hammamet","Yamazaki","Cakarevic","|K|0.324184|EK|G||OL1|3.16725|EOL1|OL2|1.5762|EOL2|OH1|4.1097|EOH1|OH2|2.072|EOH2|EG|NA|NOT|ENA||AH-5.5|6.177|603.199|1.227|119.873|AH-5|6.177|603.199|1.395|136.23|AH-4|3.85|376.012|1.48|144.491|AH-3.5|3.326|324.767|1.48|144.491|AH-3|3.326|324.767|1.423|138.921|AH-2.5|3.655|356.928|1.423|138.921|AH-2|3.655|356.928|1.495|146.037|AH-1.5|3.248|317.218|1.495|146.037||AH1.5|2.74|262.687|1.684|161.468|AH2|2.74|262.687|1.747|167.508|AH2.5|2.588|248.13|1.747|167.508|AH3|2.588|248.13|1.98|189.809|AH3.5|2.204|211.348|1.98|189.809|AH4|2.204|211.348|2.483|238.082|AH4.5|1.798|172.421|2.483|238.082|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.95103|1|1.5|1|EK-1.5||K21|8.16147|5.6|5.88502|5.6|EK21||K1.5|1.9811|5.6|2.4756|5.6|EK1.5||EAHS|","","-","","","","","","","","","","","","","","","",""
"CSV","0000080","20240502|090430","20240429_1545205_017345_034441","R05_1_USA_W100 Bonita Springs","Chirico","Appleton","|K|0.75913|EK|G||OL1|1.4058|EOL1|OL2|4.264|EOL2|OH1|1.848|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.404|234.726|1.784|174.225|AH-5|2.404|234.726|2.209|215.741|AH-4|1.909|186.4|2.818|275.229|AH-3.5|1.608|157.068|2.818|275.229|AH-3|1.608|157.068|3.455|337.425|AH-2.5|1.455|142.119|3.455|337.425|AH-2|1.455|142.119|3.77|368.132|AH-1.5|1.406|137.295|3.77|368.132||AH1.5|1.31|125.6|5.117|490.621|AH2|1.31|125.6|6.533|626.329|AH2.5|1.241|119|6.533|626.329|AH3|1.241|119|7.003|671.436|AH3.5|1.226|117.5|7.003|671.436|AH4|1.226|117.5|9.42|903.14|AH4.5|1.173|112.451|9.42|903.14|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.16045|5.6|2.29092|5.6|EK-1.5||K21|4.40192|5.6|14.0132|1|EK21||K1.5|1.5|1|9.65749|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/chirico-louisa-appleton-emily-08Wuvy8O/#ah;2;-4.50;2","-4.5","1.74","2.02","","","","","1.74","2.02","","","","","","",""
"CSV","0000080","20240502|090432","20240429_1545205_017345_034441","R05_1_USA_W100 Bonita Springs","Chirico","Appleton","|K|0.75913|EK|G||OL1|1.4058|EOL1|OL2|4.264|EOL2|OH1|1.848|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.404|234.726|1.784|174.225|AH-5|2.404|234.726|2.209|215.741|AH-4|1.909|186.4|2.818|275.229|AH-3.5|1.608|157.068|2.818|275.229|AH-3|1.608|157.068|3.455|337.425|AH-2.5|1.455|142.119|3.455|337.425|AH-2|1.455|142.119|3.77|368.132|AH-1.5|1.406|137.295|3.77|368.132||AH1.5|1.31|125.6|5.117|490.621|AH2|1.31|125.6|6.533|626.329|AH2.5|1.241|119|6.533|626.329|AH3|1.241|119|7.003|671.436|AH3.5|1.226|117.5|7.003|671.436|AH4|1.226|117.5|9.42|903.14|AH4.5|1.173|112.451|9.42|903.14|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.16045|5.6|2.29092|5.6|EK-1.5||K21|4.40192|5.6|14.0132|1|EK21||K1.5|1.5|1|9.65749|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/chirico-louisa-appleton-emily-08Wuvy8O/#ah;2;-5.00;2","-5.0","1.94","1.8","","","","","1.94","1.8","","","","","","",""
"CSV","0000080","20240502|090436","20240429_1545205_017345_034441","R05_1_USA_W100 Bonita Springs","Chirico","Appleton","|K|0.75913|EK|G||OL1|1.4058|EOL1|OL2|4.264|EOL2|OH1|1.848|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.404|234.726|1.784|174.225|AH-5|2.404|234.726|2.209|215.741|AH-4|1.909|186.4|2.818|275.229|AH-3.5|1.608|157.068|2.818|275.229|AH-3|1.608|157.068|3.455|337.425|AH-2.5|1.455|142.119|3.455|337.425|AH-2|1.455|142.119|3.77|368.132|AH-1.5|1.406|137.295|3.77|368.132||AH1.5|1.31|125.6|5.117|490.621|AH2|1.31|125.6|6.533|626.329|AH2.5|1.241|119|6.533|626.329|AH3|1.241|119|7.003|671.436|AH3.5|1.226|117.5|7.003|671.436|AH4|1.226|117.5|9.42|903.14|AH4.5|1.173|112.451|9.42|903.14|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.16045|5.6|2.29092|5.6|EK-1.5||K21|4.40192|5.6|14.0132|1|EK21||K1.5|1.5|1|9.65749|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/chirico-louisa-appleton-emily-08Wuvy8O/#ah;2;1.50;1","1.5","1.09","6.4","","","","","1.09","6.4","","","","","","",""
"CSV","0000080","20240502|090434","20240429_1545205_017345_034441","R05_1_USA_W100 Bonita Springs","Chirico","Appleton","|K|0.75913|EK|G||OL1|1.4058|EOL1|OL2|4.264|EOL2|OH1|1.848|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.404|234.726|1.784|174.225|AH-5|2.404|234.726|2.209|215.741|AH-4|1.909|186.4|2.818|275.229|AH-3.5|1.608|157.068|2.818|275.229|AH-3|1.608|157.068|3.455|337.425|AH-2.5|1.455|142.119|3.455|337.425|AH-2|1.455|142.119|3.77|368.132|AH-1.5|1.406|137.295|3.77|368.132||AH1.5|1.31|125.6|5.117|490.621|AH2|1.31|125.6|6.533|626.329|AH2.5|1.241|119|6.533|626.329|AH3|1.241|119|7.003|671.436|AH3.5|1.226|117.5|7.003|671.436|AH4|1.226|117.5|9.42|903.14|AH4.5|1.173|112.451|9.42|903.14|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.16045|5.6|2.29092|5.6|EK-1.5||K21|4.40192|5.6|14.0132|1|EK21||K1.5|1.5|1|9.65749|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/chirico-louisa-appleton-emily-08Wuvy8O/#ah;2;-1.50;1","-1.5","1.69","2.09","","","","","1.69","2.09","","","","","","",""
"CSV","0000080","20240502|090424","20240429_1545205_017345_034441","R05_1_USA_W100 Bonita Springs","Chirico","Appleton","|K|0.75913|EK|G||OL1|1.4058|EOL1|OL2|4.264|EOL2|OH1|1.848|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|2.404|234.726|1.784|174.225|AH-5|2.404|234.726|2.209|215.741|AH-4|1.909|186.4|2.818|275.229|AH-3.5|1.608|157.068|2.818|275.229|AH-3|1.608|157.068|3.455|337.425|AH-2.5|1.455|142.119|3.455|337.425|AH-2|1.455|142.119|3.77|368.132|AH-1.5|1.406|137.295|3.77|368.132||AH1.5|1.31|125.6|5.117|490.621|AH2|1.31|125.6|6.533|626.329|AH2.5|1.241|119|6.533|626.329|AH3|1.241|119|7.003|671.436|AH3.5|1.226|117.5|7.003|671.436|AH4|1.226|117.5|9.42|903.14|AH4.5|1.173|112.451|9.42|903.14|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.16045|5.6|2.29092|5.6|EK-1.5||K21|4.40192|5.6|14.0132|1|EK21||K1.5|1.5|1|9.65749|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/chirico-louisa-appleton-emily-08Wuvy8O/","","1.26","3.6","","","1.25","3.55","1.26","3.6","","","","","","",""
"CSV","0000081","20240502|090446","20240429_1545205_030232_045866","R05_1_USA_W100 Bonita Springs","Stollar","Li","|K|0.347209|EK|G||OL1|2.96225|EOL1|OL2|1.6401|EOL2|OH1|3.8437|EOH1|OH2|2.156|EOH2|EG|NA|NOT|ENA||AH-5.5|6.843|668.254|1.204|117.598|AH-5|6.843|668.254|1.291|126.032|AH-4|4.958|484.139|1.387|135.495|AH-3.5|3.909|381.73|1.387|135.495|AH-3|3.909|381.73|1.449|141.513|AH-2.5|3.491|340.887|1.449|141.513|AH-2|3.491|340.887|1.512|147.703|AH-1.5|3.171|309.628|1.512|147.703||AH1.5|2.668|255.84|1.712|164.168|AH2|2.668|255.84|1.79|171.611|AH2.5|2.499|239.643|1.79|171.611|AH3|2.499|239.643|1.975|189.346|AH3.5|2.21|211.924|1.975|189.346|AH4|2.21|211.924|2.356|225.934|AH4.5|1.871|179.407|2.356|225.934|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.61607|1|1.5|1|EK-1.5||K21|8.43743|1|5.22961|5.6|EK21||K1.5|1.87016|5.6|2.64481|5.6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/stollar-fanny-li-ann-YmFUu6de/#ah;2;4.50;2","4.5","1.82","1.92","","","","","1.82","1.92","","","","","","",""
"CSV","0000081","20240502|090447","20240429_1545205_030232_045866","R05_1_USA_W100 Bonita Springs","Stollar","Li","|K|0.347209|EK|G||OL1|2.96225|EOL1|OL2|1.6401|EOL2|OH1|3.8437|EOH1|OH2|2.156|EOH2|EG|NA|NOT|ENA||AH-5.5|6.843|668.254|1.204|117.598|AH-5|6.843|668.254|1.291|126.032|AH-4|4.958|484.139|1.387|135.495|AH-3.5|3.909|381.73|1.387|135.495|AH-3|3.909|381.73|1.449|141.513|AH-2.5|3.491|340.887|1.449|141.513|AH-2|3.491|340.887|1.512|147.703|AH-1.5|3.171|309.628|1.512|147.703||AH1.5|2.668|255.84|1.712|164.168|AH2|2.668|255.84|1.79|171.611|AH2.5|2.499|239.643|1.79|171.611|AH3|2.499|239.643|1.975|189.346|AH3.5|2.21|211.924|1.975|189.346|AH4|2.21|211.924|2.356|225.934|AH4.5|1.871|179.407|2.356|225.934|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.61607|1|1.5|1|EK-1.5||K21|8.43743|1|5.22961|5.6|EK21||K1.5|1.87016|5.6|2.64481|5.6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/stollar-fanny-li-ann-YmFUu6de/#ah;2;3.50;2","3.5","","","","","","","2.1","1.65","","","","","","",""
"CSV","0000081","20240502|090450","20240429_1545205_030232_045866","R05_1_USA_W100 Bonita Springs","Stollar","Li","|K|0.347209|EK|G||OL1|2.96225|EOL1|OL2|1.6401|EOL2|OH1|3.8437|EOH1|OH2|2.156|EOH2|EG|NA|NOT|ENA||AH-5.5|6.843|668.254|1.204|117.598|AH-5|6.843|668.254|1.291|126.032|AH-4|4.958|484.139|1.387|135.495|AH-3.5|3.909|381.73|1.387|135.495|AH-3|3.909|381.73|1.449|141.513|AH-2.5|3.491|340.887|1.449|141.513|AH-2|3.491|340.887|1.512|147.703|AH-1.5|3.171|309.628|1.512|147.703||AH1.5|2.668|255.84|1.712|164.168|AH2|2.668|255.84|1.79|171.611|AH2.5|2.499|239.643|1.79|171.611|AH3|2.499|239.643|1.975|189.346|AH3.5|2.21|211.924|1.975|189.346|AH4|2.21|211.924|2.356|225.934|AH4.5|1.871|179.407|2.356|225.934|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.61607|1|1.5|1|EK-1.5||K21|8.43743|1|5.22961|5.6|EK21||K1.5|1.87016|5.6|2.64481|5.6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/stollar-fanny-li-ann-YmFUu6de/#ah;2;1.50;1","1.5","1.84","1.9","","","","","1.84","1.9","","","","","","",""
"CSV","0000081","20240502|090449","20240429_1545205_030232_045866","R05_1_USA_W100 Bonita Springs","Stollar","Li","|K|0.347209|EK|G||OL1|2.96225|EOL1|OL2|1.6401|EOL2|OH1|3.8437|EOH1|OH2|2.156|EOH2|EG|NA|NOT|ENA||AH-5.5|6.843|668.254|1.204|117.598|AH-5|6.843|668.254|1.291|126.032|AH-4|4.958|484.139|1.387|135.495|AH-3.5|3.909|381.73|1.387|135.495|AH-3|3.909|381.73|1.449|141.513|AH-2.5|3.491|340.887|1.449|141.513|AH-2|3.491|340.887|1.512|147.703|AH-1.5|3.171|309.628|1.512|147.703||AH1.5|2.668|255.84|1.712|164.168|AH2|2.668|255.84|1.79|171.611|AH2.5|2.499|239.643|1.79|171.611|AH3|2.499|239.643|1.975|189.346|AH3.5|2.21|211.924|1.975|189.346|AH4|2.21|211.924|2.356|225.934|AH4.5|1.871|179.407|2.356|225.934|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.61607|1|1.5|1|EK-1.5||K21|8.43743|1|5.22961|5.6|EK21||K1.5|1.87016|5.6|2.64481|5.6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/stollar-fanny-li-ann-YmFUu6de/#ah;2;-1.50;1","-1.5","4.93","1.15","","","","","4.93","1.15","","","","","","",""
"CSV","0000081","20240502|090440","20240429_1545205_030232_045866","R05_1_USA_W100 Bonita Springs","Stollar","Li","|K|0.347209|EK|G||OL1|2.96225|EOL1|OL2|1.6401|EOL2|OH1|3.8437|EOH1|OH2|2.156|EOH2|EG|NA|NOT|ENA||AH-5.5|6.843|668.254|1.204|117.598|AH-5|6.843|668.254|1.291|126.032|AH-4|4.958|484.139|1.387|135.495|AH-3.5|3.909|381.73|1.387|135.495|AH-3|3.909|381.73|1.449|141.513|AH-2.5|3.491|340.887|1.449|141.513|AH-2|3.491|340.887|1.512|147.703|AH-1.5|3.171|309.628|1.512|147.703||AH1.5|2.668|255.84|1.712|164.168|AH2|2.668|255.84|1.79|171.611|AH2.5|2.499|239.643|1.79|171.611|AH3|2.499|239.643|1.975|189.346|AH3.5|2.21|211.924|1.975|189.346|AH4|2.21|211.924|2.356|225.934|AH4.5|1.871|179.407|2.356|225.934|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.61607|1|1.5|1|EK-1.5||K21|8.43743|1|5.22961|5.6|EK21||K1.5|1.87016|5.6|2.64481|5.6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/itf-w100-bonita-springs-fl-women/stollar-fanny-li-ann-YmFUu6de/","","2.92","1.37","","","2.9","1.36","2.92","1.37","","","","","","",""
