"FSM","0000001","20240307|131205","20240304_1957105_051966_013032","R05_0_M15 Torello (ESP)","Iannaccone","Diez","|K|0.666091|EK|G||OL1|1.65345|EOL1|OL2|3.057|EOL2|OH1|151|EOH1|OH2|4.5|EOH2|EG|NA|NOT|ENA||AH-5.5|3.738|4.407|1.833|2.161|AH-5|3.738|4.407|2.195|2.588|AH-4|2.797|3.297|2.58|3.041|AH-3.5|2.351|2.771|2.58|3.041|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.392|2.01|4.097|5.914|AH4|1.392|2.01|5.192|7.495|AH4.5|1.299|1.875|5.192|7.495|AH5|1.299|1.875|6.678|9.641|AH5.5|1.23|1.776|6.678|9.641||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","","https://www.oddsportal.com/tennis/spain/itf-m15-torello-men/iannaccone-federico-diez-steven-xSYY9J6O/inplay-odds/","","","","","","","","","","","","","","","","G"
"CDM","0000002","20240307|131210","20240304_1955309_100999_027486","R09_1_Santa Cruz de la Sierra Challenger (BOL)","Burruchaga/Olivieri","Collarini/Olivo","|K|0.539832|EK|G||OL1|1.89162|EOL1|OL2|2.21706|EOL2|OH1|186|EOH1|OH2|218|EOH2|EG|NA||NAOL1|2.01438|ENAOL1|NAOL2|2.36094|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/bolivia/santa-cruz-challenger-men-doubles/burruchaga-roman-andres-olivieri-genaro-alberto-collarini-andrea-olivo-renzo-xl0Prv9f/","","","","","","","","1.65","2.05","","","","","","",""
"CDM","0000003","20240307|131213","20240304_1955309_099470_096712","R09_1_Santa Cruz de la Sierra Challenger (BOL)","King/Stalder","Boscardin Dias/Villanueva","|K|0.659643|EK|G||OL1|1.53049|EOL1|OL2|2.98998|EOL2|OH1|2.28|EOH1|OH2|294|EOH2|EG|NA||NAOL1|1.67656|ENAOL1|NAOL2|3.18402|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/bolivia/santa-cruz-challenger-men-doubles/king-evan-stalder-reese-boscardin-dias-pedro-villanueva-gonzalo-vNZp1tQE/","","","","","","","","1.28","3.4","","","","","","",""
"CDM","0000004","20240307|131216","20240304_1955309_100203_055228","R09_1_Santa Cruz de la Sierra Challenger (BOL)","Dellien/Dellien Velasco","Arias/Zeballos","|K|0.458305|EK|G||OL1|2.22723|EOL1|OL2|1.88145|EOL2|OH1|219|EOH1|OH2|185|EOH2|EG|NA||NAOL1|2.37177|ENAOL1|NAOL2|2.00355|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/bolivia/santa-cruz-challenger-men-doubles/dellien-hugo-dellien-velasco-murkel-alejandro-arias-boris-zeballos-federico-bBnJrY9m/","","","","","","","","","","","","","","","",""
"SM","0000005","20240307|131227","20240304_1937005_020648_039309","R05_3_BNP Paribas Open - Indian Wells (USA)","Daniel","De Minaur","|K|0.0637791|EK|G||OL1|17.201|EOL1|OL2|1.177|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|17.201|ENAOL1|NAOL2|1.1877|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.23|1.45|AH-4|12300|14500|1.23|1.45|AH-3.5|12300|14500|1.23|1.45|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|3.985|5.753|1.405|2.029|AH4|3.985|5.753|1.827|2.638|AH4.5|2.409|3.478|1.827|2.638|AH5|2.409|3.478|2.629|3.795|AH5.5|1.718|2.48|2.629|3.795||EAH||AHS||K-1.5|28.2231|1|1.51|7|EK-1.5||K21|11.4833|1|4.11009|7|EK21||K1.5|2.80361|7|1.78623|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/daniel-taro-de-minaur-alex-YD8U65cT/#ah;2;6.50;2","6.5","1.68","2.26","","","1.66","2.18","1.68","2.26","","","","","","",""
"SM","0000005","20240307|131229","20240304_1937005_020648_039309","R05_3_BNP Paribas Open - Indian Wells (USA)","Daniel","De Minaur","|K|0.0637791|EK|G||OL1|17.201|EOL1|OL2|1.177|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|17.201|ENAOL1|NAOL2|1.1877|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.23|1.45|AH-4|12300|14500|1.23|1.45|AH-3.5|12300|14500|1.23|1.45|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|3.985|5.753|1.405|2.029|AH4|3.985|5.753|1.827|2.638|AH4.5|2.409|3.478|1.827|2.638|AH5|2.409|3.478|2.629|3.795|AH5.5|1.718|2.48|2.629|3.795||EAH||AHS||K-1.5|28.2231|1|1.51|7|EK-1.5||K21|11.4833|1|4.11009|7|EK21||K1.5|2.80361|7|1.78623|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/daniel-taro-de-minaur-alex-YD8U65cT/#ah;2;5.50;2","5.5","2.22","1.7","","","","","2.22","1.7","","","","","","",""
"SM","0000005","20240307|131247","20240304_1937005_020648_039309","R05_3_BNP Paribas Open - Indian Wells (USA)","Daniel","De Minaur","|K|0.0637791|EK|G||OL1|17.201|EOL1|OL2|1.177|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|17.201|ENAOL1|NAOL2|1.1877|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.23|1.45|AH-4|12300|14500|1.23|1.45|AH-3.5|12300|14500|1.23|1.45|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|3.985|5.753|1.405|2.029|AH4|3.985|5.753|1.827|2.638|AH4.5|2.409|3.478|1.827|2.638|AH5|2.409|3.478|2.629|3.795|AH5.5|1.718|2.48|2.629|3.795||EAH||AHS||K-1.5|28.2231|1|1.51|7|EK-1.5||K21|11.4833|1|4.11009|7|EK21||K1.5|2.80361|7|1.78623|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-indian-wells/daniel-taro-de-minaur-alex-YD8U65cT/#ah;2;1.50;1","1.5","3.4","1.34","","","3.65","1.28","3.65","1.34","","","","","","",""
"SM","0000005","20240307|131230","20240304_1937005_020648_039309","R05_3_BNP Paribas Open - Indian Wells (USA)","Daniel","De Minaur","|K|0.0637791|EK|G||OL1|17.201|EOL1|OL2|1.177|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|17.201|ENAOL1|NAOL2|1.1877|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.23|1.45|AH-4|12300|14500|1.23|1.45|AH-3.5|12300|14500|1.23|1.45|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|3.985|5.753|1.405|2.029|AH4|3.985|5.753|1.827|2.638|AH4.5|2.409|3.478|1.827|2.638|AH5|2.409|3.478|2.629|3.795|AH5.5|1.718|2.48|2.629|3.795||EAH||AHS||K-1.5|28.2231|1|1.51|7|EK-1.5||K21|11.4833|1|4.11009|7|EK21||K1.5|2.80361|7|1.78623|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-indian-wells/daniel-taro-de-minaur-alex-YD8U65cT/#ah;2;-1.50;1","-1.5","","","","","","","","","","","","","","",""
"SM","0000005","20240307|131219","20240304_1937005_020648_039309","R05_3_BNP Paribas Open - Indian Wells (USA)","Daniel","De Minaur","|K|0.0637791|EK|G||OL1|17.201|EOL1|OL2|1.177|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|17.201|ENAOL1|NAOL2|1.1877|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|12300|14500|1.23|1.45|AH-5|12300|14500|1.23|1.45|AH-4|12300|14500|1.23|1.45|AH-3.5|12300|14500|1.23|1.45|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|3.985|5.753|1.405|2.029|AH4|3.985|5.753|1.827|2.638|AH4.5|2.409|3.478|1.827|2.638|AH5|2.409|3.478|2.629|3.795|AH5.5|1.718|2.48|2.629|3.795||EAH||AHS||K-1.5|28.2231|1|1.51|7|EK-1.5||K21|11.4833|1|4.11009|7|EK21||K1.5|2.80361|7|1.78623|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-indian-wells/daniel-taro-de-minaur-alex-YD8U65cT/","","9.16","1.08","","","9.5","1.07","9.5","1.08","","","","","","",""
"SM","0000006","20240307|131309","20240304_1937005_052140_027482","R05_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Jarry","|K|0.421404|EK|G||OL1|2.61086|EOL1|OL2|1.903|EOL2|OH1|1|EOH1|OH2|2.3355|EOH2|EG|NA||NAOL1|2.61086|ENAOL1|NAOL2|1.9203|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|13.52|15.938|1000|1000|AH-5|13.52|15.938|1000|1000|AH-4|8.249|9.724|1000|1000|AH-3.5|4.903|5.78|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.655|2.389|1000|1000|AH4|1.655|2.389|1000|1000|AH4.5|1.434|2.07|1000|1000|AH5|1.434|2.07|1000|1000|AH5.5|1.24|1.79|1000|1000||EAH||AHS||K-1.5|5.44791|7|1.51|7|EK-1.5||K21|5.90729|7|4.80047|7|EK21||K1.5|1.73518|7|2.78049|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-jarry-nicolas-l4unVKve/#ah;2;2.50;2","2.5","1.83","2.03","","","","","1.83","2.03","","","","","","",""
"SM","0000006","20240307|131311","20240304_1937005_052140_027482","R05_3_BNP Paribas Open - Indian Wells (USA)","Marozsan","Jarry","|K|0.421404|EK|G||OL1|2.61086|EOL1|OL2|1.903|EOL2|OH1|1|EOH1|OH2|2.3355|EOH2|EG|NA||NAOL1|2.61086|ENAOL1|NAOL2|1.9203|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|13.52|15.938|1000|1000|AH-5|13.52|15.938|1000|1000|AH-4|8.249|9.724|1000|1000|AH-3.5|4.903|5.78|1000|1000|AH-3|1000|1000|1000|1000|AH-2.5|1000|1000|1000|1000|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1000|1000|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1.655|2.389|1000|1000|AH4|1.655|2.389|1000|1000|AH4.5|1.434|2.07|1000|1000|AH5|1.434|2.07|1000|1000|AH5.5|1.24|1.79|1000|1000||EAH||AHS||K-1.5|5.44791|7|1.51|7|EK-1.5||K21|5.90729|7|4.80047|7|EK21||K1.5|1.73518|7|2.78049|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-indian-wells/marozsan-fabian-jarry-nicolas-l4unVKve/#ah;2;1.50;2","1.5","2.1","1.78","","","2.06","1.74","2.1","1.78","","","","","","",""
