"CDV","0000013","20240612|113048","20240610_1552109_060140_094305","R09_1_ESP_BBVA Open Internacional - Valencia","Anshba/Detiuc","Moratelli/Zarazua","|K|0.458902|EK|G||OL1|2.18|EOL1|OL2|1.924|EOL2|OH1|3.052|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.398|ENAOL1|NAOL2|1.9425|ENAOL2|NAVE1|-6|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/valencia-challenger-women-doubles/anshba-amina-detiuc-anastasia-moratelli-angelica-zarazua-renata-xM1dCJrB/","","","","","","","","1.72","2.0","","","","","","",""
"CDV","0000014","20240612|113053","20240610_1552109_094557_087576","R09_1_ESP_BBVA Open Internacional - Valencia","Pigossi/Santamaria","Esquiva Banuls/Fita Boluda","|K|0.658231|EK|G||OL1|1.5808|EOL1|OL2|2.93|EOL2|OH1|2.204|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.596|ENAOL1|NAOL2|3.223|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-6|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/valencia-challenger-women-doubles/pigossi-laura-santamaria-sabrina-esquiva-banuls-charo-fita-boluda-angela-UJty5yyo/","","","","","","","","1.28","3.4","","","","","","",""
"CDV","0000015","20240612|113056","20240610_1552109_079138_094556","R09_1_ESP_BBVA Open Internacional - Valencia","Cavalle-Reimers/Romero Gormaz","Fomina/Heisen","|K|0.672804|EK|G||OL1|1.5496|EOL1|OL2|3.06|EOL2|OH1|2.1605|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.5645|ENAOL1|NAOL2|3.366|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-6|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/valencia-challenger-women-doubles/cavalle-reimers-ivonne-romero-gormaz-leyre-fomina-alena-heisen-vivian-j53lEuEb/","","","","","","","","1.85","1.85","","","","","","",""
"CDV","0000016","20240612|113100","20240610_1552109_094558_088213","R09_1_ESP_BBVA Open Internacional - Valencia","Lepchenko/Zavatska","Piter/Stollar","|K|0.290218|EK|G||OL1|3.45|EOL1|OL2|1.4664|EOL2|OH1|1|EOH1|OH2|2.0445|EOH2|EG|NA||NAOL1|3.795|ENAOL1|NAOL2|1.4805|ENAOL2|NAVE1|-6|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/valencia-challenger-women-doubles/lepchenko-varvara-zavatska-katarina-piter-katarzyna-stollar-fanny-Yme5AcDN/","","","","","","","","2.7","1.4","","","","","","",""
"SM","0000017","20240612|113114","20240610_1938605_029812_033502","R05_2_GER_Boss Open - Stuttgart","Berrettini","Shapovalov","|K|0.593091|EK|G||OL1|1.859|EOL1|OL2|2.6937|EOL2|OH1|2.4505|EOH1|OH2|3.3702|EOH2|EG|NA||NAOL1|1.8759|ENAOL1|NAOL2|2.69862|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|12.044|16.007|1.2|1.594|AH-5|12.044|16.007|1.4|1.861|AH-4|4.939|6.564|1.758|2.336|AH-3.5|2.877|3.823|1.758|2.336|AH-3|2.877|3.823|2.203|2.928|AH-2.5|2.162|2.873|2.203|2.928|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.434|1.901|4.614|6.115|AH3|1.434|1.901|7.267|9.632|AH3.5|1.288|1.707|7.267|9.632|AH4|1.288|1.707|13.139|17.414|AH4.5|1.193|1.582|13.139|17.414|AH5|1.193|1.582|50.339|66.72|AH5.5|1.118|1.482|50.339|66.72||EAH||AHS||K-1.5|3.39275|7|1.55256|7|EK-1.5||K21|4.44097|7|5.47858|7|EK21||K1.5|1.52|7|4.66526|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/germany/atp-stuttgart/berrettini-matteo-shapovalov-denis-SSk0APrK/#ah;2;-0.50;2","-0.5","1.83","2.01","","","","","1.83","2.01","","","","","","",""
"SM","0000017","20240612|113111","20240610_1938605_029812_033502","R05_2_GER_Boss Open - Stuttgart","Berrettini","Shapovalov","|K|0.593091|EK|G||OL1|1.859|EOL1|OL2|2.6937|EOL2|OH1|2.4505|EOH1|OH2|3.3702|EOH2|EG|NA||NAOL1|1.8759|ENAOL1|NAOL2|2.69862|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|12.044|16.007|1.2|1.594|AH-5|12.044|16.007|1.4|1.861|AH-4|4.939|6.564|1.758|2.336|AH-3.5|2.877|3.823|1.758|2.336|AH-3|2.877|3.823|2.203|2.928|AH-2.5|2.162|2.873|2.203|2.928|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.434|1.901|4.614|6.115|AH3|1.434|1.901|7.267|9.632|AH3.5|1.288|1.707|7.267|9.632|AH4|1.288|1.707|13.139|17.414|AH4.5|1.193|1.582|13.139|17.414|AH5|1.193|1.582|50.339|66.72|AH5.5|1.118|1.482|50.339|66.72||EAH||AHS||K-1.5|3.39275|7|1.55256|7|EK-1.5||K21|4.44097|7|5.47858|7|EK21||K1.5|1.52|7|4.66526|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/germany/atp-stuttgart/berrettini-matteo-shapovalov-denis-SSk0APrK/#ah;2;-1.50;2","-1.5","2.02","1.83","","","2.0","1.79","2.02","1.83","","","","","","",""
"SM","0000017","20240612|113119","20240610_1938605_029812_033502","R05_2_GER_Boss Open - Stuttgart","Berrettini","Shapovalov","|K|0.593091|EK|G||OL1|1.859|EOL1|OL2|2.6937|EOL2|OH1|2.4505|EOH1|OH2|3.3702|EOH2|EG|NA||NAOL1|1.8759|ENAOL1|NAOL2|2.69862|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|12.044|16.007|1.2|1.594|AH-5|12.044|16.007|1.4|1.861|AH-4|4.939|6.564|1.758|2.336|AH-3.5|2.877|3.823|1.758|2.336|AH-3|2.877|3.823|2.203|2.928|AH-2.5|2.162|2.873|2.203|2.928|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.434|1.901|4.614|6.115|AH3|1.434|1.901|7.267|9.632|AH3.5|1.288|1.707|7.267|9.632|AH4|1.288|1.707|13.139|17.414|AH4.5|1.193|1.582|13.139|17.414|AH5|1.193|1.582|50.339|66.72|AH5.5|1.118|1.482|50.339|66.72||EAH||AHS||K-1.5|3.39275|7|1.55256|7|EK-1.5||K21|4.44097|7|5.47858|7|EK21||K1.5|1.52|7|4.66526|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/germany/atp-stuttgart/berrettini-matteo-shapovalov-denis-SSk0APrK/#ah;2;1.50;1","1.5","1.31","3.59","","","1.26","3.8","1.31","3.8","","","","","","",""
"SM","0000017","20240612|113116","20240610_1938605_029812_033502","R05_2_GER_Boss Open - Stuttgart","Berrettini","Shapovalov","|K|0.593091|EK|G||OL1|1.859|EOL1|OL2|2.6937|EOL2|OH1|2.4505|EOH1|OH2|3.3702|EOH2|EG|NA||NAOL1|1.8759|ENAOL1|NAOL2|2.69862|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|12.044|16.007|1.2|1.594|AH-5|12.044|16.007|1.4|1.861|AH-4|4.939|6.564|1.758|2.336|AH-3.5|2.877|3.823|1.758|2.336|AH-3|2.877|3.823|2.203|2.928|AH-2.5|2.162|2.873|2.203|2.928|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.434|1.901|4.614|6.115|AH3|1.434|1.901|7.267|9.632|AH3.5|1.288|1.707|7.267|9.632|AH4|1.288|1.707|13.139|17.414|AH4.5|1.193|1.582|13.139|17.414|AH5|1.193|1.582|50.339|66.72|AH5.5|1.118|1.482|50.339|66.72||EAH||AHS||K-1.5|3.39275|7|1.55256|7|EK-1.5||K21|4.44097|7|5.47858|7|EK21||K1.5|1.52|7|4.66526|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/germany/atp-stuttgart/berrettini-matteo-shapovalov-denis-SSk0APrK/#ah;2;-1.50;1","-1.5","2.87","1.44","","","2.9","1.4","2.9","1.44","","","","","","",""
"SM","0000017","20240612|113105","20240610_1938605_029812_033502","R05_2_GER_Boss Open - Stuttgart","Berrettini","Shapovalov","|K|0.593091|EK|G||OL1|1.859|EOL1|OL2|2.6937|EOL2|OH1|2.4505|EOH1|OH2|3.3702|EOH2|EG|NA||NAOL1|1.8759|ENAOL1|NAOL2|2.69862|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|12.044|16.007|1.2|1.594|AH-5|12.044|16.007|1.4|1.861|AH-4|4.939|6.564|1.758|2.336|AH-3.5|2.877|3.823|1.758|2.336|AH-3|2.877|3.823|2.203|2.928|AH-2.5|2.162|2.873|2.203|2.928|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.434|1.901|4.614|6.115|AH3|1.434|1.901|7.267|9.632|AH3.5|1.288|1.707|7.267|9.632|AH4|1.288|1.707|13.139|17.414|AH4.5|1.193|1.582|13.139|17.414|AH5|1.193|1.582|50.339|66.72|AH5.5|1.118|1.482|50.339|66.72||EAH||AHS||K-1.5|3.39275|7|1.55256|7|EK-1.5||K21|4.44097|7|5.47858|7|EK21||K1.5|1.52|7|4.66526|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/germany/atp-stuttgart/berrettini-matteo-shapovalov-denis-SSk0APrK/","","1.75","2.15","","","1.73","2.1","1.76","2.17","","","","","","",""
"SM","0000018","20240612|113129","20240610_1938605_000674_056846","R05_2_GER_Boss Open - Stuttgart","Gasquet","Nakashima","|K|0.264977|EK|G||OL1|4.1391|EOL1|OL2|1.507|EOL2|OH1|1|EOH1|OH2|1.9865|EOH2|EG|NA||NAOL1|4.14666|ENAOL1|NAOL2|1.5207|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.091|1.45|AH-4|10910|14500|1.163|1.545|AH-3.5|17.711|23.539|1.163|1.545|AH-3|17.711|23.539|1.255|1.668|AH-2.5|8.348|11.095|1.255|1.668|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|3.011|3.991|1.718|2.277|AH3|3.011|3.991|2.094|2.775|AH3.5|2.291|3.037|2.094|2.775|AH4|2.291|3.037|2.97|3.937|AH4.5|1.732|2.295|2.97|3.937|AH5|1.732|2.295|5.185|6.872|AH5.5|1.387|1.838|5.185|6.872||EAH||AHS||K-1.5|11.1631|1|1.52|7|EK-1.5||K21|8.46724|1|4.08575|7|EK21||K1.5|2.19636|7|2.13895|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/germany/atp-stuttgart/gasquet-richard-nakashima-brandon-UT5hlxfL/#ah;2;3.50;2","3.5","1.69","2.21","","","","","1.69","2.21","","","","","","",""
"SM","0000018","20240612|113132","20240610_1938605_000674_056846","R05_2_GER_Boss Open - Stuttgart","Gasquet","Nakashima","|K|0.264977|EK|G||OL1|4.1391|EOL1|OL2|1.507|EOL2|OH1|1|EOH1|OH2|1.9865|EOH2|EG|NA||NAOL1|4.14666|ENAOL1|NAOL2|1.5207|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.091|1.45|AH-4|10910|14500|1.163|1.545|AH-3.5|17.711|23.539|1.163|1.545|AH-3|17.711|23.539|1.255|1.668|AH-2.5|8.348|11.095|1.255|1.668|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|3.011|3.991|1.718|2.277|AH3|3.011|3.991|2.094|2.775|AH3.5|2.291|3.037|2.094|2.775|AH4|2.291|3.037|2.97|3.937|AH4.5|1.732|2.295|2.97|3.937|AH5|1.732|2.295|5.185|6.872|AH5.5|1.387|1.838|5.185|6.872||EAH||AHS||K-1.5|11.1631|1|1.52|7|EK-1.5||K21|8.46724|1|4.08575|7|EK21||K1.5|2.19636|7|2.13895|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/germany/atp-stuttgart/gasquet-richard-nakashima-brandon-UT5hlxfL/#ah;2;2.50;2","2.5","2.16","1.72","","","","","2.16","1.72","","","","","","",""
